Year,ID1,ID2,Latitude,Longitude,Elevation,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,MAR,Eref,CMD,RH
2013,BO,.,37.38199,-121.736746,-9999,15,22.2,8,14.2,248,31,101.1,705.2,25,3675,1560,460,348,31,346,315,3,-8.7,38.9,-9999,1009,778,69
2013,BB,.,38.318682,-123.071828,-9999,12.3,14.6,8.2,6.3,453,74,49.2,196.2,24,2619,2164,42,331,56,331,275,3,-11.5,33.6,-9999,889,515,66
2013,HA,.,36.379264,-121.562935,-9999,14.9,22.1,8.9,13.2,227,17,109.7,1298.1,23,3607,1597,430,330,70,333,263,2,-11.5,39.6,-9999,1233,999,57
2014,AC,.,39.718477,-123.652786,-9999,13.7,20.9,8.6,12.3,2708,149,8.8,140,27,3206,1865,302,338,62,341,279,9,-15.1,38.9,-9999,1068,534,63
2014,BO,.,37.38199,-121.736746,-9999,16.3,22.9,11,11.9,793,29,33.1,790.2,13,4063,1238,574,363,2,364,362,1,-8.7,38.9,-9999,1037,696,72
2014,BB,.,38.318682,-123.071828,-9999,13.6,15.1,11.5,3.7,1225,52,19.2,289.2,13,3029,1745,62,357,14,357,343,2,-11.5,33.6,-9999,901,457,70
2014,HA,.,36.379264,-121.562935,-9999,16.1,23,11,11.9,900,23,29.1,1012.8,12,4022,1238,530,356,27,358,331,1,-11.5,39.6,-9999,1263,916,60
2015,AC,.,39.718477,-123.652786,-9999,13.8,20.4,6.2,14.2,1816,130,13.1,157.2,30,3227,1863,305,334,73,335,262,10,-15.1,38.9,-9999,1067,588,62
2015,BO,.,37.38199,-121.736746,-9999,15.8,22.5,8.3,14.2,492,24,52.5,945.1,17,3933,1413,591,359,19,361,342,1,-8.7,38.9,-9999,1014,759,71
2015,BB,.,38.318682,-123.071828,-9999,13.5,15.9,9,6.9,644,49,36.4,326.9,15,3013,1794,94,353,28,353,325,2,-11.5,33.6,-9999,904,555,69
2015,HA,.,36.379264,-121.562935,-9999,15.8,22.4,8.2,14.2,580,43,44.5,523.8,16,3927,1405,575,346,54,355,301,1,-11.5,39.6,-9999,1242,926,59
2016,AC,.,39.718477,-123.652786,-9999,13.1,20.3,5.5,14.8,3384,129,6.8,156.9,37,3000,2053,237,334,57,334,277,32,-15.1,38.9,-9999,1014,538,65
2016,BO,.,37.38199,-121.736746,-9999,15.5,21.9,8.5,13.3,974,23,26.2,960.8,18,3806,1436,483,362,3,359,356,3,-8.7,38.9,-9999,990,615,73
2016,BB,.,38.318682,-123.071828,-9999,12.8,14.3,8.4,5.9,1269,29,18,487.4,19,2786,1997,52,354,18,349,331,4,-11.5,33.6,-9999,862,462,71
2016,HA,.,36.379264,-121.562935,-9999,15.3,21.8,9.2,12.6,849,21,29.8,1043.5,17,3730,1447,424,352,35,351,315,4,-11.5,39.6,-9999,1211,806,61
2017,AC,.,39.718477,-123.652786,-9999,12.9,21.8,5.7,16.2,3013,144,7.6,151.9,45,2975,2187,310,323,75,328,253,55,-15.1,38.9,-9999,1013,530,64
2017,BO,.,37.38199,-121.736746,-9999,15.6,23.1,8.1,15,989,17,25.9,1383.7,21,3881,1478,595,358,10,356,346,6,-8.7,38.9,-9999,997,665,72
2017,BB,.,38.318682,-123.071828,-9999,12.9,16,8.1,7.9,1330,33,17.2,478.4,22,2833,1992,74,348,30,348,318,8,-11.5,33.6,-9999,875,468,70
2017,HA,.,36.379264,-121.562935,-9999,15.6,23.2,8.9,14.3,992,18,25.8,1303.1,18,3864,1447,551,350,40,349,309,5,-11.5,39.6,-9999,1222,855,60
2018,AC,.,39.718477,-123.652786,-9999,12.6,21,6.7,14.2,2295,158,9.9,132.6,43,2871,2216,252,317,77,323,246,20,-15.1,38.9,-9999,1031,512,62
2018,BO,.,37.38199,-121.736746,-9999,15.4,23.2,9.8,13.5,746,9,34,2510.6,18,3766,1488,502,359,11,359,348,2,-8.7,38.9,-9999,1012,689,71
2018,BB,.,38.318682,-123.071828,-9999,12.6,15.2,9.8,5.5,933,36,24.2,427.7,19,2703,2064,45,348,31,341,311,3,-11.5,33.6,-9999,878,479,69
2018,HA,.,36.379264,-121.562935,-9999,15.3,24,9.9,14.1,715,14,35.4,1766.8,17,3744,1489,487,347,45,347,301,1,-11.5,39.6,-9999,1236,901,60
