,Site:  Hastings Ranch 2021-22,,,,,Plant ID,,,,,,,,,,"D-dead; G- gopher; UR-uprooted (plug pushed up); B- buried; PR- paddle replaced; DP-deer poop; T-trampled by deer; (3)- Tripplet (3 Cotyledons); *-cotyledons missing; M -= Missing P-pig; ?-unsure; M- missing; C-regrew cotyledons, (n=2)- double",,
Block (1-3),Transect (1-12),Sequence (1-396),Pollen Donor ID,Maternal Sibship,mm/dd,1,2,3,4,5,6,7,8,9,10,Notes 12/6,Notes 12/17,Oak leaves removed when ontop of seedlings
3,8,346,HR_148,HR_109,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-17,2022-12-06,,,,,
3,8,346,HR_148,HR_109,Flow Date,,,,,,,,,,,,,
3,8,347,HR_156,HR_25,Germ Date,2022-12-06,,2022-12-06,,2022-12-17,,,,,,,,
3,8,347,HR_156,HR_25,Flow Date,,,,,,,,,,,,,
3,8,348,HR_149,HR_7,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,8,348,HR_149,HR_7,Flow Date,,,,,,,,,,,,,
3,8,349,HR_085,HR_176,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,8,349,HR_085,HR_176,Flow Date,,,,,,,,,,,,,
3,8,350,HR_168,HR_64,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,8,350,HR_168,HR_64,Flow Date,,,,,,,,,,,,,
3,8,351,HR_57,HR_6,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,8,351,HR_57,HR_6,Flow Date,,,,,,,,,,,,,
3,8,352,HR_74,HR_115,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,,,
3,8,352,HR_74,HR_115,Flow Date,,,,,,,,,,,,,
3,8,353,HR_135,HR_83,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,8,353,HR_135,HR_83,Flow Date,,,,,,,,,,,,,
3,8,354,HR_59,HR_166,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,8,354,HR_59,HR_166,Flow Date,,,,,,,,,,,,,
3,8,355,HR_157,HR_88,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-17,,,,,
3,8,355,HR_157,HR_88,Flow Date,,,,,,,,,,,,,
3,8,356,HR_189,HR_168,Germ Date,2022-12-06,2022-12-06,2022-12-06,,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,"*-1,5","C-1,5",
3,8,356,HR_189,HR_168,Flow Date,,,,,,,,,,,,,
3,8,357,HR_195,HR_68,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,8,357,HR_195,HR_68,Flow Date,,,,,,,,,,,,,
3,8,358,HR_195,HR_181,Germ Date,2022-12-06,,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,8,358,HR_195,HR_181,Flow Date,,,,,,,,,,,,,
3,8,359,HR_125,HR_34,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,(3)-3,
3,8,359,HR_125,HR_34,Flow Date,,,,,,,,,,,,,
3,8,360,HR_189,HR_18,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-17,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,8,360,HR_189,HR_18,Flow Date,,,,,,,,,,,,,
3,8,361,HR_95,HR_20,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,8,361,HR_95,HR_20,Flow Date,,,,,,,,,,,,,
3,8,362,HR_62,HR_116,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,8,362,HR_62,HR_116,Flow Date,,,,,,,,,,,,,
3,8,363,HR_88,HR_14,Germ Date,2022-12-06,2022-12-06,2022-12-06,,,2022-12-06,2022-12-06,,,,,,
3,8,363,HR_88,HR_14,Flow Date,,,,,,,,,,,,,
3,8,364,HR_5,HR_40,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,2022-12-06,2022-12-06,,,,*-5,
3,8,364,HR_5,HR_40,Flow Date,,,,,,,,,,,,,
3,8,365,HR_002,HR_71,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-17,2022-12-06,2022-12-06,,,,*-6,
3,8,365,HR_002,HR_71,Flow Date,,,,,,,,,,,,,
3,8,366,HR_160,HR_79,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,(3)-5,
3,8,366,HR_160,HR_79,Flow Date,,,,,,,,,,,,,
3,9,367,HR_156,HR_193,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,9,367,HR_156,HR_193,Flow Date,,,,,,,,,,,,,
3,9,368,HR_108,HR_16,Germ Date,2022-12-17,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,9,368,HR_108,HR_16,Flow Date,,,,,,,,,,,,,
3,9,369,HR_64,HR_190,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,9,369,HR_64,HR_190,Flow Date,,,,,,,,,,,,,
3,9,370,HR_135,HR_4,Germ Date,2022-12-17,2022-12-06,,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,*-1,
3,9,370,HR_135,HR_4,Flow Date,,,,,,,,,,,,,
3,9,371,HR_131,HR_113,Germ Date,2022-12-17,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-17,2022-12-06,2022-12-17,,,,,
3,9,371,HR_131,HR_113,Flow Date,,,,,,,,,,,,,
3,9,372,HR_155,HR_9,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,9,372,HR_155,HR_9,Flow Date,,,,,,,,,,,,,
3,9,373,HR_90,HR_103,Germ Date,2022-12-06,2022-12-06,2022-12-06,,2022-12-06,2022-12-06,2022-12-06,2022-12-17,,,,,
3,9,373,HR_90,HR_103,Flow Date,,,,,,,,,,,,,
3,9,374,HR_171,HR_73,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-11-19,2022-12-06,2022-12-06,,,,,
3,9,374,HR_171,HR_73,Flow Date,,,,,,,,,,,,,
3,9,375,HR_5,HR_149,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,9,375,HR_5,HR_149,Flow Date,,,,,,,,,,,,,
3,9,376,HR_147,HR_21,Germ Date,2022-12-17,2022-12-06,2022-12-17,2022-12-17,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,9,376,HR_147,HR_21,Flow Date,,,,,,,,,,,,,
3,9,377,HR_125,HR_86,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,9,377,HR_125,HR_86,Flow Date,,,,,,,,,,,,,
3,9,378,HR_121,HR_105,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,9,378,HR_121,HR_105,Flow Date,,,,,,,,,,,,,
3,9,379,HR_69,HR_108,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,9,379,HR_69,HR_108,Flow Date,,,,,,,,,,,,,
3,9,380,HR_157,HR_85,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-17,2022-12-06,2022-12-06,,,,,
3,9,380,HR_157,HR_85,Flow Date,,,,,,,,,,,,,
3,9,381,HR_156,HR_197,Germ Date,2022-12-06,2022-12-17,2022-12-06,2022-12-17,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,*-2,
3,9,381,HR_156,HR_197,Flow Date,,,,,,,,,,,,,
3,9,382,HR_6,HR_146,Germ Date,2022-12-06,2022-12-06,2022-12-17,2022-12-06,2022-12-06,2022-12-06,,2022-12-06,,,"*-2,4","C-2,4",
3,9,382,HR_6,HR_146,Flow Date,,,,,,,,,,,,,
3,9,383,HR_157,HR_95,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,*-2,,
3,9,383,HR_157,HR_95,Flow Date,,,,,,,,,,,,,
3,9,384,HR_90,HR_53,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,9,384,HR_90,HR_53,Flow Date,,,,,,,,,,,,,
3,9,385,HR_175,HR_196,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,9,385,HR_175,HR_196,Flow Date,,,,,,,,,,,,,
3,9,386,HR_168,HR_101,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-17,2022-12-06,,,,,
3,9,386,HR_168,HR_101,Flow Date,,,,,,,,,,,,,
3,9,387,HR_175,HR_27,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,9,387,HR_175,HR_27,Flow Date,,,,,,,,,,,,,
3,9,388,HR_100,HR_135,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-17,2022-12-06,2022-12-06,,,,*D-7,
3,9,388,HR_100,HR_135,Flow Date,,,,,,,,,,,,,
3,9,389,HR_66,HR_87,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,9,389,HR_66,HR_87,Flow Date,,,,,,,,,,,,,
3,9,390,HR_59,HR_11,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,9,390,HR_59,HR_11,Flow Date,,,,,,,,,,,,,
3,9,391,HR_148,HR_50,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,,
3,9,391,HR_148,HR_50,Flow Date,,,,,,,,,,,,,
3,9,392,HR_155,HR_47,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,PR-3;T-3,
3,9,392,HR_155,HR_47,Flow Date,,,,,,,,,,,,,
3,9,393,HR_027,HR_43,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,2022-12-06,2022-12-06,,,,,
3,9,393,HR_027,HR_43,Flow Date,,,,,,,,,,,,,
3,9,394,HR_70,HR_123,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,PR-8,
3,9,394,HR_70,HR_123,Flow Date,,,,,,,,,,,,,
3,9,395,HR_141,HR_44,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,9,395,HR_141,HR_44,Flow Date,,,,,,,,,,,,,
3,9,396,HR_085,HR_35,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,9,396,HR_085,HR_35,Flow Date,,,,,,,,,,,,,
3,9,397,HR_147,HR_118,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,9,397,HR_147,HR_118,Flow Date,,,,,,,,,,,,,
3,9,398,HR_90,HR_126,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-17,,,,,
3,9,398,HR_90,HR_126,Flow Date,,,,,,,,,,,,,
3,9,399,HR_196,HR_170,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,2022-12-06,2022-12-06,,,,,
3,9,399,HR_196,HR_170,Flow Date,,,,,,,,,,,,,
3,9,400,HR_34,HR_80,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-17,,,,"*-6,8",
3,9,400,HR_34,HR_80,Flow Date,,,,,,,,,,,,,
3,9,401,HR_53,HR_38,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,9,401,HR_53,HR_38,Flow Date,,,,,,,,,,,,,
3,9,402,HR_74,HR_66,Germ Date,2022-12-06,2022-12-17,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,2022-12-06,,,,*-2,
3,9,402,HR_74,HR_66,Flow Date,,,,,,,,,,,,,
3,9,403,HR_139,HR_62,Germ Date,2022-12-17,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,9,403,HR_139,HR_62,Flow Date,,,,,,,,,,,,,
3,9,404,HR_139,HR_129,Germ Date,2022-12-06,2022-12-17,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,9,404,HR_139,HR_129,Flow Date,,,,,,,,,,,,,
3,9,405,HR_110,HR_39,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,9,405,HR_110,HR_39,Flow Date,,,,,,,,,,,,,
3,9,406,HR_110,HR_37,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,9,406,HR_110,HR_37,Flow Date,,,,,,,,,,,,,
3,9,407,HR_085,HR_107,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,9,407,HR_085,HR_107,Flow Date,,,,,,,,,,,,,
3,9,408,HR_200,HR_159,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,2022-12-06,2022-12-17,,,,,
3,9,408,HR_200,HR_159,Flow Date,,,,,,,,,,,,,
3,9,409,HR_100,HR_195,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,2022-12-06,2022-12-17,,,*-2,C-2,
3,9,409,HR_100,HR_195,Flow Date,,,,,,,,,,,,,
3,9,410,HR_180,HR_36,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,9,410,HR_180,HR_36,Flow Date,,,,,,,,,,,,,
3,9,411,HR_149,HR_174,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,9,411,HR_149,HR_174,Flow Date,,,,,,,,,,,Total number of germinants:,Total number of plugs planted,Proportion of plugs that germinated
,,,,,,1901-01-18,1901-01-10,1901-01-24,1901-01-11,1901-01-14,1901-01-18,1901-01-19,1901-01-02,,,3044,3288,0.925790754
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2527 germinants on 12/6,,
,,,,,,,,,,,,,,,,252 germinants on 11/19,,
,,,,,,,,,,,,,,,,2779,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0.768552311,,
