rowN,Transect,SegNoPos,Recipient,Gen,Plant_ID,Sample_ID,Tube ID,Total_weight(capsule+sample)(mg),Tray Name,Well_ID,capsule_size,capsule_weight_mg,sample weight (mg),Type of Material,Analysis,Enriched
529,7,16R,HR_014,G1,3,HR_014-G1-007-16R-3,529,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
530,7,17L,HR_170,G1,2,HR_170-G1-007-17L-2,530,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
531,7,18L,HR_035,G2,1,HR_035-G2-007-18L-1,531,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
532,7,19R,HR_050,G2,1,HR_050-G2-007-19R-1,532,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
533,7,20L,HR_150,G2,4,HR_150-G2-007-20L-4,533,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
534,7,21R,HR_127,G1,5,HR_127-G1-007-21R-5,534,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
535,7,22L,HR_184,G1,2,HR_184-G1-007-22L-2,535,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
536,7,22R,HR_148,G1,2,HR_148-G1-007-22R-2,536,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
537,7,23L,HR_033,G1,4,HR_033-G1-007-23L-4,537,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
538,7,23R,HR_156,G1,4,HR_156-G1-007-23R-4,538,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
539,7,24R,HR_087,G2,5,HR_087-G2-007-24R-5,539,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
540,7,25L,HR_006,G2,5,HR_006-G2-007-25L-5,540,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
541,7,26L,HR_087,G1,5,HR_087-G1-007-26L-5,541,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
542,7,26R,HR_173,G1,1,HR_173-G1-007-26R-1,542,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
543,7,27L,HR_131,G2,5,HR_131-G2-007-27L-5,543,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
544,7,27R,HR_083,G1,5,HR_083-G1-007-27R-5,544,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
545,7,28L,HR_011,G2,1,HR_011-G2-007-28L-1,545,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
546,7,28R,HR_023,G2,1,HR_023-G2-007-28R-1,546,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
547,7,29L,HR_113,G2,5,HR_113-G2-007-29L-5,547,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
548,7,29R,HR_176,G1,3,HR_176-G1-007-29R-3,548,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
549,7,30R,HR_148,G2,5,HR_148-G2-007-30R-5,549,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
550,7,31L,HR_014,G1,5,HR_014-G1-007-31L-5,550,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
551,7,31R,HR_049,G2,2,HR_049-G2-007-31R-2,551,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
552,7,32L,HR_101,G1,1,HR_101-G1-007-32L-1,552,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
553,7,32R,HR_184,G2,1,HR_184-G2-007-32R-1,553,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
554,7,33L,HR_113,G1,5,HR_113-G1-007-33L-5,554,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
555,7,33R,HR_161,G1,2,HR_161-G1-007-33R-2,555,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
556,7,35L,HR_168,G1,1,HR_168-G1-007-35L-1,556,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
557,7,35R,HR_197,G2,5,HR_197-G2-007-35R-5,557,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
558,7,36L,HR_057,G2,2,HR_057-G2-007-36L-2,558,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
559,7,36R,HR_088,G1,3,HR_088-G1-007-36R-3,559,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
560,7,37L,HR_059,G2,2,HR_059-G2-007-37L-2,560,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
561,7,38L,HR_195,G2,2,HR_195-G2-007-38L-2,561,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
562,7,38R,HR_066,G2,4,HR_066-G2-007-38R-4,562,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
563,7,39L,HR_169,G1,2,HR_169-G1-007-39L-2,563,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
564,7,39R,HR_068,G1,2,HR_068-G1-007-39R-2,564,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
565,7,40L,HR_197,G2,4,HR_197-G2-007-40L-4,565,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
566,7,40R,HR_012,G1,3,HR_012-G1-007-40R-3,566,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
567,7,41L,HR_007,G2,4,HR_007-G2-007-41L-4,567,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
568,7,42L,HR_018,G2,3,HR_018-G2-007-42L-3,568,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
569,7,42R,HR_159,G1,2,HR_159-G1-007-42R-2,569,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
570,7,43L,HR_087,G1,4,HR_087-G1-007-43L-4,570,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
571,7,43R,HR_129,G2,2,HR_129-G2-007-43R-2,571,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
572,7,45L,HR_059,G2,4,HR_059-G2-007-45L-4,572,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
573,8,1L,HR_103,G1,5,HR_103-G1-008-1L-5,573,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
574,8,1R,HR_147,G2,2,HR_147-G2-008-1R-2,574,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
575,8,2L,HR_011,G2,1,HR_011-G2-008-2L-1,575,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
576,8,2R,HR_001,G1,2,HR_001-G1-008-2R-2,576,,Nemo_2023_HR_6,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
577,8,3L,HR_145,G1,2,HR_145-G1-008-3L-2,577,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
578,8,3R,HR_114,G1,4,HR_114-G1-008-3R-4,578,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
579,8,4L,HR_109,G1,1,HR_109-G1-008-4L-1,579,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
580,8,4R,HR_155,G2,4,HR_155-G2-008-4R-4,580,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
581,8,5L,HR_011,G1,3,HR_011-G1-008-5L-3,581,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
582,8,6L,HR_014,G2,1,HR_014-G2-008-6L-1,582,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
583,8,6R,HR_073,G1,5,HR_073-G1-008-6R-5,583,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
584,8,7L,HR_046,G1,1,HR_046-G1-008-7L-1,584,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
585,8,7R,HR_105,G1,4,HR_105-G1-008-7R-4,585,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
586,8,8L,HR_113,G1,3,HR_113-G1-008-8L-3,586,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
587,8,8R,HR_046,G2,3,HR_046-G2-008-8R-3,587,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
588,8,9L,HR_176,G2,4,HR_176-G2-008-9L-4,588,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
589,8,9R,HR_001,G2,4,HR_001-G2-008-9R-4,589,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
590,8,10L,HR_079,G1,4,HR_079-G1-008-10L-4,590,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
591,8,10R,HR_010,G1,5,HR_010-G1-008-10R-5,591,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
592,8,11R,HR_183,G2,5,HR_183-G2-008-11R-5,592,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
593,8,12L,HR_059,G2,3,HR_059-G2-008-12L-3,593,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
594,8,12R,HR_078,G2,3,HR_078-G2-008-12R-3,594,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
595,8,13L,HR_005,G1,4,HR_005-G1-008-13L-4,595,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
596,8,13R,HR_023,G1,3,HR_023-G1-008-13R-3,596,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
597,8,14L,HR_080,G1,4,HR_080-G1-008-14L-4,597,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
598,8,14R,HR_018,G1,3,HR_018-G1-008-14R-3,598,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
599,8,15L,HR_196,G1,1,HR_196-G1-008-15L-1,599,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
600,8,16R,HR_078,G1,1,HR_078-G1-008-16R-1,600,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
601,8,17L,HR_165,G1,5,HR_165-G1-008-17L-5,601,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
602,8,17R,HR_168,G1,1,HR_168-G1-008-17R-1,602,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
603,8,18L,HR_016,G2,1,HR_016-G2-008-18L-1,603,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
604,8,18R,HR_170,G2,4,HR_170-G2-008-18R-4,604,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
605,8,19R,HR_086,G2,2,HR_086-G2-008-19R-2,605,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
606,8,20R,HR_079,G2,3,HR_079-G2-008-20R-3,606,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
607,8,23L,HR_041,G2,1,HR_041-G2-008-23L-1,607,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
608,8,23R,HR_118,G1,2,HR_118-G1-008-23R-2,608,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
609,8,24L,HR_047,G2,4,HR_047-G2-008-24L-4,609,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
610,8,24R,HR_156,G2,5,HR_156-G2-008-24R-5,610,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
611,8,25L,HR_121,G2,1,HR_121-G2-008-25L-1,611,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
612,8,25R,HR_019,G2,1,HR_019-G2-008-25R-1,612,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
613,8,26L,HR_035,G1,2,HR_035-G1-008-26L-2,613,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
614,8,26R,HR_149,G1,3,HR_149-G1-008-26R-3,614,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
615,8,27L,HR_019,G2,3,HR_019-G2-008-27L-3,615,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
616,8,27R,HR_027,G2,1,HR_027-G2-008-27R-1,616,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
617,8,28L,HR_004,G1,2,HR_004-G1-008-28L-2,617,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
618,8,29R,HR_164,G2,2,HR_164-G2-008-29R-2,618,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
619,8,30L,HR_123,G1,5,HR_123-G1-008-30L-5,619,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
620,8,30R,HR_070,G1,2,HR_070-G1-008-30R-2,620,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
621,8,31L,HR_190,G1,5,HR_190-G1-008-31L-5,621,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
622,8,31R,HR_153,G2,1,HR_153-G2-008-31R-1,622,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
623,8,32L,HR_032,G2,2,HR_032-G2-008-32L-2,623,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
624,8,32R,HR_056,G2,4,HR_056-G2-008-32R-4,624,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
625,8,33L,HR_175,G2,2,HR_175-G2-008-33L-2,625,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
626,8,33R,HR_126,G1,2,HR_126-G1-008-33R-2,626,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
627,8,34L,HR_169,G2,1,HR_169-G2-008-34L-1,627,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
628,8,34R,HR_124,G1,5,HR_124-G1-008-34R-5,628,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
629,8,35R,HR_183,G1,3,HR_183-G1-008-35R-3,629,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
630,8,36L,HR_006,G2,1,HR_006-G2-008-36L-1,630,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
631,8,36R,HR_131,G1,2,HR_131-G1-008-36R-2,631,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
632,8,37L,HR_152,G2,5,HR_152-G2-008-37L-5,632,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
633,8,37R,HR_064,G2,4,HR_064-G2-008-37R-4,633,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
634,8,38L,HR_107,G1,3,HR_107-G1-008-38L-3,634,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
635,8,38R,HR_111,G2,1,HR_111-G2-008-38R-1,635,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
636,8,39L,HR_064,G2,5,HR_064-G2-008-39L-5,636,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
637,8,39R,HR_044,G1,2,HR_044-G1-008-39R-2,637,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
638,8,40L,HR_178,G2,3,HR_178-G2-008-40L-3,638,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
639,8,40R,HR_062,G1,5,HR_062-G1-008-40R-5,639,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
640,8,42R,HR_152,G1,5,HR_152-G1-008-42R-5,640,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
641,8,43L,HR_027,G1,4,HR_027-G1-008-43L-4,641,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
642,8,43R,HR_146,G2,4,HR_146-G2-008-43R-4,642,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
643,8,44L,HR_085,G2,4,HR_085-G2-008-44L-4,643,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
644,8,44R,HR_083,G1,1,HR_083-G1-008-44R-1,644,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
645,8,45L,HR_033,G1,1,HR_033-G1-008-45L-1,645,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
646,8,45R,HR_028,G1,2,HR_028-G1-008-45R-2,646,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
647,9,1L,HR_190,G1,2,HR_190-G1-009-1L-2,647,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
648,9,1R,HR_020,G1,3,HR_020-G1-009-1R-3,648,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
649,9,2L,HR_001,G1,3,HR_001-G1-009-2L-3,649,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
650,9,2R,HR_196,G2,2,HR_196-G2-009-2R-2,650,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
651,9,3R,HR_019,G1,2,HR_019-G1-009-3R-2,651,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
652,9,4L,HR_148,G2,5,HR_148-G2-009-4L-5,652,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
653,9,4R,HR_086,G2,1,HR_086-G2-009-4R-1,653,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
654,9,5R,HR_039,G1,4,HR_039-G1-009-5R-4,654,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
655,9,6L,HR_034,G2,5,HR_034-G2-009-6L-5,655,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
656,9,7L,HR_025,G1,3,HR_025-G1-009-7L-3,656,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
657,9,7R,HR_080,G2,2,HR_080-G2-009-7R-2,657,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
658,9,8L,HR_021,G2,1,HR_021-G2-009-8L-1,658,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
659,9,8R,HR_118,G1,3,HR_118-G1-009-8R-3,659,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
660,9,9L,HR_032,G1,5,HR_032-G1-009-9L-5,660,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
661,9,9R,HR_009,G1,4,HR_009-G1-009-9R-4,661,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
662,9,10L,HR_015,G2,5,HR_015-G2-009-10L-5,662,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
663,9,10R,HR_137,G2,1,HR_137-G2-009-10R-1,663,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
664,9,11L,HR_064,G1,4,HR_064-G1-009-11L-4,664,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
665,9,11R,HR_105,G2,5,HR_105-G2-009-11R-5,665,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
666,9,12L,HR_114,G2,2,HR_114-G2-009-12L-2,666,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
667,9,13L,HR_053,G2,1,HR_053-G2-009-13L-1,667,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
668,9,13R,HR_139,G1,3,HR_139-G1-009-13R-3,668,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
669,9,14L,HR_161,G1,1,HR_161-G1-009-14L-1,669,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
670,9,14R,HR_159,G2,4,HR_159-G2-009-14R-4,670,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
671,9,15L,HR_115,G2,5,HR_115-G2-009-15L-5,671,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
672,9,15R,HR_092,G2,4,HR_092-G2-009-15R-4,672,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
673,9,16L,HR_174,G2,4,HR_174-G2-009-16L-4,673,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
674,9,16R,HR_116,G2,2,HR_116-G2-009-16R-2,674,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
675,9,17L,HR_133,G1,4,HR_133-G1-009-17L-4,675,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
676,9,17R,HR_038,G2,1,HR_038-G2-009-17R-1,676,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
677,9,18L,HR_103,G2,1,HR_103-G2-009-18L-1,677,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
678,9,18R,HR_121,G1,1,HR_121-G1-009-18R-1,678,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
679,9,19L,HR_023,G1,3,HR_023-G1-009-19L-3,679,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
680,9,19R,HR_021,G1,3,HR_021-G1-009-19R-3,680,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
681,9,20L,HR_016,G1,3,HR_016-G1-009-20L-3,681,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
682,9,20R,HR_141,G2,4,HR_141-G2-009-20R-4,682,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
683,9,21L,HR_027,G1,1,HR_027-G1-009-21L-1,683,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
684,9,21R,HR_086,G1,2,HR_086-G1-009-21R-2,684,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
685,9,22L,HR_126,G1,3,HR_126-G1-009-22L-3,685,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
686,9,22R,HR_009,G2,4,HR_009-G2-009-22R-4,686,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
687,9,23L,HR_054,G1,1,HR_054-G1-009-23L-1,687,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
688,9,23R,HR_127,G1,4,HR_127-G1-009-23R-4,688,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
689,9,24L,HR_131,G1,1,HR_131-G1-009-24L-1,689,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
690,9,24R,HR_176,G2,4,HR_176-G2-009-24R-4,690,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
691,9,25L,HR_112,G2,2,HR_112-G2-009-25L-2,691,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
692,9,25R,HR_136,G2,5,HR_136-G2-009-25R-5,692,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
693,9,26L,HR_141,G2,2,HR_141-G2-009-26L-2,693,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
694,9,26R,HR_150,G1,3,HR_150-G1-009-26R-3,694,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
695,9,27L,HR_050,G1,5,HR_050-G1-009-27L-5,695,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
696,9,27R,HR_057,G1,4,HR_057-G1-009-27R-4,696,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
697,9,28L,HR_148,G1,3,HR_148-G1-009-28L-3,697,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
698,9,28R,HR_148,G2,5,HR_148-G2-009-28R-5,698,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
699,9,29L,HR_162,G2,2,HR_162-G2-009-29L-2,699,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
700,9,29R,HR_046,G2,3,HR_046-G2-009-29R-3,700,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
701,9,30L,HR_147,G2,1,HR_147-G2-009-30L-1,701,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
702,9,30R,HR_141,G2,5,HR_141-G2-009-30R-5,702,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
703,9,31L,HR_136,G1,5,HR_136-G1-009-31L-5,703,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
704,9,31R,HR_043,G1,5,HR_043-G1-009-31R-5,704,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
705,9,32L,HR_037,G2,3,HR_037-G2-009-32L-3,705,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
706,9,33R,HR_050,G2,1,HR_050-G2-009-33R-1,706,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
