Sample ID,?13CVPDB (‰),Total C (µg),C Comment,Tray Name,Well Id,Type of Material,Analysis,Sample Weight (mg) from Sample List,Internal ID,Analysis Number,Mass Spec
AC-015-001-05,-32.78,652.53,,Nemo2022AC1,A1,plant stem tissue,13C,1.83,1998104,684332,H
AC-046-001-03,-30.83,843.4,,Nemo2022AC1,A2,plant stem tissue,13C,2.24,1998105,684333,H
AC-048-001-04,-30.8,1522.28,,Nemo2022AC1,A3,plant stem tissue,13C,4.35,1998106,684334,H
AC-055-001-05,-31.88,1241.68,,Nemo2022AC1,A4,plant stem tissue,13C,4.27,1998107,684335,H
AC-056-001-05,-31.53,479.16,,Nemo2022AC1,A5,plant stem tissue,13C,1.32,1998108,684336,H
AC-057-001-07,-29.93,803.71,,Nemo2022AC1,A6,plant stem tissue,13C,2.29,1998109,684337,H
AC-058-001-09,-30.62,1508.98,,Nemo2022AC1,A7,plant stem tissue,13C,4.56,1998110,684338,H
AC-062-001-06,-32.87,919,,Nemo2022AC1,A8,plant stem tissue,13C,2.37,1998111,684339,H
AC-066-001-10,-33.23,879.04,,Nemo2022AC1,A9,plant stem tissue,13C,2.22,1998112,684340,H
AC-070-001-09,-31.09,1575.61,,Nemo2022AC1,A10,plant stem tissue,13C,4.22,1998113,684341,H
AC-074-001-06,-31.93,1484.64,,Nemo2022AC1,A11,plant stem tissue,13C,3.96,1998114,684342,H
AC-086-001-04,-30.91,1099.53,,Nemo2022AC1,A12,plant stem tissue,13C,3.2,1998115,684343,H
AC-089-001-10,-29.96,971.8,,Nemo2022AC1,B2,plant stem tissue,13C,3.08,1998117,684350,H
AC-097-001-01,-31.62,1031.23,,Nemo2022AC1,B4,plant stem tissue,13C,2.76,1998119,684351,H
AC-107-001-04,-30.95,517.67,,Nemo2022AC1,B5,plant stem tissue,13C,1.72,1998120,684352,H
AC-109-001-04,-30.65,851.78,,Nemo2022AC1,B6,plant stem tissue,13C,2.2,1998121,684353,H
AC-110-001-04,-31.43,671.06,,Nemo2022AC1,B7,plant stem tissue,13C,2.53,1998122,684354,H
AC-120-001-08,-33,1239.51,,Nemo2022AC1,B8,plant stem tissue,13C,3.57,1998123,684355,H
AC-128-001-10,-31.66,1560.03,,Nemo2022AC1,B9,plant stem tissue,13C,4.41,1998124,684356,H
AC-136-001-04,-32.07,521.73,,Nemo2022AC1,B10,plant stem tissue,13C,1.37,1998125,684357,H
AC-131-001-06,-31.73,914.79,,Nemo2022AC1,B11,plant stem tissue,13C,3.16,1998126,684358,H
AC-151-001-06,-31.54,1427.29,,Nemo2022AC1,C1,plant stem tissue,13C,4.37,1998128,684363,H
AC-168-001-05,-32.46,428.72,,Nemo2022AC1,C2,plant stem tissue,13C,1.76,1998129,684364,H
AC-181-001-07,-30.73,726.82,,Nemo2022AC1,C3,plant stem tissue,13C,3.25,1998130,684365,H
AC-185-001-10,-31.57,1372.4,,Nemo2022AC1,C4,plant stem tissue,13C,4.22,1998131,684366,H
AC-189-001-03,-30.93,495.36,,Nemo2022AC1,C5,plant stem tissue,13C,1.84,1998132,684367,H
AC-190-001-03,-30.32,1168.24,,Nemo2022AC1,C6,plant stem tissue,13C,4.12,1998133,684368,H
AC-191-001-05,-32.29,509.55,,Nemo2022AC1,C7,plant stem tissue,13C,2.39,1998134,684369,H
AC-193-001-05,-32.09,737.18,,Nemo2022AC1,C8,plant stem tissue,13C,2.2,1998135,684370,H
AC-200-001-10,-31.9,1200.58,,Nemo2022AC1,C9,plant stem tissue,13C,3.9,1998136,684371,H
AC-203-001-02,-32.28,1248.18,,Nemo2022AC1,C10,plant stem tissue,13C,4.18,1998137,684372,H
AC-218-001-09,-31.28,1469.17,,Nemo2022AC1,C12,plant stem tissue,13C,4.64,1998139,684373,H
AC-011-002-09,-31.99,929.54,,Nemo2022AC1,D1,plant stem tissue,13C,2.92,1998140,684377,H
AC-014-002-06,-31.24,726.82,,Nemo2022AC1,D2,plant stem tissue,13C,2.58,1998141,684378,H
AC-034-002-02,-29.64,860.16,,Nemo2022AC1,D4,plant stem tissue,13C,3.01,1998143,684379,H
AC-038-002-08,-30.35,1052.53,,Nemo2022AC1,D5,plant stem tissue,13C,3.03,1998144,684380,H
AC-052-002-03,-31.11,537.99,,Nemo2022AC1,D6,plant stem tissue,13C,2.43,1998145,684381,H
AC-054-002-04,-31.22,895.85,,Nemo2022AC1,D7,plant stem tissue,13C,2.91,1998146,684382,H
AC-068-002-09,-31.1,1741.49,,Nemo2022AC1,D8,plant stem tissue,13C,5.69,1998147,684383,H
AC-072-002-07,-32.52,1444.91,,Nemo2022AC1,D9,plant stem tissue,13C,4.08,1998148,684384,H
AC-082-002-07,-32.47,1656.04,,Nemo2022AC1,D10,plant stem tissue,13C,5.62,1998149,684385,H
AC-083-002-01,-31.92,1155.32,,Nemo2022AC1,D11,plant stem tissue,13C,4.32,1998150,684386,H
AC-094-002-07,-31.66,944.31,,Nemo2022AC1,D12,plant stem tissue,13C,3.44,1998151,684387,H
AC-104-002-07,-31.01,1475.8,,Nemo2022AC1,E1,plant stem tissue,13C,5.43,1998152,684393,H
AC-114-002-06,-31.54,1460.34,,Nemo2022AC1,E2,plant stem tissue,13C,5.03,1998153,684394,H
AC-142-002-02,-29.9,853.87,,Nemo2022AC1,E5,plant stem tissue,13C,2.91,1998156,684395,H
AC-143-002-07,-31.53,937.98,,Nemo2022AC1,E6,plant stem tissue,13C,3.09,1998157,684396,H
AC-144-002-05,-31.64,1482.43,,Nemo2022AC1,E7,plant stem tissue,13C,5.03,1998158,684397,H
AC-148-002-08,-32.12,1440.5,,Nemo2022AC1,E8,plant stem tissue,13C,4.51,1998159,684398,H
AC-153-002-04,-32.18,1418.49,,Nemo2022AC1,E10,plant stem tissue,13C,4.45,1998161,684399,H
AC-158-002-06,-30.33,511.58,,Nemo2022AC1,E11,plant stem tissue,13C,1.74,1998162,684400,H
AC-159-002-03,-31.19,1076.01,,Nemo2022AC1,E12,plant stem tissue,13C,3.99,1998163,684401,H
AC-171-002-07,-32.19,1189.79,,Nemo2022AC1,F1,plant stem tissue,13C,3.66,1998164,684405,H
AC-172-002-03,-32.36,1003.6,,Nemo2022AC1,F2,plant stem tissue,13C,3.26,1998165,684406,H
AC-178-002-08,-31.96,605.34,,Nemo2022AC1,F3,plant stem tissue,13C,2.17,1998166,684407,H
AC-182-002-09,-32.06,1478.01,,Nemo2022AC1,F4,plant stem tissue,13C,4.64,1998167,684408,H
AC-186-002-08,-31.74,1716.69,,Nemo2022AC1,F5,plant stem tissue,13C,5.57,1998168,684409,H
AC-199-002-04,-31.48,1904.96,,Nemo2022AC1,F7,plant stem tissue,13C,5.93,1998170,684410,H
AC-204-002-04,-30.54,1014.22,,Nemo2022AC1,F8,plant stem tissue,13C,3.04,1998171,684411,H
AC-206-002-06,-32.7,1161.78,,Nemo2022AC1,F9,plant stem tissue,13C,3.66,1998172,684412,H
AC-211-002-07,-30.43,1108.1,,Nemo2022AC1,F10,plant stem tissue,13C,3.37,1998173,684413,H
AC-213-002-07,-31.42,797.45,,Nemo2022AC1,F11,plant stem tissue,13C,3.31,1998174,684414,H
AC-215-002-01,-30.7,1328.67,,Nemo2022AC1,F12,plant stem tissue,13C,4.58,1998175,684415,H
AC-005-003-01,-32.69,511.58,,Nemo2022AC1,G1,plant stem tissue,13C,2.41,1998176,684420,H
AC-010-003-07,-31.8,1012.09,,Nemo2022AC1,G2,plant stem tissue,13C,3.17,1998177,684421,H
AC-016-003-09,-32.01,876.94,,Nemo2022AC1,G3,plant stem tissue,13C,3.46,1998178,684422,H
AC-017-003-03,-31.71,950.65,,Nemo2022AC1,G4,plant stem tissue,13C,3.29,1998179,684423,H
AC-032-003-07,-31.04,1179.01,,Nemo2022AC1,G5,plant stem tissue,13C,3.46,1998180,684424,H
AC-040-003-04,-32.08,841.31,,Nemo2022AC1,G6,plant stem tissue,13C,3.55,1998181,684425,H
AC-051-003-06,-32.55,1422.89,,Nemo2022AC1,G7,plant stem tissue,13C,4.48,1998182,684426,H
AC-064-003-08,-30.13,1372.4,,Nemo2022AC1,G8,plant stem tissue,13C,4.72,1998183,684427,H
AC-075-003-05,-32.16,517.67,,Nemo2022AC1,G9,plant stem tissue,13C,2.56,1998184,684428,H
AC-081-003-02,-31.39,724.75,,Nemo2022AC1,G10,plant stem tissue,13C,3.25,1998185,684429,H
AC-090-003-04,-32.09,1533.37,,Nemo2022AC1,G11,plant stem tissue,13C,4.88,1998186,684430,H
AC-092-003-01,-31.97,681.36,,Nemo2022AC1,G12,plant stem tissue,13C,2.98,1998187,684431,H
AC-095-003-10,-32.52,1176.85,,Nemo2022AC1,H1,plant stem tissue,13C,3.97,1998188,684438,H
AC-099-003-09,-31.4,778.71,,Nemo2022AC1,H2,plant stem tissue,13C,2.66,1998189,684439,H
AC-100-003-05,-31.39,613.53,,Nemo2022AC1,H3,plant stem tissue,13C,2.14,1998190,684440,H
AC-111-003-02,-31.66,1647.07,,Nemo2022AC1,H4,plant stem tissue,13C,5.02,1998191,684441,H
AC-113-003-08,-29.96,2112.19,,Nemo2022AC1,H5,plant stem tissue,13C,6.64,1998192,684442,H
AC-115-003-06,-31.98,1493.48,,Nemo2022AC1,H6,plant stem tissue,13C,4.41,1998193,684443,H
AC-119-003-06,-31.48,2202.98,,Nemo2022AC1,H7,plant stem tissue,13C,6.28,1998194,684444,H
AC-122-003-02,-32.25,860.16,,Nemo2022AC1,H8,plant stem tissue,13C,2.68,1998195,684445,H
AC-147-003-09,-31.82,992.99,,Nemo2022AC1,H9,plant stem tissue,13C,3.86,1998196,684446,H
AC-154-003-03,-32.16,533.92,,Nemo2022AC1,H10,plant stem tissue,13C,2.49,1998197,684447,H
AC-155-003-04,-31.45,1246.02,,Nemo2022AC1,H11,plant stem tissue,13C,4.33,1998198,684448,H
AC-160-003-02,-31.75,1078.14,,Nemo2022AC1,H12,plant stem tissue,13C,3.98,1998199,684449,H
AC-179-003-05,-32.75,795.74,,Nemo2022AC2,A1,plant stem tissue,13C,2.54,1998200,684474,H
AC-187-003-05,-31.34,768.14,,Nemo2022AC2,A2,plant stem tissue,13C,2.59,1998201,684475,H
AC-188-003-04,-33,531.4,,Nemo2022AC2,A3,plant stem tissue,13C,1.88,1998202,684476,H
AC-192-003-10,-32.31,797.87,,Nemo2022AC2,A4,plant stem tissue,13C,2.77,1998203,684477,H
AC-197-003-10,-32.01,802.12,,Nemo2022AC2,A5,plant stem tissue,13C,3.37,1998204,684478,H
AC-201-003-08,-32.89,842.51,,Nemo2022AC2,A6,plant stem tissue,13C,2.97,1998205,684479,H
AC-212-003-08,-33.49,1107.45,,Nemo2022AC2,A8,plant stem tissue,13C,3.98,1998207,684480,H
AC-216-003-05,-30.49,1389.84,,Nemo2022AC2,A9,plant stem tissue,13C,3.89,1998208,684481,H
AC-010-004-07,-31.76,974.69,,Nemo2022AC2,A11,plant stem tissue,13C,3.45,1998210,684482,H
AC-014-004-01,-31.75,1028.15,,Nemo2022AC2,A12,plant stem tissue,13C,3.27,1998211,684483,H
AC-016-004-02,-31.11,766.02,,Nemo2022AC2,B1,plant stem tissue,13C,3.05,1998212,684490,H
AC-032-004-05,-28.83,666.45,,Nemo2022AC2,B2,plant stem tissue,13C,2.3,1998213,684491,H
AC-034-004-07,-30.02,1118.18,,Nemo2022AC2,B3,plant stem tissue,13C,3.29,1998214,684492,H
AC-040-004-02,-30.62,1232.16,,Nemo2022AC2,B4,plant stem tissue,13C,3.83,1998215,684493,H
AC-046-004-08,-30.98,906.4,,Nemo2022AC2,B5,plant stem tissue,13C,3.06,1998216,684494,H
AC-055-004-02,-30.53,1101.01,,Nemo2022AC2,B6,plant stem tissue,13C,3.9,1998217,684495,H
AC-058-004-04,-30.57,1152.55,,Nemo2022AC2,B7,plant stem tissue,13C,3.73,1998218,684496,H
AC-070-004-05,-31.24,1578.81,,Nemo2022AC2,B8,plant stem tissue,13C,5,1998219,684497,H
AC-072-004-02,-31.04,802.12,,Nemo2022AC2,B9,plant stem tissue,13C,2.72,1998220,684498,H
AC-083-004-03,-32.12,897.87,,Nemo2022AC2,B10,plant stem tissue,13C,3.49,1998221,684499,H
AC-088-004-06,-30.87,1520.04,,Nemo2022AC2,B11,plant stem tissue,13C,5.27,1998222,684500,H
AC-092-004-02,-31.54,1307.66,,Nemo2022AC2,B12,plant stem tissue,13C,4.51,1998223,684501,H
AC-109-004-06,-30.65,976.83,,Nemo2022AC2,C1,plant stem tissue,13C,2.67,1998224,684506,H
AC-115-004-08,-32.05,1152.55,,Nemo2022AC2,C2,plant stem tissue,13C,4.09,1998225,684507,H
AC-118-004-04,-30.35,1353.05,,Nemo2022AC2,C3,plant stem tissue,13C,4.09,1998226,684508,H
AC-119-004-01,-31.58,942.66,,Nemo2022AC2,C4,plant stem tissue,13C,2.98,1998227,684509,H
AC-130-004-05,-30.34,1107.45,,Nemo2022AC2,C5,plant stem tissue,13C,3.4,1998228,684510,H
AC-144-004-04,-32.1,696.08,,Nemo2022AC2,C6,plant stem tissue,13C,2.05,1998229,684511,H
AC-148-004-05,-30.87,1409.34,,Nemo2022AC2,C7,plant stem tissue,13C,4.32,1998230,684512,H
AC-151-004-05,-31.24,923.46,,Nemo2022AC2,C8,plant stem tissue,13C,2.48,1998231,684513,H
AC-152-004-07,-31.63,1101.01,,Nemo2022AC2,C9,plant stem tissue,13C,3.45,1998232,684514,H
AC-154-004-06,-31.26,893.61,,Nemo2022AC2,C10,plant stem tissue,13C,2.88,1998233,684515,H
AC-158-004-05,-31.66,736.33,,Nemo2022AC2,C11,plant stem tissue,13C,2.71,1998234,684516,H
AC-171-004-01,-32.23,577.76,,Nemo2022AC2,C12,plant stem tissue,13C,2.01,1998235,684517,H
AC-178-004-03,-30.15,584.08,,Nemo2022AC2,D1,plant stem tissue,13C,2.35,1998236,684521,H
AC-179-004-02,-32.26,491.43,,Nemo2022AC2,D2,plant stem tissue,13C,2.25,1998237,684522,H
AC-182-004-04,-31.79,641.09,,Nemo2022AC2,D3,plant stem tissue,13C,2.8,1998238,684523,H
AC-185-004-04,-31.94,966.15,,Nemo2022AC2,D4,plant stem tissue,13C,3.89,1998239,684524,H
AC-197-004-03,-30.96,753.29,,Nemo2022AC2,D5,plant stem tissue,13C,3.08,1998240,684525,H
AC-204-004-06,-30.83,472.51,,Nemo2022AC2,D6,plant stem tissue,13C,2.24,1998241,684526,H
AC-206-004-02,-31.83,594.63,,Nemo2022AC2,D7,plant stem tissue,13C,2.75,1998242,684527,H
AC-215-004-02,-31.6,1088.14,,Nemo2022AC2,D8,plant stem tissue,13C,4.17,1998243,684528,H
AC-017-005-03,-30,1589.7,,Nemo2022AC2,D10,plant stem tissue,13C,4.37,1998245,684529,H
AC-048-005-02,-31.14,474.61,,Nemo2022AC2,D11,plant stem tissue,13C,1.46,1998246,684530,H
AC-054-005-06,-31.61,1045.28,,Nemo2022AC2,D12,plant stem tissue,13C,3.09,1998247,684531,H
AC-056-005-06,-30.74,1002.48,,Nemo2022AC2,E1,plant stem tissue,13C,2.91,1998248,684538,H
AC-062-005-01,-31.41,1420.18,,Nemo2022AC2,E2,plant stem tissue,13C,4.41,1998249,684539,H
AC-064-005-08,-29.9,1314.14,,Nemo2022AC2,E3,plant stem tissue,13C,3.9,1998250,684540,H
AC-082-005-06,-31.22,464.11,,Nemo2022AC2,E4,plant stem tissue,13C,1.96,1998251,684541,H
AC-086-005-04,-31.85,424.22,,Nemo2022AC2,E5,plant stem tissue,13C,2.2,1998252,684542,H
AC-090-005-03,-31.76,1094.58,,Nemo2022AC2,E7,plant stem tissue,13C,4.04,1998254,684543,H
AC-096-005-01,-31.9,1015.32,,Nemo2022AC2,E8,plant stem tissue,13C,3.7,1998255,684544,H
AC-097-005-09,-31.53,1655.14,,Nemo2022AC2,E9,plant stem tissue,13C,4.93,1998256,684545,H
AC-100-005-09,-30.86,880.83,,Nemo2022AC2,E10,plant stem tissue,13C,3.57,1998257,684546,H
AC-110-005-05,-32.1,1594.06,,Nemo2022AC2,E11,plant stem tissue,13C,5.14,1998258,684547,H
AC-111-005-09,-30.27,1055.99,,Nemo2022AC2,E12,plant stem tissue,13C,3.72,1998259,684548,H
AC-122-005-06,-32.04,1524.39,,Nemo2022AC2,F1,plant stem tissue,13C,4.74,1998260,684552,H
AC-123-005-10,-31.53,1463.56,,Nemo2022AC2,F2,plant stem tissue,13C,4.64,1998261,684553,H
AC-128-005-01,-31.66,1396.34,,Nemo2022AC2,F3,plant stem tissue,13C,4.88,1998262,684554,H
AC-131-005-03,-32.26,1517.87,,Nemo2022AC2,F4,plant stem tissue,13C,4.65,1998263,684555,H
AC-136-005-03,-31.56,855.28,,Nemo2022AC2,F5,plant stem tissue,13C,3.53,1998264,684556,H
AC-143-005-08,-31.78,925.59,,Nemo2022AC2,F6,plant stem tissue,13C,3.77,1998265,684557,H
AC-147-005-07,-30.91,1379.02,,Nemo2022AC2,F7,plant stem tissue,13C,4.62,1998266,684558,H
AC-155-005-09,-30.89,1537.44,,Nemo2022AC2,F8,plant stem tissue,13C,5.02,1998267,684559,H
AC-172-005-07,-30.38,1433.18,,Nemo2022AC2,F10,plant stem tissue,13C,4.71,1998269,684560,H
AC-186-005-06,-31.1,853.15,,Nemo2022AC2,F11,plant stem tissue,13C,3.33,1998270,684561,H
AC-192-005-02,-32.16,681.26,,Nemo2022AC2,F12,plant stem tissue,13C,3.08,1998271,684562,H
AC-200-005-06,-31.39,664.34,,Nemo2022AC2,G1,plant stem tissue,13C,2.37,1998272,684567,H
AC-201-005-02,-32.54,485.12,,Nemo2022AC2,G2,plant stem tissue,13C,1.79,1998273,684568,H
AC-213-005-04,-31.4,959.74,,Nemo2022AC2,G4,plant stem tissue,13C,1.52,1998275,684569,H
AC-216-005-06,-30.31,1729.48,,Nemo2022AC2,G5,plant stem tissue,13C,5.26,1998276,684570,H
AC-217-005-02,-30.93,1563.56,,Nemo2022AC2,G6,plant stem tissue,13C,5.59,1998277,684571,H
AC-218-005-05,-30.68,1720.72,,Nemo2022AC2,G7,plant stem tissue,13C,5.35,1998278,684572,H
AC-011-006-06,-31.42,1152.55,,Nemo2022AC2,G8,plant stem tissue,13C,3.51,1998279,684573,H
AC-015-006-04,-31.67,1672.62,,Nemo2022AC2,G9,plant stem tissue,13C,5.67,1998280,684574,H
AC-038-006-05,-29.9,1163.29,,Nemo2022AC2,G10,plant stem tissue,13C,4.23,1998281,684575,H
AC-068-006-08,-31.07,874.44,,Nemo2022AC2,H1,plant stem tissue,13C,3.62,1998284,684582,H
AC-081-006-08,-31.59,880.83,,Nemo2022AC2,H4,plant stem tissue,13C,2.82,1998287,684583,H
AC-094-006-05,-30.63,449.41,,Nemo2022AC2,H5,plant stem tissue,13C,1.58,1998288,684584,H
AC-095-006-06,-30.36,1021.73,,Nemo2022AC2,H6,plant stem tissue,13C,3.73,1998289,684585,H
AC-099-006-10,-31.55,923.46,,Nemo2022AC2,H7,plant stem tissue,13C,3.77,1998290,684586,H
AC-104-006-10,-30.81,825.5,,Nemo2022AC2,H8,plant stem tissue,13C,3.23,1998291,684587,H
AC-107-006-08,-30.98,615.74,,Nemo2022AC2,H9,plant stem tissue,13C,1.99,1998292,684588,H
AC-114-006-09,-31.32,964.01,,Nemo2022AC2,H10,plant stem tissue,13C,3.12,1998293,684589,H
AC-120-006-04,-30.75,497.74,,Nemo2022AC2,H11,plant stem tissue,13C,1.32,1998294,684590,H
AC-133-006-03,-31.69,399.06,,Nemo2022AC2,H12,plant stem tissue,13C,1.4,1998295,684591,H
AC-153-006-07,-31.18,1180.5,,Nemo2022AC3,A2,plant stem tissue,13C,3.47,1998297,684596,H
AC-160-006-02,-31.46,1309.82,,Nemo2022AC3,A3,plant stem tissue,13C,4.5,1998298,684597,H
AC-168-006-03,-31.45,468.31,,Nemo2022AC3,A4,plant stem tissue,13C,1.56,1998299,684598,H
AC-187-006-08,-31.26,729.97,,Nemo2022AC3,A6,plant stem tissue,13C,3.55,1998301,684599,H
AC-188-006-04,-31.28,917.06,,Nemo2022AC3,A7,plant stem tissue,13C,3.09,1998302,684600,H
AC-189-006-10,-30.22,632.63,,Nemo2022AC3,A8,plant stem tissue,13C,2.1,1998303,684601,H
AC-190-006-07,-31.05,785.13,,Nemo2022AC3,A9,plant stem tissue,13C,2.43,1998304,684602,H
AC-191-006-07,-31.57,546.15,,Nemo2022AC3,A10,plant stem tissue,13C,2.65,1998305,684603,H
AC-195-006-01,-30.51,624.19,,Nemo2022AC3,A12,plant stem tissue,13C,2.56,1998307,684604,H
AC-199-006-05,-30.67,1223.4,,Nemo2022AC3,B1,plant stem tissue,13C,4.06,1998308,684633,H
AC-205-006-05,-30.93,536.03,,Nemo2022AC3,B2,plant stem tissue,13C,2.49,1998309,684634,H
AC-208-006-04,-31.75,1018.02,,Nemo2022AC3,B3,plant stem tissue,13C,3.67,1998310,684635,H
AC-017-007-06,-29.54,593.07,,Nemo2022AC3,B4,plant stem tissue,13C,2.25,1998311,684636,H
AC-032-007-06,-29.66,842.57,,Nemo2022AC3,B5,plant stem tissue,13C,2.16,1998312,684637,H
AC-038-007-01,-30.58,718.12,,Nemo2022AC3,B6,plant stem tissue,13C,1.07,1998313,684638,H
AC-040-007-04,-30.67,1087.41,,Nemo2022AC3,B7,plant stem tissue,13C,4.23,1998314,684639,H
AC-046-007-08,-29.49,1607.2,,Nemo2022AC3,B8,plant stem tissue,13C,5.29,1998315,684640,H
AC-048-007-01,-30.83,826.76,,Nemo2022AC3,B9,plant stem tissue,13C,2.69,1998316,684641,H
AC-054-007-07,-31.61,889.92,,Nemo2022AC3,B10,plant stem tissue,13C,2.58,1998317,684642,H
AC-058-007-03,-30.23,1407.23,,Nemo2022AC3,B11,plant stem tissue,13C,3.82,1998318,684643,H
AC-062-007-04,-30.03,995.59,,Nemo2022AC3,B12,plant stem tissue,13C,3.3,1998319,684644,H
AC-068-007-08,-31.67,2070.95,,Nemo2022AC3,C1,plant stem tissue,13C,5.99,1998320,684651,H
AC-072-007-06,-31.23,1265.6,,Nemo2022AC3,C2,plant stem tissue,13C,3.72,1998321,684652,H
AC-074-007-02,-31.99,1267.82,,Nemo2022AC3,C3,plant stem tissue,13C,3.59,1998322,684653,H
AC-081-007-06,-30.89,1591.88,,Nemo2022AC3,C4,plant stem tissue,13C,5.08,1998323,684654,H
AC-097-007-01,-31.85,1172.21,,Nemo2022AC3,C5,plant stem tissue,13C,3.63,1998324,684655,H
AC-100-007-09,-30.38,1460.13,,Nemo2022AC3,C6,plant stem tissue,13C,4.43,1998325,684656,H
AC-104-007-08,-30.97,993.35,,Nemo2022AC3,C7,plant stem tissue,13C,3.29,1998326,684657,H
AC-107-007-06,-31.29,1674.95,,Nemo2022AC3,C8,plant stem tissue,13C,5.58,1998327,684658,H
AC-111-007-05,-30.38,1024.74,,Nemo2022AC3,C9,plant stem tissue,13C,3.76,1998328,684659,H
AC-120-007-07,-31.41,1387.36,,Nemo2022AC3,C10,plant stem tissue,13C,4.57,1998329,684660,H
AC-122-007-03,-32.25,795.12,,Nemo2022AC3,C11,plant stem tissue,13C,2.76,1998330,684661,H
AC-128-007-03,-31.34,923.69,,Nemo2022AC3,C12,plant stem tissue,13C,2.99,1998331,684662,H
AC-160-007-08,-30.86,842.57,,Nemo2022AC3,D1,plant stem tissue,13C,3.31,1998332,684667,H
AC-171-007-10,-31.05,934.94,,Nemo2022AC3,D2,plant stem tissue,13C,2.74,1998333,684668,H
AC-186-007-09,-31.79,824.5,,Nemo2022AC3,D4,plant stem tissue,13C,2.6,1998335,684669,H
AC-190-007-08,-31.13,1026.98,,Nemo2022AC3,D5,plant stem tissue,13C,3.12,1998336,684670,H
AC-193-007-05,-31.69,1446.92,,Nemo2022AC3,D6,plant stem tissue,13C,3.28,1998337,684671,H
AC-201-007-08,-31.15,1026.98,,Nemo2022AC3,D7,plant stem tissue,13C,1.89,1998338,684672,H
AC-215-007-02,-30.86,1078.47,,Nemo2022AC3,D9,plant stem tissue,13C,2.57,1998340,684673,H
AC-217-007-10,-30.51,874.15,,Nemo2022AC3,D10,plant stem tissue,13C,1.47,1998341,684674,H
AC-005-008-06,-31.49,1258.94,,Nemo2022AC3,D11,plant stem tissue,13C,2.72,1998342,684675,H
AC-010-008-08,-31.08,711.31,,Nemo2022AC3,D12,plant stem tissue,13C,1.81,1998343,684676,H
AC-014-008-05,-30.02,948.43,,Nemo2022AC3,E1,plant stem tissue,13C,2.32,1998344,684680,H
AC-016-008-06,-31.3,636.34,,Nemo2022AC3,E2,plant stem tissue,13C,1.62,1998345,684681,H
AC-052-008-09,-31.36,853.85,,Nemo2022AC3,E5,plant stem tissue,13C,1.8,1998348,684682,H
AC-056-008-06,-30.7,1163.3,,Nemo2022AC3,E6,plant stem tissue,13C,2.46,1998349,684683,H
AC-070-008-04,-30.74,865.13,,Nemo2022AC3,E8,plant stem tissue,13C,1.74,1998351,684684,H
AC-086-008-01,-31.31,1615.96,,Nemo2022AC3,E10,plant stem tissue,13C,3.61,1998353,684685,H
AC-088-008-02,-30.76,729.46,,Nemo2022AC3,E11,plant stem tissue,13C,1.22,1998354,684686,H
AC-092-008-02,-29.57,597.63,,Nemo2022AC3,E12,plant stem tissue,13C,1.11,1998355,684687,H
AC-114-008-08,-30.5,808.69,,Nemo2022AC3,F1,plant stem tissue,13C,1.67,1998356,684694,H
AC-131-008-07,-30.35,1609.39,,Nemo2022AC3,F2,plant stem tissue,13C,3.92,1998357,684695,H
AC-136-008-03,-32.91,923.69,,Nemo2022AC3,F4,plant stem tissue,13C,1.35,1998359,684696,H
AC-154-008-10,-30.88,1674.95,,Nemo2022AC3,F6,plant stem tissue,13C,3.75,1998361,684697,H
AC-158-008-05,-31.53,777.02,,Nemo2022AC3,F7,plant stem tissue,13C,1.19,1998362,684698,H
AC-179-008-01,-31.69,1655.3,,Nemo2022AC3,F8,plant stem tissue,13C,3.79,1998363,684699,H
AC-181-008-10,-31.66,1047.14,,Nemo2022AC3,F9,plant stem tissue,13C,1.83,1998364,684700,H
AC-182-008-03,-31.35,1238.95,,Nemo2022AC3,F10,plant stem tissue,13C,3.47,1998365,684701,H
AC-185-008-06,-30.68,1746.85,,Nemo2022AC3,F11,plant stem tissue,13C,4.56,1998366,684702,H
AC-192-008-01,-31.79,815.47,,Nemo2022AC3,F12,plant stem tissue,13C,1.3,1998367,684703,H
AC-199-008-04,-31.19,1591.88,,Nemo2022AC3,G2,plant stem tissue,13C,3.92,1998369,684707,H
AC-200-008-07,-31.8,1431.49,,Nemo2022AC3,G3,plant stem tissue,13C,3.55,1998370,684708,H
AC-206-008-07,-31.02,684.08,,Nemo2022AC3,G4,plant stem tissue,13C,1.1,1998371,684709,H
AC-211-008-07,-32.36,1526.1,,Nemo2022AC3,G6,plant stem tissue,13C,3.05,1998373,684710,H
AC-213-008-04,-30.88,772.5,,Nemo2022AC3,G7,plant stem tissue,13C,1.47,1998374,684711,H
AC-011-009-02,-30.94,831.28,,Nemo2022AC3,G8,plant stem tissue,13C,2.05,1998375,684712,H
AC-030-009-09,-31.07,1552.43,,Nemo2022AC3,G9,plant stem tissue,13C,4,1998376,684713,H
AC-034-009-07,-30.74,1116.45,,Nemo2022AC3,G10,plant stem tissue,13C,2.22,1998377,684714,H
AC-055-009-03,-31.29,1185.57,,Nemo2022AC3,G11,plant stem tissue,13C,2.62,1998378,684715,H
AC-064-009-02,-30.11,1405.02,,Nemo2022AC3,G12,plant stem tissue,13C,3.88,1998379,684716,H
AC-075-009-06,-32.28,745.32,,Nemo2022AC3,H1,plant stem tissue,13C,1.21,1998380,684721,H
AC-089-009-02,-30.59,968.65,,Nemo2022AC3,H3,plant stem tissue,13C,2.03,1998382,684722,H
