Block,Transect,Sequence,Donor,Recipient,Replicated,Plant_ID,FitP,Rep_FitP,any_FitP,F_plant,F_multi,F_plant_notes,Germ_Date,Sow_Date,Plant_Date,Fl_4.9,Fl_4.21,Fl_5.3,Fl_5.13,Fl_5.25,Fl_6.8,Fl_6.22,LEAF,flr_P,closed_fruits_F,open_fruits_F,damaged_fruits_F,total_fruits_F,nonfitness_fruits,seed_ct,seeds_weighed_d1,seed_mass_mg_d1,seeds_weighed_d2,seed_mass_mg_d2,seeds_weighed_d3,seed_mass_mg_d3,seeds_weighed_d4,seed_mass_mg_d4,seeds_weighed_d5,seed_mass_mg_d5,msm_d1,msm_d2,msm_d3,msm_d4,msm_d5,msm_all,sd_msm_all,mean_seeds_per_fruit,total_est_seed_production,AG_biomass_mg,photo_date,corolla_diam_mm,corolla_area_mm2,notes_corolla,FFD,days_germ2flower,days_sow2flower,days_plant2flower,LFD,fl_duration,surv_to_germ,surv_to_flower,surv_to_fruitprod,surv_to_seedprod
1,1,30,AC_091,AC_218,R,6,FALSE,TRUE,TRUE,2,"6,2,9",NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,5,1,0,6,0,10,NA,NA,4,6.91,6,12.43,NA,NA,NA,NA,NA,1.7275,2.0716666666666668,NA,NA,1.8995833333333334,0.24336258385837015,2,12,19.82,2022-04-09,17.203,174.58,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
1,1,30,AC_091,AC_218,R,9,FALSE,TRUE,TRUE,2,"6,2,9",NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,9,2,0,11,8,31,NA,NA,13,30.1,18,34.98,NA,NA,NA,NA,NA,2.3153846153846156,1.9433333333333331,NA,NA,2.1293589743589743,0.26307998448761066,3.4444444444444446,37.88888888888889,NA,2022-04-09,17.546,192.756,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
1,1,31,AC_170,AC_185,n,10,TRUE,FALSE,TRUE,10,10,NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,10,2,0,12,4,25,NA,NA,13,18.75,12,11.7,NA,NA,NA,NA,NA,1.4423076923076923,0.975,NA,NA,1.208653846153846,0.3304364381314059,2.5,30,25.76,2022-04-09,22.038,319.345,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
1,1,32,AC_207,AC_055,R,5,TRUE,TRUE,TRUE,5,"7,9,5",NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-21,14,12,0,26,6,54,NA,NA,54,60.1,NA,NA,NA,NA,NA,NA,NA,1.112962962962963,NA,NA,NA,1.112962962962963,NA,3.857142857142857,100.28571428571429,78.63,2022-04-21,21.178,225.618,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
1,1,32,AC_207,AC_055,R,7,FALSE,TRUE,TRUE,5,"7,9,5",NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-21,NA,NA,NA,NA,NA,2022-05-13,2022-04-21,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,36.79,2022-04-21,19.778,215.57,NA,2022-04-09,125,164,156,2022-04-21,12,1,1,0,0
1,1,32,AC_207,AC_055,R,9,FALSE,TRUE,TRUE,5,"7,9,5",NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-21,5,0,0,5,0,11,NA,NA,11,20.57,NA,NA,NA,NA,NA,NA,NA,1.87,NA,NA,NA,1.87,NA,2.2,11,10.5,2022-04-21,19.834,185.846,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
1,1,33,AC_091,AC_189,R,3,TRUE,TRUE,TRUE,3,"3,4,5",NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,7,2,0,9,0,15,NA,NA,13,14.41,2,4,NA,NA,NA,NA,NA,1.1084615384615384,2,NA,NA,1.5542307692307693,0.6304128918424682,2.142857142857143,19.285714285714285,18.45,NA,NA,NA,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
1,1,33,AC_091,AC_189,R,4,FALSE,TRUE,TRUE,3,"3,4,5",NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,12,2,0,14,0,63,NA,NA,52,49.96,11,11.82,NA,NA,NA,NA,NA,0.9607692307692308,1.0745454545454545,NA,NA,1.0176573426573428,0.08045193936996585,5.25,73.5,NA,NA,NA,NA,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
1,1,33,AC_091,AC_189,R,5,FALSE,TRUE,TRUE,3,"3,4,5",NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,21,2,0,23,22,78,NA,NA,54,111.83,24,37.27,NA,NA,NA,NA,NA,2.070925925925926,1.5529166666666667,NA,NA,1.8119212962962963,0.3662878599396427,3.7142857142857144,85.42857142857143,54.01,NA,NA,NA,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
1,1,34,AC_198,AC_066,n,10,TRUE,FALSE,TRUE,10,10,NA,2021-11-03,2021-10-27,2021-11-04,NA,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-21,6,0,0,6,16,9,NA,NA,8,17.8,1,2.59,NA,NA,NA,NA,NA,2.225,2.59,NA,NA,2.4074999999999998,0.2580939751330897,1.5,9,6.05,2022-04-21,21.008,240.237,NA,2022-04-21,169,176,168,2022-05-03,12,1,1,1,1
1,1,35,AC_064,AC_205,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-21,NA,NA,NA,NA,NA,NA,2022-04-09,0,1,0,1,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-09,17.558,184.844,NA,2022-04-09,125,164,156,2022-04-21,12,1,1,1,0
1,1,36,AC_096,AC_128,n,10,TRUE,FALSE,TRUE,10,10,NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,6,10,0,16,48,27,NA,NA,27,28.43,NA,NA,NA,NA,NA,NA,NA,1.0529629629629629,NA,NA,NA,1.0529629629629629,NA,4.5,72,37.1,2022-04-09,17.31,185.814,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
1,2,37,AC_186,AC_153,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-11-03,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,4,0,0,4,9,7,NA,NA,NA,NA,7,12.4,NA,NA,NA,NA,NA,NA,1.7714285714285716,NA,NA,1.7714285714285716,NA,1.75,7,8.36,2022-05-03,24.839,329.105,NA,2022-05-03,181,188,180,2022-05-13,10,1,1,1,1
1,2,38,AC_216,AC_034,R,2,FALSE,TRUE,TRUE,10,"2,9,10",NA,2021-11-03,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,8,2,0,10,0,28,NA,NA,10,16.17,18,26.19,NA,NA,NA,NA,NA,1.6170000000000002,1.455,NA,NA,1.536,0.11455129855222079,3.5,35,NA,2022-05-03,19.687,213.115,minor folding,2022-05-03,181,188,180,2022-05-13,10,1,1,1,1
1,2,38,AC_216,AC_034,R,9,FALSE,TRUE,TRUE,10,"2,9,10",NA,2021-11-03,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,0,9,0,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-05-03,21.074,NA,missing petals,2022-05-03,181,188,180,2022-05-13,10,1,1,1,0
1,2,38,AC_216,AC_034,R,10,TRUE,TRUE,TRUE,10,"2,9,10",NA,2021-11-03,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-05-03,19.315,NA,folded,2022-05-03,181,188,180,2022-05-13,10,1,1,0,0
1,2,39,AC_008,AC_068,n,9,TRUE,FALSE,TRUE,9,9,NA,2021-11-03,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,18,0,0,18,0,34,NA,NA,7,23.46,13,21.77,14,35.65,NA,NA,NA,3.3514285714285714,1.6746153846153846,2.5464285714285713,NA,2.5241575091575092,0.8386284135591042,1.8888888888888888,34,85.37,2022-05-03,23.355,366.003,NA,2022-05-03,181,188,180,2022-05-13,10,1,1,1,1
1,2,40,AC_150,AC_083,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-11-03,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,4,0,0,4,13,5,NA,NA,2,3.69,3,7.16,NA,NA,NA,NA,NA,1.845,2.3866666666666667,NA,NA,2.1158333333333332,0.3830161731427133,1.25,5,7.03,2022-05-03,21.92,306.582,NA,2022-05-03,181,188,180,2022-05-13,10,1,1,1,1
1,2,41,AC_124,AC_014,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-11-03,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-13,5,0,0,5,20,8,NA,NA,NA,NA,6,11.12,2,6.57,NA,NA,NA,NA,1.8533333333333333,3.285,NA,2.569166666666667,1.0123412083987406,1.6,8,25.73,2022-05-13,21.454,283.137,NA,2022-05-03,181,188,180,2022-05-13,10,1,1,1,1
1,2,42,AC_091,AC_204,R,1,FALSE,TRUE,TRUE,4,"1,2,4",NA,2021-11-03,2021-10-27,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,32,4,0,36,0,29,NA,NA,12,25.54,17,30.44,NA,NA,NA,NA,NA,2.1283333333333334,1.7905882352941178,NA,NA,1.9594607843137255,0.23882184913604465,0.90625,32.625,NA,2022-04-21,23.529,357.221,NA,2022-04-21,169,176,168,2022-05-13,22,1,1,1,1
1,2,42,AC_091,AC_204,R,2,FALSE,TRUE,TRUE,4,"1,2,4",NA,2021-11-03,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,13,1,0,14,0,35,NA,NA,14,39.3,21,44.17,NA,NA,NA,NA,NA,2.807142857142857,2.1033333333333335,NA,NA,2.455238095238095,0.4976684869493889,2.6923076923076925,37.69230769230769,NA,2022-05-03,23.781,352.164,NA,2022-05-03,181,188,180,2022-05-13,10,1,1,1,1
1,2,42,AC_091,AC_204,R,4,TRUE,TRUE,TRUE,4,"1,2,4",NA,2021-11-03,2021-10-27,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,19,0,0,19,0,49,NA,NA,28,75.63,17,41.54,4,13.2,NA,NA,NA,2.7010714285714283,2.4435294117647057,3.3,NA,2.8148669467787113,0.43942864278637517,2.5789473684210527,49,97.65,2022-04-21,23.225,337.383,NA,2022-04-21,169,176,168,2022-05-13,22,1,1,1,1
1,2,43,AC_161,AC_213,n,7,TRUE,FALSE,TRUE,7,7,NA,NA,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,8,3,0,11,2,12,NA,NA,8,19.32,4,9.1,NA,NA,NA,NA,NA,2.415,2.275,NA,NA,2.3449999999999998,0.09899494936611673,1.5,16.5,11.58,2022-05-03,17.612,187.056,NA,2022-05-03,NA,188,180,2022-05-13,10,0,1,1,1
1,2,44,AC_177,AC_211,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-11-03,2021-10-27,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-21,12,1,0,13,36,24,NA,NA,8,16.88,11,13.01,5,10.03,NA,NA,NA,2.11,1.1827272727272726,2.006,NA,1.7662424242424242,0.5080073316752551,2,26,53.01,2022-04-21,21.456,307.122,NA,2022-04-21,169,176,168,2022-05-13,22,1,1,1,1
1,2,45,AC_168,AC_142,n,2,TRUE,FALSE,TRUE,2,2,NA,NA,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,10,4,0,14,15,28,NA,NA,7,18.46,21,34.21,NA,NA,NA,NA,NA,2.6371428571428575,1.629047619047619,NA,NA,2.133095238095238,0.7128309789390103,2.8,39.199999999999996,40.99,2022-05-03,22.6,332.792,NA,2022-05-03,NA,188,180,2022-05-13,10,0,1,1,1
1,2,46,AC_125,AC_038,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-11-03,2021-10-27,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-21,5,0,0,5,7,3,NA,NA,3,3.49,NA,NA,NA,NA,NA,NA,NA,1.1633333333333333,NA,NA,NA,1.1633333333333333,NA,0.6,3,11.17,2022-04-21,19.829,237.311,NA,2022-04-21,169,176,168,2022-05-13,22,1,1,1,1
1,2,47,AC_179,AC_114,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-05,2021-10-27,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-21,9,1,0,10,9,25,NA,NA,21,29.81,4,7.67,NA,NA,NA,NA,NA,1.4195238095238094,1.9175,NA,NA,1.6685119047619046,0.3521223411551582,2.7777777777777777,27.77777777777778,17.26,2022-04-21,19.056,212.406,NA,2022-04-21,137,176,168,2022-05-13,22,1,1,1,1
1,2,48,AC_186,AC_011,n,9,TRUE,FALSE,TRUE,9,9,NA,2021-12-05,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,6,0,0,6,21,16,NA,NA,11,16.39,5,9.41,NA,NA,NA,NA,NA,1.49,1.8820000000000001,NA,NA,1.686,0.2771858582251267,2.6666666666666665,16,15.23,2022-05-03,22.266,283.881,NA,2022-05-03,149,188,180,2022-05-13,10,1,1,1,1
1,2,49,AC_002,AC_104,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,20,1,0,21,21,46,NA,NA,20,37.6,18,39.37,8,19.49,NA,NA,NA,1.8800000000000001,2.187222222222222,2.43625,NA,2.167824074074074,0.2786318928957757,2.3,48.3,NA,2022-04-09,17.453,185.64,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
1,2,50,AC_159,AC_094,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-11-03,2021-10-27,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,14,1,0,15,5,52,NA,NA,26,34.61,18,26.51,8,17.08,NA,NA,NA,1.3311538461538461,1.472777777777778,2.135,NA,1.6463105413105412,0.42910065809527953,3.7142857142857144,55.714285714285715,47.23,2022-05-13,16.615,150.294,NA,2022-04-21,169,176,168,2022-05-13,22,1,1,1,1
1,2,51,AC_169,AC_182,n,9,TRUE,FALSE,TRUE,9,9,NA,NA,2021-10-27,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-21,13,2,0,15,8,11,NA,NA,2,2.77,8,11.2,1,2.04,NA,NA,NA,1.385,1.4,2.04,NA,1.6083333333333334,0.3739095255985509,0.8461538461538461,12.692307692307692,17.99,2022-04-21,20.836,277.969,NA,2022-04-21,NA,176,168,2022-05-13,22,0,1,1,1
1,2,52,AC_179,AC_171,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-05,2021-10-27,2021-11-04,NA,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-21,3,1,0,4,15,8,NA,NA,1,3.82,7,16.73,NA,NA,NA,NA,NA,3.82,2.39,NA,NA,3.105,1.0111626970967629,2.6666666666666665,10.666666666666666,9.09,2022-04-21,16.714,182.932,NA,2022-04-21,137,176,168,2022-05-03,12,1,1,1,1
1,2,53,AC_061,AC_158,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,39,1,0,40,20,115,NA,NA,50,106.41,23,45.99,42,92.69,NA,NA,NA,2.1282,1.9995652173913043,2.2069047619047617,NA,2.1115566597653554,0.1046669587806324,2.948717948717949,117.94871794871796,332.96,2022-04-09,15.81,164.006,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
1,2,54,AC_097,AC_054,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-11-03,2021-10-27,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,14,0,0,14,35,19,NA,NA,8,23.46,10,16.26,1,2.26,NA,NA,NA,2.9325,1.6260000000000001,2.26,NA,2.2728333333333333,0.653344536468572,1.3571428571428572,19,58.87,NA,NA,NA,NA,2022-04-21,169,176,168,2022-05-13,22,1,1,1,1
1,2,55,AC_107,AC_172,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,7,0,0,7,26,20,NA,NA,11,15.62,9,11.29,NA,NA,NA,NA,NA,1.42,1.2544444444444443,NA,NA,1.337222222222222,0.11706545599643962,2.857142857142857,20,12.49,2022-04-09,21.199,258.934,NA,2022-04-09,125,164,156,2022-05-13,34,1,1,1,1
1,2,56,AC_102,AC_178,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,7,1,0,8,21,19,NA,NA,14,11.93,4,4.52,1,1.91,NA,NA,NA,0.8521428571428571,1.13,1.91,NA,1.2973809523809523,0.5484320569482015,2.7142857142857144,21.714285714285715,NA,2022-04-09,20.349,242.089,NA,2022-04-09,125,164,156,2022-05-13,34,1,1,1,1
1,2,57,AC_165,AC_199,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,24,7,0,31,0,77,NA,NA,15,14.46,59,94.51,3,4.19,NA,NA,NA,0.9640000000000001,1.601864406779661,1.3966666666666667,NA,1.320843691148776,0.325621855948556,3.2083333333333335,99.45833333333334,47.83,2022-04-09,22.042,314.748,NA,2022-04-09,125,164,156,2022-05-13,34,1,1,1,1
1,2,58,AC_198,AC_072,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,9,1,0,10,11,13,NA,NA,10,19.83,3,7.4,NA,NA,NA,NA,NA,1.9829999999999999,2.466666666666667,NA,NA,2.224833333333333,0.3420039798338937,1.4444444444444444,14.444444444444445,16.64,2022-04-09,19.555,226.388,NA,2022-04-09,125,164,156,2022-05-13,34,1,1,1,1
1,2,59,AC_159,AC_143,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-05,2021-10-27,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-21,11,1,0,12,0,33,NA,NA,11,13.75,18,35.12,4,8.82,NA,NA,NA,1.25,1.951111111111111,2.205,NA,1.802037037037037,0.4946448823861235,3,36,42.34,2022-04-21,16.366,160.101,some folding,2022-04-21,137,176,168,2022-05-13,22,1,1,1,1
1,2,60,AC_045,AC_123,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-05,2021-10-27,2021-11-04,NA,2022-04-21,NA,NA,NA,NA,NA,NA,2022-04-21,1,1,0,2,16,5,NA,NA,5,8.83,NA,NA,NA,NA,NA,NA,NA,1.766,NA,NA,NA,1.766,NA,5,10,2.52,2022-04-21,19.005,223.307,NA,2022-04-21,137,176,168,2022-04-21,0,1,1,1,1
1,2,61,AC_061,AC_052,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,7,0,0,7,16,6,NA,NA,6,18.47,NA,NA,NA,NA,NA,NA,NA,3.078333333333333,NA,NA,NA,3.078333333333333,NA,0.8571428571428571,6,33.63,NA,NA,NA,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
1,2,62,AC_124,AC_030,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-21,NA,NA,NA,NA,NA,NA,2022-04-21,4,0,0,4,0,10,NA,NA,10,17.7,NA,NA,NA,NA,NA,NA,NA,1.77,NA,NA,NA,1.77,NA,2.5,10,4.61,2022-04-21,22.739,264.426,NA,2022-04-09,125,164,156,2022-04-21,12,1,1,1,1
1,2,63,AC_103,AC_144,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-09,5,2,0,7,4,23,NA,NA,19,29.79,4,9.14,NA,NA,NA,NA,NA,1.5678947368421052,2.285,NA,NA,1.9264473684210528,0.5070699944035112,4.6,32.199999999999996,9.2,NA,NA,NA,NA,2022-04-09,125,164,156,2022-05-03,24,1,1,1,1
1,2,64,AC_207,AC_082,R,7,TRUE,TRUE,TRUE,7,"7,8,9",NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-21,NA,NA,NA,NA,NA,2022-05-13,2022-04-21,4,1,0,5,0,10,NA,NA,10,9.71,NA,NA,NA,NA,NA,NA,NA,0.9710000000000001,NA,NA,NA,0.9710000000000001,NA,2.5,12.5,NA,2022-04-21,21.32,240.329,NA,2022-04-09,125,164,156,2022-04-21,12,1,1,1,1
1,2,64,AC_207,AC_082,R,8,FALSE,TRUE,TRUE,7,"7,8,9",NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-21,NA,NA,NA,NA,NA,NA,2022-04-09,6,1,0,7,0,10,NA,NA,9,13.66,1,2.1,NA,NA,NA,NA,NA,1.517777777777778,2.1,NA,NA,1.808888888888889,0.41169328149083434,1.6666666666666667,11.666666666666668,NA,NA,NA,NA,NA,2022-04-09,157,164,156,2022-04-21,12,1,1,1,1
1,2,64,AC_207,AC_082,R,9,FALSE,TRUE,TRUE,7,"7,8,9",NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-21,NA,NA,NA,NA,NA,NA,2022-04-09,1,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-04-09,125,164,156,2022-04-21,12,1,1,1,0
1,2,65,AC_047,AC_152,n,5,TRUE,FALSE,TRUE,5,5,NA,NA,2021-10-27,2021-11-04,2022-04-09,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.35,NA,NA,NA,NA,2022-04-09,NA,164,156,2022-05-13,34,0,1,1,0
1,2,66,AC_071,AC_215,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-21,NA,NA,NA,NA,NA,NA,2022-04-09,7,1,0,8,10,8,NA,NA,4,15.48,4,13.39,NA,NA,NA,NA,NA,3.87,3.3475,NA,NA,3.60875,0.36946329316997106,1.1428571428571428,9.142857142857142,NA,NA,NA,NA,NA,2022-04-09,157,164,156,2022-04-21,12,1,1,1,1
1,2,67,AC_160,AC_186,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-05,2021-10-27,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-21,6,1,0,7,8,25,NA,NA,18,28.18,7,11.48,NA,NA,NA,NA,NA,1.5655555555555556,1.6400000000000001,NA,NA,1.6027777777777779,0.05264017148833194,4.166666666666667,29.166666666666668,31.06,2022-04-21,20.297,240.021,NA,2022-04-21,137,176,168,2022-05-13,22,1,1,1,1
1,2,68,AC_170,AC_118,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-21,NA,NA,NA,NA,NA,NA,2022-04-09,1,1,0,2,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3.05,NA,NA,NA,NA,2022-04-09,125,164,156,2022-04-21,12,1,1,1,0
1,2,69,AC_168,AC_159,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,7,3,0,10,6,10,NA,NA,10,11.77,NA,NA,NA,NA,NA,NA,NA,1.177,NA,NA,NA,1.177,NA,1.4285714285714286,14.285714285714286,16.25,NA,NA,NA,NA,2022-04-09,125,164,156,2022-05-13,34,1,1,1,1
1,2,70,AC_068,AC_195,n,2,TRUE,FALSE,TRUE,2,2,NA,NA,2021-10-27,2021-11-04,NA,2022-04-21,NA,NA,NA,NA,NA,NA,NA,2,0,0,2,3,3,NA,NA,3,3.5,NA,NA,NA,NA,NA,NA,NA,1.1666666666666667,NA,NA,NA,1.1666666666666667,NA,1.5,3,2.24,NA,NA,NA,NA,2022-04-21,NA,176,168,2022-04-21,0,0,1,1,1
1,2,71,AC_039,AC_148,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,5,1,0,6,0,9,NA,NA,9,17.35,NA,NA,NA,NA,NA,NA,NA,1.927777777777778,NA,NA,NA,1.927777777777778,NA,1.8,10.8,17.22,NA,NA,NA,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
1,2,72,AC_165,AC_206,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-21,NA,NA,NA,NA,NA,NA,2022-04-21,3,1,0,4,0,4,NA,NA,4,7.37,NA,NA,NA,NA,NA,NA,NA,1.8425,NA,NA,NA,1.8425,NA,1.3333333333333333,5.333333333333333,6.89,2022-04-09,16.22,164.907,NA,2022-04-09,125,164,156,2022-04-21,12,1,1,1,1
1,3,73,AC_064,AC_017,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-05,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,3,0,0,3,8,6,NA,NA,NA,NA,6,9.74,NA,NA,NA,NA,NA,NA,1.6233333333333333,NA,NA,1.6233333333333333,NA,2,6,NA,2022-05-03,20.837,232.885,some folding,2022-05-03,149,188,180,2022-05-13,10,1,1,1,1
