Block,Transect,Sequence,Donor,Recipient,Replicated,Plant_ID,FitP,Rep_FitP,any_FitP,F_plant,F_multi,F_plant_notes,Germ_Date,Sow_Date,Plant_Date,Fl_3.10,Fl_3.16,Fl_3.24,Fl_3.31,Fl_4.7,Fl_4.14,Fl_4.20,Fl_4.26,Fl_5.4,Fl_5.11,Fl_5.20,Fl_5.24,LEAF,flr_P,closed_fruits_F,open_fruits_F,damaged_fruits_F,total_fruits_F,nonfitness_fruits,seed_ct,seeds_weighed_d1,seed_mass_mg_d1,seeds_weighed_d2,seed_mass_mg_d2,seeds_weighed_d3,seed_mass_mg_d3,seeds_weighed_d4,seed_mass_mg_d4,seeds_weighed_d5,seed_mass_mg_d5,seeds_weighed_d6,seed_mass_mg_d6,seeds_weighed_d7,seed_mass_mg_d7,seeds_weighed_d8,seed_mass_mg_d8,seeds_weighed_d9,seed_mass_mg_d9,msm_d1,msm_d2,msm_d3,msm_d4,msm_d5,msm_d6,msm_d7,msm_d8,msm_d9,msm_all,sd_msm_all,mean_seeds_per_fruit,total_est_seed_production,AG_biomass_mg,photo_date,corolla_diam_mm,corolla_area_mm2,notes_corolla,leaf_area_mm2,leafarea_notes,leaf_dryweight_mg,leafweight_notes,SLA,LMA,FFD,days_germ2flower,days_sow2flower,days_plant2flower,LFD,fl_duration,surv_to_germ,surv_to_flower,surv_to_fruitprod,surv_to_seedprod,d13C,sample_weight_mg
2,4,142,HR_069,HR_108,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,2022-05-11,NA,NA,2022-05-18,2022-04-07,7,0,0,7,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,2.7,NA,0.14285714285714285,1,46.75,2022-04-07,23.832,343.908,NA,45.496,brightmax: 171,3,NA,15.165333333333335,0.06593986284508528,2022-03-31,115,141,132,2022-05-11,41,1,1,1,1,-30.66,3.51
2,4,143,HR_135,HR_004,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,NA,NA,NA,NA,2022-05-11,NA,NA,NA,2022-03-31,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6.06,2022-03-31,17.013,187.68,NA,25.992,brightmax: 178 (alt method) - adjusted to approximate total leaf area.  Some broken pieces (DG),1.21,NA,21.48099173553719,0.04655278547245306,2022-03-31,115,141,132,2022-05-11,41,1,1,1,0,-31.27,1.99
2,4,144,HR_149,HR_007,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-11-19,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-31,8,0,0,8,0,11,NA,NA,NA,NA,NA,NA,11,24.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2027272727272726,NA,NA,NA,NA,NA,2.2027272727272726,NA,1.375,11,22.95,2022-03-31,22.591,357.748,NA,20.06,brightmax:155,1.46,NA,13.73972602739726,0.07278165503489531,2022-03-31,132,141,132,2022-04-20,20,1,1,1,1,-30.99,3.58
2,4,145,HR_053,HR_169,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-31,8,0,0,8,0,7,NA,NA,NA,NA,NA,NA,NA,NA,4,10.7,3,8.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.675,2.8633333333333333,NA,NA,NA,2.7691666666666666,0.13317177712346653,0.875,7,87.16,2022-03-31,25.314,371.765,NA,78.729,brightmax: 157,4.17,NA,18.879856115107913,0.05296650535380864,2022-03-31,115,141,132,2022-04-27,27,1,1,1,1,-31.27,3.66
2,4,146,HR_108,HR_175,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-31,11,0,0,11,0,9,NA,NA,NA,NA,NA,NA,4,8.33,5,10.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0825,2.148,NA,NA,NA,NA,2.11525,0.04631549416771894,0.8181818181818182,9,NA,2022-03-31,26.865,418.536,NA,33.389,"brightmax: 164, duplicate photos of leaf",2.73,NA,12.230402930402931,0.08176345503009973,2022-03-31,115,141,132,2022-04-20,20,1,1,1,1,-31.34,3.73
2,4,147,HR_168,HR_064,R,4,TRUE,TRUE,TRUE,4,"2,7,4",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-04-07,2,0,0,2,0,1,NA,NA,NA,NA,NA,NA,1,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54,NA,NA,NA,NA,NA,2.54,NA,0.5,1,4.49,2022-04-07,21.137,232.229,NA,16.941,brightmax: 150,1.25,NA,13.5528,0.07378549082108495,2022-03-31,115,141,132,2022-04-14,14,1,1,1,1,NA,NA
2,4,148,HR_157,HR_085,n,5,TRUE,FALSE,TRUE,5,5,NA,NA,2021-11-10,2021-11-19,NA,NA,NA,NA,2022-04-07,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-07,2,0,0,2,0,1,NA,NA,NA,NA,NA,NA,1,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21,NA,NA,NA,NA,NA,1.21,NA,0.5,1,NA,2022-04-07,20.23,233.294,NA,33.188,brightmax: 196,1.91,NA,17.375916230366496,0.05755092202000722,2022-04-07,NA,148,139,2022-04-07,0,0,1,1,1,NA,NA
2,4,149,HR_175,HR_164,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-31,4,0,0,4,0,6,NA,NA,NA,NA,NA,NA,6,8.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3966666666666667,NA,NA,NA,NA,NA,1.3966666666666667,NA,1.5,6,17.74,2022-03-31,22.796,306.873,NA,NA,NA,NA,NA,NA,NA,2022-03-31,115,141,132,2022-04-20,20,1,1,1,1,-32.6,3.05
2,4,150,HR_006,HR_146,R,7,TRUE,TRUE,TRUE,7,"1,5,7",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,10,0,0,10,0,14,NA,NA,NA,NA,NA,NA,14,20.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.457857142857143,NA,NA,NA,NA,NA,1.457857142857143,NA,1.4,14,18.79,NA,NA,NA,NA,46.023,brightmax: 166,2.33,NA,19.75236051502146,0.05062686048280207,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1,-31.61,2.05
2,4,151,HR_189,HR_168,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-31,4,0,0,4,0,4,NA,NA,NA,NA,NA,NA,3,7.88,NA,NA,NA,NA,1,2.18,NA,NA,NA,NA,NA,NA,NA,2.6266666666666665,NA,NA,2.18,NA,NA,2.4033333333333333,0.315841028929991,1,4,11.62,2022-03-31,21.788,268.36,NA,18.505,brightmax: 193,1.34,NA,13.809701492537313,0.07241286138881384,2022-03-31,115,141,132,2022-04-14,14,1,1,1,1,-31.98,4.15
2,4,152,HR_057,HR_147,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-31,2,0,0,2,0,12,NA,NA,NA,NA,NA,NA,12,29.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.424166666666667,NA,NA,NA,NA,NA,2.424166666666667,NA,6,12,30.01,2022-03-31,24.387,389.743,NA,20.079,brightmax: 126,1.72,NA,11.673837209302325,0.08566163653568405,2022-03-31,115,141,132,2022-04-14,14,1,1,1,1,-30.85,3.23
2,4,153,HR_059,HR_166,n,6,TRUE,FALSE,TRUE,6,6,NA,NA,2021-11-10,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-04-07,2,0,0,2,0,6,NA,NA,NA,NA,NA,NA,NA,NA,5,11.85,NA,NA,1,1.38,NA,NA,NA,NA,NA,NA,NA,NA,2.37,NA,1.38,NA,NA,1.875,0.7000357133746822,3,6,9.5,2022-04-07,20.844,289.778,NA,12.764,"brightmax: 163, duplicate photos of leaf",1.03,NA,12.392233009708736,0.08069570667502352,2022-04-07,NA,148,139,2022-04-27,20,0,1,1,1,-32.3,2.75
2,4,154,HR_074,HR_070,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-04,NA,NA,NA,NA,2022-04-07,6,1,0,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,37.55,2022-04-07,24.476,326.711,NA,NA,NA,NA,NA,NA,NA,2022-04-07,122,148,139,2022-05-04,27,1,1,1,0,-30.96,3.62
2,4,155,HR_164,HR_005,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-31,12,0,0,12,0,9,NA,NA,NA,NA,NA,NA,8,33.23,1,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15375,1.01,NA,NA,NA,NA,2.5818749999999997,2.2229669433552086,0.75,9,35.1,2022-03-31,18.183,193.617,NA,54.875,brightmax: 150,3.36,NA,16.331845238095237,0.061230068337129843,2022-03-31,115,141,132,2022-04-20,20,1,1,1,1,-30.26,2.21
2,4,156,HR_085,HR_035,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,NA,NA,2022-05-04,NA,NA,NA,NA,2022-03-31,7,0,0,7,0,6,NA,NA,NA,NA,NA,NA,6,13.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2033333333333336,NA,NA,NA,NA,NA,2.2033333333333336,NA,0.8571428571428571,6,NA,2022-03-31,21.569,283.966,NA,45.595,brightmax: 150,2.93,NA,15.561433447098976,0.06426143217458055,2022-04-07,122,148,139,2022-05-04,27,1,1,1,1,-30.16,1.71
2,4,157,HR_008,HR_058,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-04-07,7,1,0,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-07,21.815,319.39,NA,31.211,brightmax: 155,2.4,NA,13.004583333333333,0.07689596616577489,2022-04-07,122,148,139,2022-04-14,7,1,1,1,0,-31.78,1.99
2,4,158,HR_008,HR_012,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-04-07,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-07,25.304,411.356,NA,NA,NA,NA,NA,NA,NA,2022-04-07,122,148,139,2022-04-20,13,1,1,0,0,NA,NA
2,4,159,HR_027,HR_145,R,6,TRUE,TRUE,TRUE,6,"1,6,3",NA,2021-11-19,2021-11-10,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-04-07,7,0,0,7,0,4,NA,NA,NA,NA,NA,NA,4,5.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3775,NA,NA,NA,NA,NA,1.3775,NA,0.5714285714285714,4,15.73,2022-04-07,22.305,331.614,NA,78.208,brightmax: 183,3.99,NA,19.60100250626566,0.05101779869067104,2022-04-07,139,148,139,2022-04-20,13,1,1,1,1,-31.66,2.76
2,4,160,HR_125,HR_034,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-11-19,2021-11-10,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-04-07,3,0,0,3,0,6,NA,NA,NA,NA,NA,NA,NA,NA,6,18.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0050000000000003,NA,NA,NA,NA,3.0050000000000003,NA,2,6,28.4,2022-04-07,20.263,253.139,NA,18.845,brightmax:145,1.18,NA,15.970338983050848,0.06261607853542053,2022-04-07,139,148,139,2022-04-14,7,1,1,1,1,-31.91,4.24
2,4,161,HR_090,HR_053,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-04-07,5,1,0,6,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32,NA,NA,NA,NA,1.32,NA,0.2,1.2000000000000002,NA,2022-04-07,21.785,260.945,NA,28.884,brightmax: 148,1.88,NA,15.363829787234044,0.06508793795873147,2022-04-07,122,148,139,2022-04-20,13,1,1,1,1,-31.47,3.53
2,4,162,HR_135,HR_083,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-04-07,5,0,0,5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36,NA,NA,NA,NA,2.36,NA,0.2,1,26.78,2022-04-07,20.421,243.017,NA,18.374,brightmax: 174,0.82,NA,22.40731707317073,0.044628279090018506,2022-04-07,122,148,139,2022-04-20,13,1,1,1,1,-31.47,3.59
2,4,163,HR_141,HR_184,R,8,TRUE,TRUE,TRUE,8,"2,6,8",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-31,6,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,6,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.216666666666667,NA,NA,NA,NA,2.216666666666667,NA,1,6,24.72,2022-03-31,21.21,268.427,NA,13.258,brightmax: 181,0.81,NA,16.3679012345679,0.061095187811132906,2022-03-31,115,141,132,2022-04-27,27,1,1,1,1,-31.3,2.1
2,4,164,HR_008,HR_042,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,2022-05-11,NA,NA,NA,2022-03-31,11,0,0,11,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68,NA,NA,NA,2.68,NA,0.09090909090909091,1,42.24,2022-03-31,18.327,169.753,NA,68.59,brightmax: 197,4.11,NA,16.688564476885645,0.05992127132235019,2022-03-31,115,141,132,2022-05-11,41,1,1,1,1,-30.63,3.71
2,4,165,HR_088,HR_067,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-04,NA,NA,NA,NA,2022-03-31,13,0,0,13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,59.4,2022-03-31,16.583,162.391,NA,31.293,brightmax: 192,2.06,NA,15.190776699029126,0.0658294187198415,2022-03-31,115,141,132,2022-05-04,34,1,1,1,0,-31.02,1.72
2,4,166,HR_069,HR_156,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-31,10,0,0,10,0,7,NA,NA,NA,NA,NA,NA,6,8.68,NA,NA,1,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4466666666666665,NA,2.42,NA,NA,NA,1.9333333333333331,0.6882506003549063,0.7,7,28.33,2022-03-31,18.364,213.553,NA,32.298,brightmax: 180,2.39,NA,13.513807531380753,0.07399838999318843,2022-03-31,115,141,132,2022-04-14,14,1,1,1,1,-32.16,2.86
2,4,167,HR_147,HR_118,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-31,5,0,0,5,0,3,NA,NA,NA,NA,NA,NA,2,7.78,NA,NA,NA,NA,1,1.67,NA,NA,NA,NA,NA,NA,NA,3.89,NA,NA,1.67,NA,NA,2.7800000000000002,1.5697770542341356,0.6,3,14.41,2022-03-31,17.714,191.119,NA,32.423,brightmax: 171,2.45,NA,13.233877551020408,0.07556364309286617,2022-03-31,115,141,132,2022-04-20,20,1,1,1,1,-31.5,3.17
2,4,168,HR_100,HR_192,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,NA,2022-04-27,NA,NA,2022-05-20,NA,NA,2022-03-31,2,1,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,42.248,brightmax: 172,2.11,NA,20.022748815165876,0.04994319257716342,2022-03-31,115,141,132,2022-05-20,50,1,1,1,0,NA,NA
2,4,169,HR_121,HR_139,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,10,1,0,11,0,4,NA,NA,NA,NA,NA,NA,4,12.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1625,NA,NA,NA,NA,NA,3.1625,NA,0.4,4.4,23.95,NA,NA,NA,NA,37.791,brightmax: 146,2.69,NA,14.048698884758364,0.07118096901378636,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1,-30.78,1.76
2,4,170,HR_066,HR_078,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,8,0,0,8,0,12,NA,NA,NA,NA,NA,NA,12,18.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5291666666666668,NA,NA,NA,NA,NA,1.5291666666666668,NA,1.5,12,24.58,2022-03-24,20.533,249.233,NA,40.721,brightmax: 179,2.23,NA,18.260538116591928,0.0547628987500307,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1,-30.77,2.47
2,4,171,HR_034,HR_017,R,3,TRUE,TRUE,TRUE,3,"2,6,3",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-04,NA,NA,NA,NA,2022-03-31,15,0,0,15,0,4,NA,NA,NA,NA,NA,NA,2,6.53,2,5.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.265,2.905,NA,NA,NA,NA,3.085,0.2545584412271574,0.26666666666666666,4,59.4,2022-03-31,23.61,343.427,NA,14.76,brightmax: 130,1.09,NA,13.541284403669724,0.07384823848238482,2022-03-31,115,141,132,2022-05-04,34,1,1,1,1,-31.52,4.13
2,4,172,HR_059,HR_011,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-31,9,0,0,9,0,11,NA,NA,NA,NA,NA,NA,8,22.91,2,3.65,1,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86375,1.825,2.13,NA,NA,NA,2.2729166666666667,0.5339187867394567,1.2222222222222223,11,24.56,2022-03-31,22.053,316.273,NA,34.967,brightmax: 165,2.1,NA,16.65095238095238,0.060056624817685256,2022-03-31,115,141,132,2022-04-20,20,1,1,1,1,-31.52,3.14
2,4,173,HR_090,HR_126,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-24,29,4,0,33,0,16,NA,NA,NA,NA,2,5.92,6,18.75,2,3.4,5,11.87,1,1.13,NA,NA,NA,NA,NA,NA,2.96,3.125,1.7,2.3739999999999997,1.13,NA,NA,2.2578,0.8428666561206465,0.5517241379310345,18.20689655172414,85.78,2022-03-24,24.296,346.205,NA,45.726,brightmax: 171,2.79,NA,16.389247311827955,0.06101561474872065,2022-03-24,108,134,125,2022-04-27,34,1,1,1,1,-31.87,3.57
2,4,174,HR_034,HR_080,R,5,TRUE,TRUE,TRUE,5,"1,5,2",NA,2021-11-19,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,2022-05-20,NA,NA,2022-03-31,5,1,0,6,0,1,NA,NA,NA,NA,NA,NA,1,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93,NA,NA,NA,NA,NA,1.93,NA,0.2,1.2000000000000002,NA,2022-03-31,20.325,273.395,NA,46.159,brightmax: 183,3.47,NA,13.30230547550432,0.07517493879850085,2022-03-31,132,141,132,2022-05-20,50,1,1,1,1,-31.28,3.13
2,4,175,HR_147,HR_150,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-24,16,3,0,19,0,8,NA,NA,NA,NA,NA,NA,5,19.25,3,10.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85,3.483333333333333,NA,NA,NA,NA,3.6666666666666665,0.25927248643506773,0.5,9.5,44.26,2022-03-24,21.336,266.372,NA,33.854,brightmax: 160,2.04,NA,16.595098039215685,0.060258758196963434,2022-03-24,108,134,125,2022-04-14,21,1,1,1,1,-30.25,1.07
2,4,176,HR_131,HR_049,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-31,14,0,0,14,1,8,NA,NA,NA,NA,NA,NA,7,19.87,NA,NA,NA,NA,1,2.28,NA,NA,NA,NA,NA,NA,NA,2.8385714285714285,NA,NA,2.28,NA,NA,2.559285714285714,0.39496964491991454,0.5714285714285714,8,34.69,2022-03-31,18.431,206.796,NA,14.033,brightmax: 178,0.92,NA,15.253260869565215,0.06555975201311195,2022-03-24,97,134,125,2022-04-14,21,1,1,1,1,-31.43,2.34
2,4,177,HR_133,HR_158,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-11-19,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,8,2,0,10,0,3,NA,NA,NA,NA,NA,NA,NA,NA,2,5.76,1,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88,3.09,NA,NA,NA,2.985,0.14849242404917495,0.375,3.75,110.1,2022-03-24,22.477,313.971,NA,131.899,brightmax: 172,9.23,NA,14.290249187432286,0.06997778603325272,2022-03-24,125,134,125,2022-04-20,27,1,1,1,1,-30.54,1.24
2,4,178,HR_175,HR_196,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-31,10,0,0,10,0,15,NA,NA,NA,NA,NA,NA,10,25.84,5,10.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.584,2.012,NA,NA,NA,NA,2.298,0.40446507883870525,1.5,15,27.2,2022-03-31,22.878,322.336,NA,51.605,brightmax: 159,3.27,NA,15.781345565749234,0.06336595291153958,2022-03-31,104,141,132,2022-04-14,14,1,1,1,1,-31.65,3.28
2,4,179,HR_070,HR_061,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-31,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-31,22.967,344.251,NA,112.608,brightmax: 199,6.09,NA,18.490640394088672,0.05408141517476555,2022-03-31,115,141,132,2022-04-27,27,1,1,0,0,NA,NA
2,4,180,HR_005,HR_040,R,5,TRUE,TRUE,TRUE,5,"5,2,8",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-31,17,0,0,17,0,14,NA,NA,NA,NA,NA,NA,NA,NA,9,28.76,5,9.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.195555555555556,1.812,NA,NA,NA,2.503777777777778,0.9783215154816546,0.8235294117647058,14,NA,2022-03-31,21.807,309.907,NA,20.074,brightmax alt: 20.074,1.73,NA,11.603468208092487,0.08618112981966722,2022-03-31,115,141,132,2022-04-27,27,1,1,1,1,-31.1,2.18
