Block,Transect,Sequence,Donor,Recipient,Replicated,Plant_ID,FitP,Rep_FitP,any_FitP,F_plant,F_multi,F_plant_notes,Germ_Date,Sow_Date,Plant_Date,Fl_3.10,Fl_3.16,Fl_3.24,Fl_3.31,Fl_4.7,Fl_4.14,Fl_4.20,Fl_4.26,Fl_5.4,Fl_5.11,Fl_5.20,Fl_5.24,LEAF,flr_P,closed_fruits_F,open_fruits_F,damaged_fruits_F,total_fruits_F,nonfitness_fruits,seed_ct,seeds_weighed_d1,seed_mass_mg_d1,seeds_weighed_d2,seed_mass_mg_d2,seeds_weighed_d3,seed_mass_mg_d3,seeds_weighed_d4,seed_mass_mg_d4,seeds_weighed_d5,seed_mass_mg_d5,seeds_weighed_d6,seed_mass_mg_d6,seeds_weighed_d7,seed_mass_mg_d7,seeds_weighed_d8,seed_mass_mg_d8,seeds_weighed_d9,seed_mass_mg_d9,msm_d1,msm_d2,msm_d3,msm_d4,msm_d5,msm_d6,msm_d7,msm_d8,msm_d9,msm_all,sd_msm_all,mean_seeds_per_fruit,total_est_seed_production,AG_biomass_mg,photo_date,corolla_diam_mm,corolla_area_mm2,notes_corolla,leaf_area_mm2,leafarea_notes,leaf_dryweight_mg,leafweight_notes,SLA,LMA,FFD,days_germ2flower,days_sow2flower,days_plant2flower,LFD,fl_duration,surv_to_germ,surv_to_flower,surv_to_fruitprod,surv_to_seedprod,d13C,sample_weight_mg
3,7,318,HR_069,HR_156,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-31,16,3,0,19,23,23,NA,NA,NA,NA,9,22.74,11,29.32,3,7.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5266666666666664,2.6654545454545455,2.6266666666666665,NA,NA,NA,NA,2.6062626262626263,0.07160839666699038,1.4375,27.3125,64.63,2022-03-31,23.647,310.299,NA,22.497,brightmax: 209,1.09,NA,20.639449541284403,0.04845090456505312,2022-03-24,108,134,125,2022-04-14,21,1,1,1,1,-30.51,2.68
3,7,319,HR_131,HR_049,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-31,7,1,0,8,30,4,NA,NA,NA,NA,4,14.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5075,NA,NA,NA,NA,NA,NA,3.5075,NA,0.5714285714285714,4.571428571428571,30.46,2022-03-31,18.538,185.362,NA,43.751,brightmax: 159,2.6,NA,16.82730769230769,0.05942721309227218,2022-03-24,97,134,125,2022-04-14,21,1,1,1,1,-31.26,1.89
3,7,320,HR_115,HR_131,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-31,22,0,0,22,10,28,NA,NA,NA,NA,7,10.79,4,9.59,8,10.74,9,12.41,NA,NA,NA,NA,NA,NA,NA,NA,1.5414285714285714,2.3975,1.3425,1.3788888888888888,NA,NA,NA,1.665079365079365,0.4958803419727905,1.2727272727272727,28,129.75,2022-03-31,22.832,338.808,NA,78.586,brightmax: 163,5.08,NA,15.469685039370079,0.06464255719848319,2022-03-31,115,141,132,2022-04-20,20,1,1,1,1,-31.11,2.61
3,8,321,HR_121,HR_139,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-11-19,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,2022-04-20,2022-04-27,2022-05-05,NA,NA,NA,NA,2022-03-24,23,4,0,27,45,49,NA,NA,NA,NA,11,32.48,38,123.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9527272727272726,3.2597368421052635,NA,NA,NA,NA,NA,3.106232057416268,0.21708854839633915,2.130434782608696,57.52173913043479,NA,2022-03-24,18.96,210.864,NA,23.669,brightmax:188,1.38,NA,17.15144927536232,0.05830411086230934,2022-03-24,125,134,125,2022-05-05,42,1,1,1,1,-30.35,2.44
3,8,322,HR_064,HR_019,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,2022-04-20,2022-04-27,2022-05-05,2022-05-11,2022-05-20,NA,NA,2022-03-24,29,0,0,29,29,10,NA,NA,NA,NA,3,13.1,7,43.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.366666666666666,6.198571428571428,NA,NA,NA,NA,NA,5.282619047619047,1.295352279630785,0.3448275862068966,10,NA,2022-03-24,22.309,298.477,NA,72.063,brightmax: 199,4.16,NA,17.322836538461537,0.057727266419660576,2022-03-24,97,134,125,2022-05-20,57,1,1,1,1,-29.31,3.45
3,8,323,HR_155,HR_121,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24,0,0,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-24,22.76,309.545,NA,40.026,brightmax:141,3.13,NA,12.787859424920129,0.07819917053914954,2022-03-24,108,134,125,2022-04-07,14,1,1,0,0,NA,NA
3,8,324,HR_147,HR_150,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24,0,0,0,0,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-24,23.025,309.42,NA,21.732,brightmax: 176,1.74,NA,12.489655172413793,0.0800662617338487,2022-03-24,108,134,125,2022-04-07,14,1,1,0,0,NA,NA
3,8,325,HR_053,HR_092,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24,5,3,0,8,20,16,NA,NA,NA,NA,8,20.84,5,11.62,3,6.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.605,2.324,2.1533333333333333,NA,NA,NA,NA,2.360777777777778,0.22806829711327295,3.2,25.6,22.44,2022-03-24,17.936,188.59,NA,29.033,brightmax:175,2.08,NA,13.958173076923076,0.07164261357765302,2022-03-24,108,134,125,2022-04-07,14,1,1,1,1,-30.28,1.44
3,8,326,HR_164,HR_041,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-10,2021-11-19,NA,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-16,15,3,0,18,42,50,NA,NA,NA,NA,9,39.27,36,106.42,5,10.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.363333333333333,2.9561111111111114,2.024,NA,NA,NA,NA,3.1144814814814814,1.177680343628757,3.3333333333333335,60,93.16,2022-03-16,26.981,450.979,NA,16.033,brightmax alt: 175,0.94,NA,17.056382978723406,0.05862907752759932,2022-03-16,100,126,117,2022-04-14,29,1,1,1,1,-30.56,2.97
3,8,327,HR_160,HR_033,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24,4,1,0,5,15,2,NA,NA,NA,NA,NA,NA,2,11.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.59,NA,NA,NA,NA,NA,5.59,NA,0.5,2.5,NA,2022-03-24,17.01,212.865,NA,29.665,brightmax alt: 188,1.64,NA,18.088414634146343,0.05528400471936625,2022-03-24,108,134,125,2022-04-07,14,1,1,1,1,-30.96,4.81
3,8,328,HR_053,HR_169,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,2022-04-27,NA,NA,NA,NA,NA,2022-03-24,10,1,0,11,4,11,NA,NA,NA,NA,3,11.93,8,25.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9766666666666666,3.2425,NA,NA,NA,NA,NA,3.609583333333333,0.5191342285211235,1.1,12.100000000000001,45.48,2022-03-24,21.99,327.295,NA,28.466,brightmax: 186,1.25,NA,22.7728,0.04391203541066536,2022-03-24,108,134,125,2022-04-27,34,1,1,1,1,-31.25,2.2
3,8,329,HR_133,HR_072,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-31,6,0,0,6,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,34.63,2022-03-31,23.71,313.933,NA,50.707,brightmax:149,2.81,NA,18.045195729537365,0.05541641193523577,2022-03-24,108,134,125,2022-04-14,21,1,1,1,0,-31.32,3.42
3,8,330,HR_108,HR_177,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,9,1,0,10,31,25,NA,NA,NA,NA,20,37.88,5,7.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8940000000000001,1.59,NA,NA,NA,NA,NA,1.742,0.2149604614807105,2.7777777777777777,27.77777777777778,18.12,2022-03-24,24.18,367.707,NA,24.957,brightmax: 171,1.61,NA,15.501242236024844,0.06451095884922066,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1,-30.79,2.33
3,8,331,HR_189,HR_051,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24,14,5,0,19,11,2,NA,NA,NA,NA,NA,NA,2,4.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.165,NA,NA,NA,NA,NA,2.165,NA,0.14285714285714285,2.714285714285714,53.79,2022-03-16,23.06,340.541,NA,13.8,brightmax:159,0.9,NA,15.333333333333334,0.06521739130434782,2022-03-24,108,134,125,2022-04-07,14,1,1,1,1,-29.81,2.53
3,8,332,HR_175,HR_164,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,15,2,0,17,26,49,NA,NA,NA,NA,20,46.17,28,76.31,1,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3085,2.725357142857143,2.66,NA,NA,NA,NA,2.564619047619048,0.2241999418946808,3.2666666666666666,55.53333333333333,73.3,2022-03-24,12.51,110.389,NA,52.428,brightmax: 193,3.59,NA,14.603899721448467,0.0684748607614252,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1,-31.57,3.32
3,8,333,HR_027,HR_119,R,6,TRUE,TRUE,TRUE,6,"5,6,3",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,14,1,0,15,5,79,NA,NA,NA,NA,13,37.74,50,98.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9030769230769233,1.9762,NA,NA,NA,NA,NA,2.4396384615384616,0.6554009576330145,5.642857142857143,84.64285714285715,NA,2022-03-24,27.064,430.363,NA,16.55,brightmax:161,1.12,NA,14.776785714285714,0.06767371601208459,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1,-31.15,2.23
3,8,334,HR_121,HR_141,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-24,0,0,0,0,34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-24,26.104,448.11,NA,10.546,brightmax alt: 139 (leaf broken apart used alt),1.42,leaf broken,7.426760563380282,0.13464820785131804,2022-03-24,108,134,125,2022-04-14,21,1,1,0,0,NA,NA
3,8,335,HR_133,HR_158,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-24,0,0,0,0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-24,20.1,245.269,NA,61.334,brightmax: 183,3.34,NA,18.363473053892218,0.0544559298268497,2022-03-24,108,134,125,2022-04-14,21,1,1,0,0,NA,NA
3,8,336,HR_115,HR_026,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,9,2,0,11,24,4,NA,NA,NA,NA,NA,NA,4,11.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9725,NA,NA,NA,NA,NA,2.9725,NA,0.4444444444444444,4.888888888888888,60.32,2022-03-24,20.252,271.471,NA,48.164,brightmax: 165,2.99,NA,16.108361204013377,0.06207956149821443,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1,-30,1.98
3,8,337,HR_095,HR_178,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,2022-05-20,NA,NA,2022-03-24,22,2,0,24,48,24,NA,NA,NA,NA,NA,NA,16,57.76,7,34.5,1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.61,4.928571428571429,1.8,NA,NA,NA,3.446190476190476,1.5707052447822267,1.0909090909090908,26.18181818181818,104.02,2022-03-24,22.071,301.219,NA,45.201,brightmax: 194,2.48,NA,18.226209677419355,0.05486604278666401,2022-03-24,108,134,125,2022-05-20,57,1,1,1,1,-30.76,2.41
3,8,338,HR_008,HR_042,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,12,2,0,14,48,2,NA,NA,NA,NA,NA,NA,2,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.45,NA,NA,NA,NA,NA,7.45,NA,0.16666666666666666,2.333333333333333,92.52,2022-03-24,25.366,367.386,NA,30.746,brightmax:166,2.05,NA,14.998048780487805,0.06667533988161062,2022-03-24,97,134,125,2022-04-20,27,1,1,1,1,-29.76,1.84
3,8,339,HR_008,HR_012,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,17,0,0,17,37,33,NA,NA,NA,NA,17,42.75,5,9.86,10,19.31,1,2.12,NA,NA,NA,NA,NA,NA,NA,NA,2.514705882352941,1.972,1.9309999999999998,2.12,NA,NA,NA,2.1344264705882354,0.26619869856273465,1.9411764705882353,33,91.74,2022-03-24,22.709,313.946,NA,17.051,brightmax: 172,0.86,NA,19.82674418604651,0.05043692452055598,2022-03-24,97,134,125,2022-04-20,27,1,1,1,1,-30.68,2.32
3,8,340,HR_200,HR_153,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-31,11,0,0,11,40,15,NA,NA,NA,NA,12,21.02,1,1.89,1,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7516666666666667,1.89,1.58,NA,NA,NA,NA,1.7405555555555556,0.15529839855128116,1.3636363636363635,14.999999999999998,NA,NA,NA,NA,NA,26.154,brightmax: 181,1.62,NA,16.144444444444442,0.061940812112869933,2022-03-24,108,134,125,2022-04-07,14,1,1,1,1,-30.36,2.74
3,8,341,HR_069,HR_133,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-06,2021-11-10,2021-11-19,NA,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-16,12,4,0,16,20,21,NA,NA,NA,NA,4,9.87,13,35.08,4,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4675,2.6984615384615385,1.675,NA,NA,NA,NA,2.280320512820513,0.5367918595629936,1.75,28,43.94,2022-03-16,16.317,NA,torn petals,31.297,brightmax:152,2.64,NA,11.854924242424243,0.08435313288813624,2022-03-16,100,126,117,2022-04-20,35,1,1,1,1,-31.36,2.26
3,8,342,HR_057,HR_110,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-31,9,0,0,9,51,8,NA,NA,NA,NA,1,2.18,6,11.8,1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18,1.9666666666666668,0.8,NA,NA,NA,NA,1.648888888888889,0.7428573463573186,0.8888888888888888,8,16,2022-03-31,19.849,248.886,NA,15.862,brightmax:188,1.12,NA,14.162499999999998,0.07060900264783761,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1,-30.6,1.77
3,8,343,HR_027,HR_145,R,4,TRUE,TRUE,TRUE,4,"1,3,4",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,3,0,0,3,0,4,NA,NA,NA,NA,NA,NA,4,6.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71,NA,NA,NA,NA,NA,1.71,NA,1.3333333333333333,4,NA,2022-03-24,17.091,188.85,NA,34.312,brightmax:175,1.45,NA,23.663448275862066,0.042259267894614136,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1,-31.26,2.89
3,8,344,HR_115,HR_111,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-05,NA,NA,NA,NA,2022-03-31,13,0,0,13,30,4,NA,NA,NA,NA,NA,NA,4,15.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9225,NA,NA,NA,NA,NA,3.9225,NA,0.3076923076923077,4,78.72,2022-03-31,20.284,249.182,NA,43.022,brightmax:183,3.1,NA,13.878064516129031,0.07205615731486217,2022-03-31,115,141,132,2022-05-05,35,1,1,1,1,-30.8,2.38
3,8,345,HR_006,HR_162,R,7,TRUE,TRUE,TRUE,7,"2,7,8",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,NA,2022-04-27,NA,NA,NA,NA,NA,2022-03-31,7,1,0,8,0,4,NA,NA,NA,NA,NA,NA,4,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55,NA,NA,NA,NA,NA,2.55,NA,0.5714285714285714,4.571428571428571,20.25,2022-03-31,20.139,242.402,NA,23.144,brightmax: 189,1.33,NA,17.401503759398494,0.05746629796059455,2022-03-24,108,134,125,2022-04-27,34,1,1,1,1,-30.49,2.97
3,8,346,HR_148,HR_109,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24,5,1,0,6,29,7,NA,NA,NA,NA,NA,NA,NA,NA,2,8.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.345,NA,NA,NA,NA,4.345,NA,1.4,8.399999999999999,23.4,2022-03-24,18.069,201.288,NA,40.175,brightmax:187,2.36,NA,17.02330508474576,0.05874299937772247,2022-03-24,108,134,125,2022-04-07,14,1,1,1,1,-30.7,1.45
3,8,348,HR_149,HR_007,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24,1,2,0,3,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13.24,2022-03-24,18.956,228.121,minor folding,62.828,brightmax: 179,3.83,NA,16.404177545691905,0.06096008149232827,2022-03-24,108,134,125,2022-04-07,14,1,1,1,0,-31.54,3.78
3,8,349,HR_085,HR_176,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-31,17,5,0,22,30,18,NA,NA,NA,NA,6,20.71,11,24.41,1,5.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4516666666666667,2.2190909090909092,5.23,NA,NA,NA,NA,3.633585858585859,1.5136757686906241,1.0588235294117647,23.294117647058822,115.28,NA,NA,NA,NA,45.894,brightmax: 195,2.72,NA,16.872794117647057,0.059267006580380886,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1,-30.56,3.34
3,8,350,HR_168,HR_064,R,1,TRUE,TRUE,TRUE,1,"1,3,8",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-31,6,0,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,33.18,2022-03-31,18.031,191.469,NA,14.396,brightmax: 179,0.78,NA,18.45641025641026,0.054181717143651005,2022-03-24,108,134,125,2022-04-14,21,1,1,1,0,-31.98,3.01
3,8,351,HR_057,HR_006,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-31,5,0,0,5,20,2,NA,NA,NA,NA,NA,NA,1,5.56,1,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,2.16,NA,NA,NA,NA,3.86,2.4041630560342613,0.4,2,10.4,2022-03-31,23.027,328.222,NA,31.741,brightmax: 194,1.9,NA,16.70578947368421,0.05985948772880502,2022-03-31,115,141,132,2022-04-14,14,1,1,1,1,-30.71,1.73
3,8,352,HR_074,HR_115,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,NA,2022-04-14,NA,2022-04-27,2022-05-05,NA,NA,NA,NA,2022-04-07,10,0,0,10,0,8,NA,NA,NA,NA,NA,NA,5,11.42,NA,NA,3,10.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.284,NA,3.51,NA,NA,NA,2.897,0.8669129137347072,0.8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24,108,134,125,2022-05-05,42,1,1,1,1,NA,NA
3,8,353,HR_135,HR_083,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-06,2021-11-10,2021-11-19,NA,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-16,13,3,0,16,21,21,NA,NA,NA,NA,18,55.73,3,7.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.096111111111111,2.6366666666666667,NA,NA,NA,NA,NA,2.866388888888889,0.3248762822451526,1.6153846153846154,25.846153846153847,NA,2022-03-16,21.471,273.173,NA,32.188,brightmax:141,1.63,NA,19.747239263803685,0.05063999005840685,2022-03-16,100,126,117,2022-04-14,29,1,1,1,1,-30.67,2.79
3,8,354,HR_059,HR_166,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-31,5,0,0,5,20,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29,NA,NA,NA,NA,2.29,NA,0.2,1,18.05,2022-03-31,25.651,399.137,NA,74.278,brightmax: 185,3.91,NA,18.99693094629156,0.05264008185465414,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1,-30.71,2.78
3,8,355,HR_157,HR_088,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-31,34,0,0,34,25,56,NA,NA,NA,NA,23,86.89,24,74.15,7,15.5,2,7.73,NA,NA,NA,NA,NA,NA,NA,NA,3.7778260869565217,3.0895833333333336,2.2142857142857144,3.865,NA,NA,NA,3.2366737836438926,0.7647554324705059,1.6470588235294117,56,139.18,NA,NA,NA,NA,28.018,brightmax:166,1.82,NA,15.394505494505495,0.06495824113070169,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1,-30.64,2.11
3,8,356,HR_189,HR_168,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,2022-04-20,NA,NA,2022-05-11,2022-05-20,NA,NA,2022-03-16,9,1,0,10,25,10,NA,NA,NA,NA,NA,NA,9,29.61,NA,NA,1,3.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.29,NA,3.61,NA,NA,NA,3.45,0.2262741699796951,1.1111111111111112,11.11111111111111,NA,2022-03-16,21.841,314.528,NA,23.18,brightmax: 177,1.76,NA,13.170454545454545,0.07592752372735116,2022-03-24,108,134,125,2022-05-20,57,1,1,1,1,-29.55,3.21
