Sequence,Location,side,Gen,Recipient,Plant_ID,Fit_plant,FD_01,FD_02,FD_03,FD_04,FD_05,FD_06,FD_07,FD_08,FD_09,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,Skeleton,Notes
31,11,R,G1,BB_063,3,3,,,2023-03-15,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,,2023-03-15,4,,,2023-06-08,
31,11,R,G1,BB_063,4,,,,,,,,,,,,,,,,,
31,11,R,G1,BB_063,5,,,,,,,,,,,,,,,,,
32,11,L,G1,BB_192,1,,,,,,2023-04-12,2023-04-26,2023-05-10,2023-05-24,2023-06-07,2023-05-10,2023-04-26,4,,1,,
32,11,L,G1,BB_192,2,,,,,,2023-04-12,2023-04-26,,,,,,,,,,
32,11,L,G1,BB_192,3,,,,,,,,,,,,,,,,,
32,11,L,G1,BB_192,4,,,,,,,,,,,,,,,,,
32,11,L,G1,BB_192,5,5,,,,,2023-04-12,2023-04-26,,,G,,2023-04-12,,,,,"blue buds but plant is mostly brown 4/29 // 6/21 fit plant gone, only other plant too green/underdeveloped fruits to collect skel"
32,11,R,G1,BB_004,1,,,,,,,,,,,,,,,,,
32,11,R,G1,BB_004,2,,,,,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,2023-05-10,,9,,,,
32,11,R,G1,BB_004,3,,,,,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,,,2,,,,
32,11,R,G1,BB_004,4,,,,,,,,,,,,,,,,,
32,11,R,G1,BB_004,5,5,,,,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,,2023-04-26,,,,2023-06-08,
33,11,L,G1,BB_088,1,,,,,,,,,,,,,,,,,
33,11,L,G1,BB_088,2,2,,,,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,,2023-04-12,13,,,2023-06-08,
33,11,L,G1,BB_088,3,,,,,2023-03-29,2023-04-12,2023-04-26,2023-05-10,2023-05-24,,,,3,,,,
33,11,L,G1,BB_088,4,,,,,,,,,,,,,,,,,
33,11,L,G1,BB_088,5,,,,2023-03-15,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,2023-05-10,2023-03-15,2,,,,
33,11,R,G1,BB_045,1,1,,,,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,,2023-04-12,5,,,,
33,11,R,G1,BB_045,2,,,,,,,,2023-05-10,,,,,1,,,,
33,11,R,G1,BB_045,3,,,,,,,,,,,,,,,,,
33,11,R,G1,BB_045,4,,,,,2023-03-29,2023-04-12,2023-04-26,,,,,,,,,,
33,11,R,G1,BB_045,5,,,,,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,2023-05-10,,3,,,,
34,12,L,G2,BB_058,1,,,,,,,,,,,,,,,,,
34,12,L,G2,BB_058,2,2,,,2023-03-15,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,,2023-03-15,17,,,2023-06-21,
34,12,L,G2,BB_058,3,,,,,,2023-04-12,2023-04-27,2023-05-10,,,,,6,,,,
34,12,L,G2,BB_058,4,,,,,,,,,,,,,,,,,
34,12,L,G2,BB_058,5,,,2023-03-01,,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,2023-05-10,,3,,,,
34,12,R,G1,BB_172,1,,,,,,,,,,,,,,,,,
34,12,R,G1,BB_172,2,,,,,,,,,,,,,,,,,
34,12,R,G1,BB_172,3,,,,,2023-03-29,2023-04-12,2023-04-27,,,,2023-05-10,,6,,,,
34,12,R,G1,BB_172,4,,,2023-03-01,,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,,2023-03-01,5,,,,
34,12,R,G1,BB_172,5,5,,,,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,,2023-04-26,3,,,2023-06-21,
35,12,L,G1,BB_103,1,,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,2023-05-10,,1,,,,
35,12,L,G1,BB_103,2,,,,,,,,,,,,,,,,,
35,12,L,G1,BB_103,3,3,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,2023-05-10,2023-05-24,,,2023-03-01,3,1,,2023-06-21,
35,12,L,G1,BB_103,4,,,,,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,,,3,,,,
35,12,L,G1,BB_103,5,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,,2023-02-15,2,,,,
35,12,R,G1,BB_183,1,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,,2023-02-15,2,,,,
35,12,R,G1,BB_183,2,,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,2023-05-10,,3,,,,
35,12,R,G1,BB_183,3,,,,,,,,,,,,,,,,,
35,12,R,G1,BB_183,4,4,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,,2023-02-15,,,,2023-06-07,
35,12,R,G1,BB_183,5,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,,,1,,,,
36,12,L,G2,BB_009,1,,,,,,,,,,,,,,,,,
36,12,L,G2,BB_009,2,,,,,,,,,,,,,,,,,
36,12,L,G2,BB_009,3,,,,,,,,,,,,,,,,,
36,12,L,G2,BB_009,4,4,,,,,2023-04-12,2023-04-27,,,,,2023-04-26,,,,,plant gone
36,12,L,G2,BB_009,5,,,,,,,,,,,,,,,,,
36,12,R,G2,BB_148,1,,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,2023-05-10,2023-03-01,,,,,
36,12,R,G2,BB_148,2,,,2023-03-01,2023-03-15,2023-03-29,,,2023-05-10,2023-05-24,,,,1,,,,
36,12,R,G2,BB_148,3,,,,,,,,,,,,,,,,,
36,12,R,G2,BB_148,4,,,,,,,,,,,,,,,,,
36,12,R,G2,BB_148,5,5,,,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,,2023-03-15,,,,2023-06-07,
37,13,L,G1,BB_032,1,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,,,,,,,
37,13,L,G1,BB_032,2,2,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,,2023-02-15,6,,,"6/8, 6/21",
37,13,L,G1,BB_032,3,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,2023-05-10,,1,,,,
37,13,L,G1,BB_032,4,,,,,,,,,,,,,,,,,
37,13,L,G1,BB_032,5,,,,,,,,,,,,,,,,,
37,13,R,G1,BB_024,1,1,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,2023-05-10,2023-05-24,,,2023-03-15,3,1,,2023-06-08,
37,13,R,G1,BB_024,2,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,,2023-02-15,,,,,
37,13,R,G1,BB_024,3,,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,,,4,,,,
37,13,R,G1,BB_024,4,,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,2023-05-10,2023-05-24,,2023-05-10,,6,,,,
37,13,R,G1,BB_024,5,,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,,,,,,,,,,
38,13,L,G1,BB_089,1,1,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,,,,,2023-03-01,,,,2023-06-08,
38,13,L,G1,BB_089,2,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,,,,,,,,,,
38,13,L,G1,BB_089,3,,,,,,,,,,,,,,,,,
38,13,L,G1,BB_089,4,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,2023-05-10,2023-02-15,4,,,,
38,13,L,G1,BB_089,5,,2023-02-15,2023-03-01,2023-03-15,,2023-04-12,2023-04-26,2023-05-10,,,,,2,,,,
38,13,R,G1,BB_018,1,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,,,1,,,,
38,13,R,G1,BB_018,2,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,2023-05-10,,2,,,,
38,13,R,G1,BB_018,3,3,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,,2023-02-15,6,,,2023-06-08,
38,13,R,G1,BB_018,4,,,,,,,,,,,,,,,,,
38,13,R,G1,BB_018,5,,,,,,,,,,,,,,,,,
39,13,L,G1,BB_102,1,,,,2023-03-15,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,,,1,,,,
39,13,L,G1,BB_102,2,,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,2023-05-10,,2,,,,
39,13,L,G1,BB_102,3,,,,,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,,,6,,,,
39,13,L,G1,BB_102,4,4,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,,2023-03-01,6,,,2023-06-08,
39,13,L,G1,BB_102,5,,,,,,,,,,,,,,,,,
39,13,R,G1,BB_179,1,,,,,,,,,,,,,,,,,
39,13,R,G1,BB_179,2,2,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,,2023-03-15,11,,,,Plant gone
39,13,R,G1,BB_179,3,,,,,,,,,,,,,,,,,
39,13,R,G1,BB_179,4,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,,2023-05-24,,2023-05-10,2023-02-15,3,,,,
39,13,R,G1,BB_179,5,,,,,,,,,,,,,,,,,
40,14,L,G1,BB_048,1,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,2023-05-10,2023-05-24,2023-06-07,,,2,,,,
40,14,L,G1,BB_048,2,2,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,2023-05-10,2023-05-24,2023-06-07,,2023-02-15,10,8,4,2023-06-21,
40,14,L,G1,BB_048,3,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,,,5,,,,
40,14,L,G1,BB_048,4,,,,,2023-03-29,2023-04-12,,,,,,,,,,,
40,14,L,G1,BB_048,5,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,2023-05-10,2023-05-24,2023-06-07,2023-05-10,,9,,,,
40,14,R,G1,BB_078,1,,,,,,,,,,,,,,,,,
40,14,R,G1,BB_078,2,2,,,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,,2023-03-15,,,,,No plant
40,14,R,G1,BB_078,3,,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,G,,,,,,,
40,14,R,G1,BB_078,4,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,2023-05-10,2023-02-15,,,,,
40,14,R,G1,BB_078,5,,,,,,,,,,,,,,,,,
41,14,L,G2,BB_200,1,,,,,,,,,,,,,,,,,
41,14,L,G2,BB_200,2,2,,,2023-03-15,2023-03-29,2023-04-12,2023-04-27,2023-05-10,2023-05-24,,,2023-03-15,20,1,,2023-06-21,
41,14,L,G2,BB_200,3,,,,,,,,,,,,,,,,,
41,14,L,G2,BB_200,4,,,,2023-03-15,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,2023-05-10,,1,,,,
41,14,L,G2,BB_200,5,,,,,,,,,,,,,,,,,
41,14,R,G1,BB_207,1,1,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,,2023-03-15,18,,,2023-06-07,
41,14,R,G1,BB_207,2,,,,,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,2023-05-10,,1,,,,
41,14,R,G1,BB_207,3,,,,,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,,,2,,,,
41,14,R,G1,BB_207,4,,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,,,,,,,
41,14,R,G1,BB_207,5,,,,,,,,,,,,,,,,,
42,14,L,G1,BB_121,1,,,,,,,,,,,,,,,,,
42,14,L,G1,BB_121,2,2,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,,2023-03-15,9,,,2023-06-07,
42,14,L,G1,BB_121,3,,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,,,5,,,,
42,14,L,G1,BB_121,4,,,,2023-03-15,2023-03-29,2023-04-12,2023-04-27,2023-05-10,2023-05-24,,2023-05-10,,5,,,,
42,14,L,G1,BB_121,5,,,,,,,,,,,,,,,,,
42,14,R,G1,BB_009,1,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,2023-05-10,,2,,,,
42,14,R,G1,BB_009,2,2,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,G,,2023-03-01,1,,,plant gone,
42,14,R,G1,BB_009,3,,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,,,,,,,
42,14,R,G1,BB_009,4,,,,,,2023-04-12,2023-04-27,,,,,,,,,,
42,14,R,G1,BB_009,5,,,,,,,,,,,,,,,,,
43,15,L,G1,BB_189,1,,,,,,,,,,,,,,,,,
43,15,L,G1,BB_189,2,,,,,,,,,,,,,,,,,
43,15,L,G1,BB_189,3,3,,,2023-03-15,2023-03-29,2023-04-12,2023-04-26,,,,,,,,,2023-06-21,
43,15,L,G1,BB_189,4,,,,2023-03-15,2023-03-29,2023-04-12,2023-04-26,,,,,2023-03-15,,,,,
43,15,L,G1,BB_189,5,,,,2023-03-15,2023-03-29,,,2023-05-10,,,2023-05-10,,3,,,,
43,15,R,G1,BB_101,1,1,,,,2023-03-29,,,,,,,,,,,,4/29 dead
43,15,R,G1,BB_101,2,,,,,,,,,,,,,,,,,
43,15,R,G1,BB_101,3,,,,,,,,,,,,,,,,,
43,15,R,G1,BB_101,4,,,,,,,,,,,,,,,,,
43,15,R,G1,BB_101,5,,,2023-03-01,,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,2023-05-10,2023-03-01,2,,,,
44,15,L,G1,BB_154,1,,,,,,,,,,,,,,,,,
44,15,L,G1,BB_154,2,,,,,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,2023-05-10,,1,,,,
44,15,L,G1,BB_154,3,,,,,,,,,,,,,,,,,
44,15,L,G1,BB_154,4,4,,,,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,,2023-04-26,4,,,"6/7, 6/21",
44,15,L,G1,BB_154,5,,,2023-03-01,2023-03-15,2023-03-29,,,,,,,2023-03-01,,,,,
44,15,R,G1,BB_200,1,1,2023-02-15,2023-03-01,,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,,2023-02-15,,,,2023-06-07,
44,15,R,G1,BB_200,2,,,,,,,,,,,,,,,,,
44,15,R,G1,BB_200,3,,,,,,,,,,,,,,,,,
44,15,R,G1,BB_200,4,,,,,,,,,,,,,,,,,
44,15,R,G1,BB_200,5,,,,,,,,,,,,,,,,,
45,15,L,G2,BB_157,1,,,,,,,,,,,,,,,,,
45,15,L,G2,BB_157,2,2,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,,,,,2023-03-01,,,,2023-05-25,
45,15,L,G2,BB_157,3,,,,,,,,,,,,,,,,,
45,15,L,G2,BB_157,4,,,,,,,,,,,,,,,,,
45,15,L,G2,BB_157,5,,,,,2023-03-29,2023-04-12,2023-04-26,,,,,,,,,,
45,15,R,G2,BB_103,1,,,,,,,,,,,,,,,,,
45,15,R,G2,BB_103,2,2,,,,,2023-04-12,2023-04-26,,,,,2023-04-26,,,,2023-05-25,try to retake
45,15,R,G2,BB_103,3,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,,,,,,,2023-02-15,,,,,
45,15,R,G2,BB_103,4,,,,,,,,,,,,,,,,,
45,15,R,G2,BB_103,5,,,,,,,,,,,,,,,,,
46,16,L,G1,BB_071,1,1,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,,,,,,2023-05-25,
46,16,L,G1,BB_071,2,,,,,,,,,,,,,,,,,
46,16,L,G1,BB_071,3,,,,,,,,,,,,,,,,,
46,16,L,G1,BB_071,4,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,,,,,,2023-02-15,,,,,
46,16,L,G1,BB_071,5,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,2023-05-10,,,,,,
46,16,R,G1,BB_117,1,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,2023-05-10,2023-02-15,,,,,
46,16,R,G1,BB_117,2,,,,,,,,,,,,,,,,,
46,16,R,G1,BB_117,3,3,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,,2023-03-01,1,,,2023-06-08,
46,16,R,G1,BB_117,4,,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,,,,,,,
46,16,R,G1,BB_117,5,,,,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,,,,,,,
47,16,L,G1,BB_093,1,,2023-02-15,,,2023-03-29,2023-04-12,2023-04-27,,,,,,,,,,
47,16,L,G1,BB_093,2,2,,,2023-03-15,2023-03-29,2023-04-12,,,,,,,,,,,Gophered
47,16,L,G1,BB_093,3,,,,,,,,,,,,,,,,,
47,16,L,G1,BB_093,4,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,2023-05-10,2023-02-15,2,,,,
47,16,L,G1,BB_093,5,,,,,,2023-04-12,2023-04-27,,,,,,,,,,
47,16,R,G1,BB_123,1,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,,,,,2023-05-10,2023-02-15,,,,,
47,16,R,G1,BB_123,2,,,,,,,,,,,,,,,,,
47,16,R,G1,BB_123,3,,,,,,,,,,,,,,,,,
47,16,R,G1,BB_123,4,4,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,,2023-03-01,,,,2023-06-08,
47,16,R,G1,BB_123,5,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,,,,,,,,,,,
48,16,L,G1,BB_119,1,,,,,,,,,,,,,,,,,
48,16,L,G1,BB_119,2,,,,,,,,,,,,,,,,,
48,16,L,G1,BB_119,3,,,,,,,,,,,,,,,,,
48,16,L,G1,BB_119,4,,,,,,,,,,,,,,,,,
48,16,L,G1,BB_119,5,5,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,,2023-02-15,,,,2023-06-08,
48,16,R,G1,BB_064,1,,,,,,,,,,,,,,,,,
48,16,R,G1,BB_064,2,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,2023-05-10,,,,,,
48,16,R,G1,BB_064,3,,,,,,,,,,,,,,,,,
48,16,R,G1,BB_064,4,,,,,,,,,,,,,,,,,
48,16,R,G1,BB_064,5,5,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,,2023-03-01,,,,2023-06-08,
49,17,L,G1,BB_205A,1,,,,,,,,,,,,,,,,,
49,17,L,G1,BB_205A,2,,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,2023-05-10,,2,,,,
49,17,L,G1,BB_205A,3,,,,,,,,,,,,,,,,,
49,17,L,G1,BB_205A,4,4,,,2023-03-15,2023-03-29,2023-04-12,2023-04-26,,,,,2023-03-15,,,,2023-06-07,
49,17,L,G1,BB_205A,5,,,,,,,,,,,,,,,,,
49,17,R,G2,BB_076,1,,,,,,,,,,,,,,,,,
49,17,R,G2,BB_076,2,2,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,,,,,2023-03-15,,,,2023-06-07,
49,17,R,G2,BB_076,3,,,,,,,,,,,,,,,,,
49,17,R,G2,BB_076,4,,,,,,,,,,,,,,,,,
49,17,R,G2,BB_076,5,,,,,,,,,,,,,,,,,
50,17,L,G1,BB_151,1,,,,,,,,,,,,,,,,,
50,17,L,G1,BB_151,2,,,,2023-03-15,2023-03-29,2023-04-12,2023-04-26,,,,,,,,,,
50,17,L,G1,BB_151,3,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,,,,2023-05-10,2023-02-15,,,,,
50,17,L,G1,BB_151,4,4,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,,,,,2023-02-15,,,,,No plant
50,17,L,G1,BB_151,5,,,,2023-03-15,2023-03-29,,,,,,,,,,,,
50,17,R,G2,BB_120,1,1,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,,2023-03-01,1,,,2023-05-25,
50,17,R,G2,BB_120,2,,,,,,,,,,,,,,,,,
50,17,R,G2,BB_120,3,,,,,,,,,,,,,,,,,
50,17,R,G2,BB_120,4,,,,,,,,,,,,,,,,,
50,17,R,G2,BB_120,5,,,,,,,,,,,,,,,,,
51,17,L,G1,BB_052,1,1,,,2023-03-15,2023-03-29,2023-04-12,2023-04-26,,,,,2023-03-15,,,,2023-05-25,
51,17,L,G1,BB_052,2,,,2023-03-01,,,,,,,,,,,,,,
51,17,L,G1,BB_052,3,,,,,,,,,,,,,,,,,
51,17,L,G1,BB_052,4,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,,,,2023-05-10,2023-02-15,,,,,
51,17,L,G1,BB_052,5,,,,,,,,,,,,,,,,,
51,17,R,G1,BB_159,1,,,,,,,,,,,,,,,,,
51,17,R,G1,BB_159,2,2,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,,2023-03-15,1,,,2023-05-25,
51,17,R,G1,BB_159,3,,,,,,,,,,,,,,,,,
51,17,R,G1,BB_159,4,,,,,,,,,,,,,,,,,
51,17,R,G1,BB_159,5,,,,,,,,,,,,,,,,,
52,18,L,G1,BB_171,1,,,,,,,2023-04-27,,,,,,,,,,
52,18,L,G1,BB_171,2,,,,,,,,,,,,,,,,,
52,18,L,G1,BB_171,3,3,,,,2023-03-29,2023-04-12,,,,,,2023-03-29,,,,2023-05-25,
52,18,L,G1,BB_171,4,,,,,,,,,,,,,,,,,
52,18,L,G1,BB_171,5,,,2023-03-01,,2023-03-29,2023-04-12,2023-04-27,,,,2023-05-10,,,,,,
52,18,R,G1,BB_031,1,1,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,,2023-03-01,,,,,
52,18,R,G1,BB_031,2,,,2023-03-01,,,,,,,,,,,,,,
52,18,R,G1,BB_031,3,,,2023-03-01,,2023-03-29,2023-04-12,2023-04-27,,,,,,,,,,
52,18,R,G1,BB_031,4,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,,,,,,2023-02-15,,,,,
52,18,R,G1,BB_031,5,,,,,2023-03-29,2023-04-12,,,,,,,,,,,
53,18,L,G1,BB_118,1,1,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,,2023-05-10,,,,2023-03-01,,,,,plant tone
53,18,L,G1,BB_118,2,,,,,,,,,,,,,,,,,
53,18,L,G1,BB_118,3,,,,,,,,,,,,,,,,,
53,18,L,G1,BB_118,4,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,,2023-02-15,,,,,
53,18,L,G1,BB_118,5,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,,2023-02-15,,,,,
53,18,R,G2,BB_037,1,,,,2023-03-15,2023-03-29,,,,,,,,,,,,
53,18,R,G2,BB_037,2,,,,,2023-03-29,2023-04-12,2023-04-27,,,,,,,,,,
53,18,R,G2,BB_037,3,3,,,2023-03-15,2023-03-29,2023-04-12,,,,,,2023-03-15,,,,,plant gone
53,18,R,G2,BB_037,4,,,,,2023-03-29,,,,,,,,,,,,
53,18,R,G2,BB_037,5,,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,,2023-03-01,,,,,
54,18,L,G2,BB_145,1,,,,2023-03-15,2023-03-29,2023-04-12,,,,,2023-05-10,,,,,,
54,18,L,G2,BB_145,2,,,,,2023-03-29,2023-04-12,,,,,,,,,,,
54,18,L,G2,BB_145,3,,,,2023-03-15,2023-03-29,2023-04-12,,,,,,,,,,,
54,18,L,G2,BB_145,4,4,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,,2023-02-15,,,,2023-06-07,
54,18,L,G2,BB_145,5,,,,,,,,,,,,,,,,,
54,18,R,G1,BB_074,1,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,,,,,,,,,,,,
54,18,R,G1,BB_074,2,,2023-02-15,,2023-03-15,2023-03-29,,2023-04-27,,,,,,,,,2023-06-21,
54,18,R,G1,BB_074,3,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,2023-05-10,2023-02-15,,,,,
54,18,R,G1,BB_074,4,4,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,,,,,,2023-03-15,,,,,Gophered
54,18,R,G1,BB_074,5,,,,,,,,,,,,,,,,,
55,19,L,G1,BB_097,1,,,,,,,,,,,,,,,,,
55,19,L,G1,BB_097,2,,,,,,,,,,,,,,,,,
55,19,L,G1,BB_097,3,3,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,,,,,2023-03-15,,,,2023-05-25,
55,19,L,G1,BB_097,4,,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,,,,,2023-03-01,,,,,
55,19,L,G1,BB_097,5,,,,,,,,,,,,,,,,,
55,19,R,G2,BB_018,1,,,,,,,,,,,,,,,,,
55,19,R,G2,BB_018,2,,,,,,,,,,,,,,,,,
55,19,R,G2,BB_018,3,,,,,,,,,,,,,,,,,
55,19,R,G2,BB_018,4,4,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,,2023-02-15,2,,,2023-06-07,
55,19,R,G2,BB_018,5,,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,,,,2023-05-10,2023-02-15,,,,,
56,19,L,G1,BB_079,1,,,,,,,,,,,,,,,,,
56,19,L,G1,BB_079,2,,,,,,,,,,,,,,,,,
56,19,L,G1,BB_079,3,3,,,,,,2023-04-26,,,,,2023-04-26,,,,2023-06-07,
56,19,L,G1,BB_079,4,,,,,,,,,,,,,,,,,
56,19,L,G1,BB_079,5,,,,,,,,,,,,,,,,,
56,19,R,G1,BB_157,1,,,,,,,,,,,,,,,,,
56,19,R,G1,BB_157,2,,,,,,,,,,,,,,,,,
56,19,R,G1,BB_157,3,,,,,,,,,,,,,,,,,
56,19,R,G1,BB_157,4,,,,,,,,,,,,,,,,,
56,19,R,G1,BB_157,5,,,,,,,,,,,,,,,,,
57,19,L,G2,BB_200,1,,,,,,,,,,,,,,,,,
57,19,L,G2,BB_200,2,,,,,,,,,,,,,,,,,
57,19,L,G2,BB_200,3,,,,,,,,,,,,,,,,,
57,19,L,G2,BB_200,4,,,,,,,,,,,,,,,,,
57,19,L,G2,BB_200,5,,,,,,,,,,,,,,,,,
57,19,R,G2,BB_083,1,,,,,,,,,,,,,,,,,
