Sequence,Location,side,Gen,Recipient,Plant_ID,Fit_plant,FD_01,FD_02,FD_03,FD_04,FD_05,FD_06,FD_07,FD_08,FD_09,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,Skeleton,Notes
178,60,R,G1,BB_170,1,,,,,,,,,,,,,,,,,
178,60,R,G1,BB_170,2,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,,1,,,,
178,60,R,G1,BB_170,3,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,2023-05-11,,,,,,
178,60,R,G1,BB_170,4,4,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,,2023-05-11,,,,2023-03-02,1,,,2023-05-25,
178,60,R,G1,BB_170,5,,,,,,,,,,,,,,,,,
179,60,L,G2,BB_053,1,,,,,,,,,,,,,,,,,
179,60,L,G2,BB_053,2,,,,,,,,,,,,,,,,,
179,60,L,G2,BB_053,3,,,,,,,,,,,,,,,,,
179,60,L,G2,BB_053,4,,,,,,,,,,,,,,,,,
179,60,L,G2,BB_053,5,,,,,,,,,,,,,,,,,
179,60,R,G2,BB_019,1,,,,,,,,,,,,,,,,,
179,60,R,G2,BB_019,2,,,,,,,,,,,,,,,,,
179,60,R,G2,BB_019,3,,,,,,,,,,,,,,,,,
179,60,R,G2,BB_019,4,,,,,,,,,,,,,,,,,
179,60,R,G2,BB_019,5,5,,,,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-29,,,,2023-05-25,
180,60,L,G1,BB_071,1,,,,,,,,,,,,,,,,,
180,60,L,G1,BB_071,2,,,,,,,,,,,,,,,,,
180,60,L,G1,BB_071,3,,,,,,,,,,,,,,,,,
180,60,L,G1,BB_071,4,,,,,,,,,,,,,,,,,
180,60,L,G1,BB_071,5,,,,,,,,,,,,,,,,,
180,60,R,G1,BB_172,1,,,,,,,,,,,,,,,,,
180,60,R,G1,BB_172,2,,,,,,,,,,,,,,,,,
180,60,R,G1,BB_172,3,,,,,,,,,,,,,,,,,
180,60,R,G1,BB_172,4,,,,,,,,,,,,,,,,,
180,60,R,G1,BB_172,5,5,,,2023-03-16,,2023-04-13,2023-04-27,2023-05-11,,,,2023-04-26,1,,,2023-05-25,
181,61,L,G2,BB_150,1,,,,,,,,,,,,,,,,,
181,61,L,G2,BB_150,2,2,,,,,2023-04-13,,,,,,,,,,2023-05-11,
181,61,L,G2,BB_150,3,,,,,,,,,,,,,,,,,
181,61,L,G2,BB_150,4,,,,,,,,,,,,,,,,,
181,61,L,G2,BB_150,5,,,,,,,,,,,,,1,,,,
181,61,R,G1,BB_210,1,,,,,,,,,,,,,,,,,
181,61,R,G1,BB_210,2,,,,,,,,,,,,,,,,,
181,61,R,G1,BB_210,3,,,,,2023-03-29,,,,,,,,,,,,mistaken for 4?
181,61,R,G1,BB_210,4,4,,,,,2023-04-13,2023-04-26,,,,,,,,,2023-06-08,
181,61,R,G1,BB_210,5,,,,,,,,,,,,,,,,,
182,61,L,G1,BB_029,1,,,,,,,,,,,,,,,,,
182,61,L,G1,BB_029,2,,,,,,,,,,,,,,,,,
182,61,L,G1,BB_029,3,,,,,,,,,,,,,,,,,
182,61,L,G1,BB_029,4,,,,,,,,,,,,,,,,,
182,61,L,G1,BB_029,5,,,,,,,,,,,,,,,,,
182,61,R,G1,BB_218,1,1,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,2023-05-25,
182,61,R,G1,BB_218,2,,,,,,,,,,,,,,,,,
182,61,R,G1,BB_218,3,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,2023-05-11,,,,,,
182,61,R,G1,BB_218,4,,,,,,,,,,,,,,,,,
182,61,R,G1,BB_218,5,,,,,,,,,,,,,,,,,
183,61,L,G1,BB_133,1,,,,,,,,,,,,,,,,,
183,61,L,G1,BB_133,2,2,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,,2023-03-16,3,,,2023-06-08,
183,61,L,G1,BB_133,3,,,,,,,,,,,,,,,,,
183,61,L,G1,BB_133,4,,,,,,,,,,,,,,,,,
183,61,L,G1,BB_133,5,,,,,,,,,,,,,,,,,
183,61,R,G1,BB_083,1,,,,,,,,,,,,,,,,,
183,61,R,G1,BB_083,2,,,,,,,,,,,,,,,,,
183,61,R,G1,BB_083,3,,,,,,,,,,,,,,,,,
183,61,R,G1,BB_083,4,,,,,,,,,,,,,,,,,
183,61,R,G1,BB_083,5,,,,,,,,,,,,,,,,,
184,62,L,G2,BB_052,1,,,,,,,,,,,,,,,,,
184,62,L,G2,BB_052,2,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,2023-05-11,,,,,,
184,62,L,G2,BB_052,3,,,,,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
184,62,L,G2,BB_052,4,4,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,2023-03-02,2,,,2023-06-08,
184,62,L,G2,BB_052,5,,,,2023-03-16,,,,,,,,,,,,,
184,62,R,G1,BB_161,1,1,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,2023-05-25,,,2023-03-02,,2,,2023-06-08,incomplete skeleton 6/8
184,62,R,G1,BB_161,2,,,,,,,,,,,,,,,,,
184,62,R,G1,BB_161,3,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,2023-05-25,2023-06-07,2023-05-11,,,4,1,,
184,62,R,G1,BB_161,4,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
184,62,R,G1,BB_161,5,,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2/16/2023.,,,,,
185,62,L,G1,BB_111,1,1,2023-02-16,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,2023-03-29,,,,2023-05-25,
185,62,L,G1,BB_111,2,,,,,,,,,,,,,,,,,
185,62,L,G1,BB_111,3,,,,2023-03-16,,,,,,,,,,,,,
185,62,L,G1,BB_111,4,,,,,2023-03-29,,,,2023-05-25,,,,,2,,,
185,62,L,G1,BB_111,5,,,,,,,,,,,,,,,,,
185,62,R,G1,BB_058,1,,,,,,,,,,,,,,,,,
185,62,R,G1,BB_058,2,,,,,2023-03-29,,,2023-05-11,,,2023-05-11,,,,,,
185,62,R,G1,BB_058,3,3,,,2023-03-16,2023-03-29,2023-04-13,,,,,,2023-05-11,,,,2023-05-11,
185,62,R,G1,BB_058,4,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-16,,,,,
185,62,R,G1,BB_058,5,,,,,,,,,,,,,,,,,
186,62,L,G2,BB_017,1,,,,,,,,,,,,,,,,,
186,62,L,G2,BB_017,2,,,,,,,,,,,,,,,,,
186,62,L,G2,BB_017,3,3,,,,2023-03-29,2023-04-13,,2023-05-11,2023-05-25,,,2023-03-29,,1,,2023-06-21,
186,62,L,G2,BB_017,4,,,,,,,,,,,,,,,,,
186,62,L,G2,BB_017,5,,,,,,,,,,,,,,,,,
186,62,R,G1,BB_093,1,,,,,,,,,,,,,,,,,
186,62,R,G1,BB_093,2,,,,2023-03-16,2023-03-29,2023-04-13,,2023-05-11,,,,,,,,,
186,62,R,G1,BB_093,3,3,,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,2023-03-16,,,,2023-06-21,
186,62,R,G1,BB_093,4,,,,,,,,2023-05-11,2023-05-25,,2023-05-11,,,1,,,
186,62,R,G1,BB_093,5,,,,,,,,,,,,,,,,,
187,63,L,G2,BB_123,1,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,2023-05-11,,6,,,,
187,63,L,G2,BB_123,2,2,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,2023-05-25,,,2023-04-13,1,2,,2023-06-08,
187,63,L,G2,BB_123,3,,,,,,,,,,,,,,,,,
187,63,L,G2,BB_123,4,,,,,,,,,,,,,,,,,
187,63,L,G2,BB_123,5,,,,,,,,,,,,,,,,,
187,63,R,G1,BB_131,1,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,,,2,,,,
187,63,R,G1,BB_131,2,,,,,,,,,,,,,,,,,
187,63,R,G1,BB_131,3,3,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,G,,,2023-03-02,,,,2023-05-11,
187,63,R,G1,BB_131,4,,,,,,,,,G,,2023-05-25,,,,,,
187,63,R,G1,BB_131,5,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,2023-05-25,,2023-05-11,,1,1,,,
188,63,L,G1,BB_110,1,,,,,,,,,,,,,,,,,
188,63,L,G1,BB_110,2,,,,,,,,,,,,,,,,,
188,63,L,G1,BB_110,3,,,,,,,,,,,,,,,,,
188,63,L,G1,BB_110,4,,,,,,,,,,,,,,,,,
188,63,L,G1,BB_110,5,,,,,,,,,,,,,,,,,
188,63,R,G1,BB_208,1,,,,,,,,,,,,,,,,,
188,63,R,G1,BB_208,2,2,,,,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,,2023-05-11,1,,,,"No plant 6/8, no skeleton "
188,63,R,G1,BB_208,3,,,,,,,,,,,,,,,,,
188,63,R,G1,BB_208,4,,,,,,,,,,,,,,,,,
188,63,R,G1,BB_208,5,,,,,,,,,,,,,,,,,
189,63,L,G1,BB_034,1,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,2023-05-11,,,,,,
189,63,L,G1,BB_034,2,,,,,,,,,,,,,,,,,
189,63,L,G1,BB_034,3,,,,,,,,,,,,,,,,,
189,63,L,G1,BB_034,4,4,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-03-02,,,,2023-05-25,
189,63,L,G1,BB_034,5,,,,,2023-03-29,2023-04-13,,,,,,,,,,,
189,63,R,G1,BB_210,1,,,,,,,,,,,,,,,,,
189,63,R,G1,BB_210,2,2,,,,,,,,,,,,,,,"5/11, 5/25",Duplicate Skeletons? No flowering data? Check for fruits
189,63,R,G1,BB_210,3,,2023-02-16,2023-03-02,,2023-03-29,2023-04-13,2023-04-26,,,,,2023-03-02,,,,,sterile male
189,63,R,G1,BB_210,4,,,,,,,,,,,,,,,,,
189,63,R,G1,BB_210,5,,,,,,,,,,,,,,,,,
190,64,L,G1,BB_025,1,,,,,,,,,,,,,,,,,
190,64,L,G1,BB_025,2,,,,,,,,,,,,,,,,,
190,64,L,G1,BB_025,3,3,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,,,,,,2023-03-29,,,,2023-05-25,
190,64,L,G1,BB_025,4,,,,,,,,,,,,,,,,,
190,64,L,G1,BB_025,5,,,,,,,,,,,,,,,,,
190,64,R,G1,BB_052,1,,,,,,,,,,,,,,,,,
190,64,R,G1,BB_052,2,,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,2023-05-25,,2023-05-11,2023-02-16,22,,,,
190,64,R,G1,BB_052,3,,,,,,,,,,,,,,,,,
190,64,R,G1,BB_052,4,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,,1,,,,
190,64,R,G1,BB_052,5,5,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,G,,,,2023-03-02,,,,,"No plant, no skel 6/21"
191,64,L,G1,BB_095,1,1,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,G,,,,2023-03-02,,,,2023-06-21,
191,64,L,G1,BB_095,2,,,,,,,,,,,,,,,,,
191,64,L,G1,BB_095,3,,,,,,2023-04-13,2023-04-27,,,,,,,,,,
191,64,L,G1,BB_095,4,,,,,,,,,,,,,,,,,
191,64,L,G1,BB_095,5,,,,,,,,,,,,,,,,,
191,64,R,G1,BB_086,1,,,,,,,,,,,,,,,,,
191,64,R,G1,BB_086,2,,,,,,,,,,,,,,,,,
191,64,R,G1,BB_086,3,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,2023-05-25,,2023-05-11,,2,,,,
191,64,R,G1,BB_086,4,4,,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,2023-04-13,,,,2023-05-25,
191,64,R,G1,BB_086,5,,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,2023-02-16,1,,,,
192,64,L,G1,BB_113,1,,,,,2023-03-29,,,,,,,,,,,,
192,64,L,G1,BB_113,2,,,,,,,,,,,,,,,,,
192,64,L,G1,BB_113,3,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,2023-05-25,,2023-05-11,,6,,,,
192,64,L,G1,BB_113,4,,,,,,,,,,,,,,,,,
192,64,L,G1,BB_113,5,5,,,,,2023-04-13,2023-04-27,2023-05-11,2023-05-25,,,2023-04-13,3,1,,2023-06-21,possibly mixed up plants 1 and 5
192,64,R,G1,BB_016,1,,,,,,,,,,,,,,,,,
192,64,R,G1,BB_016,2,,,,,,,,,,,,,,,,,
192,64,R,G1,BB_016,3,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,2023-05-11,2023-03-02,,,,2023-06-21,
192,64,R,G1,BB_016,4,,,,,,,,,,,,,,,,,
192,64,R,G1,BB_016,5,5,,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,2023-03-29,12,,,,No plant
193,65,L,G1,BB_084,1,,,,,,,,,,,,,,,,,
193,65,L,G1,BB_084,2,,,,,,,,,,,,,,,,,
193,65,L,G1,BB_084,3,3,,2023-03-02,2023-03-16,2023-03-30,2023-04-13,2023-04-26,,,,,2023-03-02,,,,2023-06-08,
193,65,L,G1,BB_084,4,,,,,,,,,,,,,,,,,
193,65,L,G1,BB_084,5,,,,,,,,,,,,,,,,,
193,65,R,G1,BB_138,1,,,,,,,,,,,,,,,,,
193,65,R,G1,BB_138,2,,,,,,,,,,,,,,,,,
193,65,R,G1,BB_138,3,,,,,,,,,,,,,,,,,
193,65,R,G1,BB_138,4,,,,,,,,,,,,,,,,,
193,65,R,G1,BB_138,5,,,,,,,,,,,,,,,,,
194,65,L,G1,BB_077,1,,,,,,,,,,,,,,,,,
194,65,L,G1,BB_077,2,2,,,2023-03-16,2023-03-30,2023-04-13,2023-04-26,2023-05-11,,,,2023-03-30,,,,2023-06-08,
194,65,L,G1,BB_077,3,,,2023-03-02,2023-03-16,2023-03-30,2023-04-13,2023-04-26,,2023-05-25,,2023-05-11,2023-03-02,,,,,
194,65,L,G1,BB_077,4,,,,,,,,,,,,,,,,,
194,65,L,G1,BB_077,5,,,,,,,,,,,,,,,,,
194,65,R,G2,BB_133,1,,,,,,,,,,,,,,,,,
194,65,R,G2,BB_133,2,,,,,,,,,,,,,,,,,
194,65,R,G2,BB_133,3,,,,,,,,,,,,,,,,,
194,65,R,G2,BB_133,4,,,,,,,,,,,,,,,,,
194,65,R,G2,BB_133,5,,,,,,,,,,,,,,,,,
195,65,L,G2,BB_009,1,,,,,,,,,,,,,,,,,
195,65,L,G2,BB_009,2,,,,,,,,,,,,,,,,,
195,65,L,G2,BB_009,3,,,,,,,,,,,,,,,,,
195,65,L,G2,BB_009,4,,,,,,,,,,,,,,,,,
195,65,L,G2,BB_009,5,,,,,,,,,,,,,,,,,
195,65,R,G1,BB_160,1,,,,,,,,,,,,,,,,,
195,65,R,G1,BB_160,2,,,,,,,,,,,,,,,,,
195,65,R,G1,BB_160,3,,,,,,,,,,,,,,,,,
195,65,R,G1,BB_160,4,,,,,,,,,,,,,,,,,
195,65,R,G1,BB_160,5,5,,,,2023-03-30,2023-04-13,2023-04-26,2023-05-11,2023-05-25,,,2023-03-30,10,3,,2023-06-08,
196,66,L,G1,BB_185,1,1,,,,2023-03-30,2023-04-13,2023-04-27,,,,,,,,,2023-05-25,
196,66,L,G1,BB_185,2,,,,2023-03-16,,,,,,,,,,,,,
196,66,L,G1,BB_185,3,,,,,,,,,,,,,,,,,
196,66,L,G1,BB_185,4,,,,,,2023-04-13,2023-04-27,2023-05-11,,,,,,,,,
196,66,L,G1,BB_185,5,,,,2023-03-16,2023-03-30,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,2023-04-27,1,,,,
196,66,R,G2,BB_101,1,,,,,,,,,,,,,,,,,
196,66,R,G2,BB_101,2,,,,,,,,,,,,,,,,,
196,66,R,G2,BB_101,3,,,,,,,,,,,,,,,,,
196,66,R,G2,BB_101,4,,,,,,,,,,,,,,,,,
196,66,R,G2,BB_101,5,,,,,,,,,,,,,,,,,
197,66,L,G2,BB_093,1,,,,,G,,,,,,,,,,,,
197,66,L,G2,BB_093,2,,,2023-03-02,2023-03-16,2023-03-30,2023-04-13,,,,,,2023-03-16,,,,,
197,66,L,G2,BB_093,3,3,,,2023-03-16,2023-03-30,2023-04-13,2023-04-27,2023-05-11,,,,2023-03-30,3,,,2023-06-21,
197,66,L,G2,BB_093,4,,,,,,,,,,,,,,,,,
197,66,L,G2,BB_093,5,,2023-02-16,2023-03-02,2023-03-16,2023-03-30,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,2023-03-02,2,,,,
197,66,R,G1,BB_081,1,1,,,2023-03-16,2023-03-30,2023-04-13,2023-04-27,,,,,2023-04-13,,,,2023-05-25,
197,66,R,G1,BB_081,2,,,,,,,,,,,,,,,,,
197,66,R,G1,BB_081,3,,,,2023-03-16,2023-03-30,,,,,,,2023-03-16,,,,,"former fitness plant, found ripped up"
197,66,R,G1,BB_081,4,,,,,,,,,,,,,,,,,
197,66,R,G1,BB_081,5,,,,,,,,,,,,,,,,,
198,66,L,G1,BB_157,1,,,,,,,G,,,,,,,,,,
198,66,L,G1,BB_157,2,,2023-02-16,2023-03-02,2023-03-16,2023-03-30,,G,,,,,2023-02-16,,,,,"fit plant not flagged, retook 3/30, male sterile, dead 4/13"
198,66,L,G1,BB_157,3,,,2023-03-02,2023-03-16,2023-03-30,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,,1,,,,
198,66,L,G1,BB_157,4,,,,,,,,,,,,,,,,,
198,66,L,G1,BB_157,5,5,,2023-03-02,2023-03-16,2023-03-30,2023-04-13,2023-04-27,2023-05-11,,,,2023-04-13,2,,,2023-06-08,
198,66,R,G2,BB_205A,1,,,,,,,,,,,,,,,,,
198,66,R,G2,BB_205A,2,,,,2023-03-16,2023-03-30,2023-04-13,G,,,,,2023-03-30,,,,,
198,66,R,G2,BB_205A,3,,,2023-03-02,G,,,,,,,,2023-03-02,,,,,Update - collections match up with p5 as fitness (DG). Confirm fitness plant matches collections!! 3 potentially still flowering but moved by gopher 3/16
198,66,R,G2,BB_205A,4,,,,G,,,,,,,,,,,,,
198,66,R,G2,BB_205A,5,5,,,2023-03-16,,2023-04-13,,,,G,,,,,,2023-06-21,fitness stick at point 5 not 2
199,67,L,G2,BB_160,1,1,,,2023-03-16,2023-03-30,2023-04-13,2023-04-26,,,,,2023-03-16,,,,2023-05-25,
199,67,L,G2,BB_160,2,,,,2023-03-16,,,,,,,,,,,,,not our flower
199,67,L,G2,BB_160,3,,,,,,,,,,,,,,,,,
199,67,L,G2,BB_160,4,,,,2023-03-16,,2023-04-13,,2023-05-11,,,2023-05-11,,1,,,,not our flower
199,67,L,G2,BB_160,5,,,,,,,,,,,,,,,,,
199,67,R,G1,BB_193,1,1,2023-02-16,2023-03-02,2023-03-16,2023-03-30,2023-04-13,2023-04-26,,,,,2023-02-16,,,,2023-05-25,
199,67,R,G1,BB_193,2,,2023-02-16,2023-03-02,2023-03-16,2023-03-30,2023-04-13,2023-04-26,,,,,,,,,,
199,67,R,G1,BB_193,3,,,,,,,,,,,,,,,,,
199,67,R,G1,BB_193,4,,2023-02-16,2023-03-02,2023-03-16,2023-03-30,2023-04-13,2023-04-26,,,,,,,,,,
199,67,R,G1,BB_193,5,,,,,,,,,,,,,,,,,
200,67,L,G1,BB_050,1,,2023-02-16,2023-03-02,2023-03-16,2023-03-30,2023-04-13,2023-04-26,,,,2023-05-11,2023-02-16,,,,,
200,67,L,G1,BB_050,2,,,,,2023-03-30,2023-04-13,2023-04-26,,,,,,,,,,
200,67,L,G1,BB_050,3,,2023-02-16,2023-03-02,2023-03-16,2023-03-30,2023-04-13,2023-04-26,,,,,,,,,,
200,67,L,G1,BB_050,4,4,2023-02-16,2023-03-02,2023-03-16,2023-03-30,2023-04-13,2023-04-26,2023-05-11,2023-05-25,,,2023-03-30,2,1,,2023-06-21,
200,67,L,G1,BB_050,5,,,,2023-03-16,2023-03-30,2023-04-13,2023-04-26,,,,,,,,,,
200,67,R,G1,BB_201,1,,2023-02-16,2023-03-02,2023-03-16,2023-03-30,2023-04-13,2023-04-26,2023-05-11,,,2023-05-11,2023-02-16,1,,,,
200,67,R,G1,BB_201,2,2,,2023-03-02,2023-03-16,2023-03-30,2023-04-13,2023-04-26,,,,,2023-03-02,,,,2023-05-25,
200,67,R,G1,BB_201,3,,,,2023-03-16,2023-03-30,2023-04-13,,G,,,,,,,,,
200,67,R,G1,BB_201,4,,,,,,,,,,,,,,,,,
200,67,R,G1,BB_201,5,,,,,,,,,,,,,,,,,
201,67,L,G1,BB_032,1,,,,,,,,,,,,,,,,,
201,67,L,G1,BB_032,2,,,,,,,,,,,,,,,,,
201,67,L,G1,BB_032,3,3,2023-02-16,2023-03-02,2023-03-16,2023-03-30,2023-04-13,2023-04-26,,,,,2023-02-16,,,,2023-05-11,
201,67,L,G1,BB_032,4,,,,,,,,,,,,,,,,,
201,67,L,G1,BB_032,5,,2023-02-16,2023-03-02,2023-03-16,G,,,,,,,,,,,,
201,67,R,G1,BB_150,1,,,,,,,,,,,,,,,,,
201,67,R,G1,BB_150,2,,,,,,,,,,,,,,,,,
201,67,R,G1,BB_150,3,,2023-02-16,2023-03-02,2023-03-16,,2023-04-13,2023-04-26,,,,2023-05-11,,,,,,
201,67,R,G1,BB_150,4,,2023-02-16,2023-03-02,2023-03-16,2023-03-30,2023-04-13,,,,,,2023-02-16,,,,,
201,67,R,G1,BB_150,5,5,,2023-03-02,2023-03-16,2023-03-30,2023-04-13,,,,,,2023-03-16,,,,2023-05-11,
202,68,L,G1,BB_189,1,,2023-02-16,2023-03-02,2023-03-16,,,,,,,,2023-02-16,,,,,
202,68,L,G1,BB_189,2,,,,,,,,,,,,,,,,,
202,68,L,G1,BB_189,3,3,,2023-03-02,2023-03-16,,,,,,,,2023-03-02,,,,,"No plant, no skel 6/21"
202,68,L,G1,BB_189,4,,,,,,,,,,,,,,,,,
202,68,L,G1,BB_189,5,,,,,,,,,,,,,,,,,
202,68,R,G1,BB_007,1,,,,,,,,,,,,,,,,,
202,68,R,G1,BB_007,2,,,,,,,,,,,,,,,,,
202,68,R,G1,BB_007,3,,,,,,,,,,,,,,,,,
202,68,R,G1,BB_007,4,,,,,,,,,,,,,,,,,
202,68,R,G1,BB_007,5,,,,,,,,,,,,,,,,,
203,68,L,G1,BB_017,1,,,,,,,,,,,,,,,,,
203,68,L,G1,BB_017,2,,,,,,,,,,,,,,,,,
203,68,L,G1,BB_017,3,,,,,,,,,,,,,,,,,
203,68,L,G1,BB_017,4,,,,,,,,,,,,,,,,,
203,68,L,G1,BB_017,5,,,,,,,,,,,,,,,,,
203,68,R,G2,BB_193,1,,,,,,,,,,,,,,,,,
203,68,R,G2,BB_193,2,,,,,,,,,,,,,,,,,
203,68,R,G2,BB_193,3,,,,,,,,,,,,,,,,,
203,68,R,G2,BB_193,4,,,,,,,,,,,,,,,,,
203,68,R,G2,BB_193,5,,,,,,,,,,,,,,,,,
204,68,L,G1,BB_024,1,,,,,,,,,,,,,,,,,
204,68,L,G1,BB_024,2,2,,,,2023-03-30,2023-04-13,2023-04-27,,,,,2023-03-30,,,,2023-05-25,
204,68,L,G1,BB_024,3,,,,,,,,,,,,,,,,,
204,68,L,G1,BB_024,4,,,,,,,,,,,,,,,,,
204,68,L,G1,BB_024,5,,,,,,,,,,,,,,,,,
204,68,R,G1,BB_040,1,1,,,,2023-03-30,2023-04-13,2023-04-27,,,,,2023-03-30,,,,2023-05-25,
204,68,R,G1,BB_040,2,,,,,,,,,,,,,,,,,
204,68,R,G1,BB_040,3,,,,,,,,,,,,,,,,,
204,68,R,G1,BB_040,4,,,,,,,,,,,,,,,,,
204,68,R,G1,BB_040,5,,,,,,,,,,,,,,,,,
205,69,L,G2,BB_131,1,1,2023-02-16,2023-03-02,2023-03-16,2023-03-30,2023-04-13,2023-04-27,,,,,2023-02-16,,,,2023-05-11,
205,69,L,G2,BB_131,2,,,,,,,,,,,,,,,,,
205,69,L,G2,BB_131,3,,,,,,,,,,,,,,,,,
205,69,L,G2,BB_131,4,,,,,,,,,,,,,,,,,
205,69,L,G2,BB_131,5,,,,,,,,,,,,,,,,,
205,69,R,G1,BB_081,1,,,,,,,,,,,,,,,,,
205,69,R,G1,BB_081,2,2,2023-02-16,2023-03-02,2023-03-16,2023-03-30,2023-04-13,2023-04-27,,,,,2023-02-16,,,,2023-05-25,
205,69,R,G1,BB_081,3,,,2023-03-02,2023-03-16,2023-03-30,2023-04-13,2023-04-27,,,,2023-05-11,,,,,,
205,69,R,G1,BB_081,4,,,,,,,,,,,,,,,,,
205,69,R,G1,BB_081,5,,,,2023-03-16,2023-03-30,2023-04-13,2023-04-27,2023-05-11,,,,,,,,,
206,69,L,G1,BB_211,1,,,2023-03-02,2023-03-16,2023-03-30,2023-04-13,,,,,,,,,,,
206,69,L,G1,BB_211,2,,,,,,,,,,,,,,,,,
206,69,L,G1,BB_211,3,,,,,,,,,,,,,,,,,
206,69,L,G1,BB_211,4,4,2023-02-16,2023-03-02,2023-03-16,2023-03-30,2023-04-13,,,,,,2023-02-16,,,,2023-05-11,
206,69,L,G1,BB_211,5,,,,,2023-03-30,,,,,,,,,,,,
206,69,R,G1,BB_079,1,,,,,,,,,,,,,,,,,
206,69,R,G1,BB_079,2,,,,,,,,,,,,,,,,,
206,69,R,G1,BB_079,3,,,,,,,,,,,,,,,,,
206,69,R,G1,BB_079,4,,,,,,,,,,,,,,,,,
206,69,R,G1,BB_079,5,5,2023-02-16,2023-03-02,2023-03-16,2023-03-30,2023-04-13,2023-04-27,,,,,2023-02-16,,,,2023-05-25,
207,69,L,G1,BB_054,1,,,,,,,,,,,,,,,,,
207,69,L,G1,BB_054,2,2,,,,2023-03-30,2023-04-13,2023-04-27,,,,,,,,,2023-05-25,mixed up plants 2 and 4
207,69,L,G1,BB_054,3,,,,,,,,,,,,,,,,,
207,69,L,G1,BB_054,4,,,,,,,,,,,,,,,,,
207,69,L,G1,BB_054,5,,,,,,,,,,,,,,,,,
207,69,R,G1,BB_120,1,1,,,2023-03-16,2023-03-30,2023-04-13,2023-04-27,,2023-05-25,,,,,1,,2023-06-08,
207,69,R,G1,BB_120,2,,,,,,,,,,,,,,,,,
207,69,R,G1,BB_120,3,,,,,,,,,,,,,,,,,
207,69,R,G1,BB_120,4,,,,,,,,,,,,,,,,,
207,69,R,G1,BB_120,5,,,,,,,,,,,,,,,,,
208,70,L,G2,BB_157,1,,,,,,,,,,,,,,,,,NOT PLANTED
208,70,L,G2,BB_157,2,,,,,,,,,,,,,,,,,NOT PLANTED
208,70,L,G2,BB_157,3,,,,,,,,,,,,,,,,,NOT PLANTED
208,70,L,G2,BB_157,4,,,,,,,,,,,,,,,,,NOT PLANTED
208,70,L,G2,BB_157,5,,,,,,,,,,,,,,,,,NOT PLANTED
208,70,R,G2,BB_190,1,,,,,,,,,,,,,,,,,
208,70,R,G2,BB_190,2,,,,,,,,,,,,,,,,,
208,70,R,G2,BB_190,3,,,,,,,,,,,,,,,,,
