Sequence,Transect,Segment,side,Gen,Recipient,Plant_ID,Fit_plant,FD_01,FD_02,FD_03,FD_04,FD_05,FD_06,FD_07,LeafD,FLR_P,F_Num_01,17-May,F_Num_03,Skeleton,Notes
41,2,1,R,G1,BO_166,3,,,,,,,,,,,,,,,
41,2,1,R,G1,BO_166,4,,,,,,,,,,,,,,,
41,2,1,R,G1,BO_166,5,,,,,,,,,,,,,,,
42,2,2,L,G1,BO_066,1,,,,,,,,,,,,,,,
42,2,2,L,G1,BO_066,2,,,,,,,,,,,,,,,
42,2,2,L,G1,BO_066,3,,,,,,,,,,,,,,,
42,2,2,L,G1,BO_066,4,,,,,,,,,,,,,,,
42,2,2,L,G1,BO_066,5,,,,,,,,,,,,,,,
42,2,2,R,G1,BO_148,1,,,,,,,,,,,,,,,
42,2,2,R,G1,BO_148,2,,,,,,,,,,,,,,,
42,2,2,R,G1,BO_148,3,,,,,,,,,,,,,,,
42,2,2,R,G1,BO_148,4,,,,,,,,,,,,,,,
42,2,2,R,G1,BO_148,5,,,,,,,,,,,,,,,
43,2,3,L,G1,BO_189,1,,,,,,,,,,,,,,,
43,2,3,L,G1,BO_189,2,,,,,,,,,,,,,,,
43,2,3,L,G1,BO_189,3,,,,,,,,,,,,,,,
43,2,3,L,G1,BO_189,4,,,,,,,,,,,,,,,
43,2,3,L,G1,BO_189,5,,,,,,,,,,,,,,,
43,2,3,R,G1,BO_151,1,,,,,,,,,,,,,,,
43,2,3,R,G1,BO_151,2,,,,,,,,,,,,,,,
43,2,3,R,G1,BO_151,3,,,,,,,,,,,,,,,
43,2,3,R,G1,BO_151,4,,,,,,,,,,,,,,,
43,2,3,R,G1,BO_151,5,,,,,,,,,,,,,,,
44,2,4,L,G1,BO_201,1,,,,,,,,,,,,,,,
44,2,4,L,G1,BO_201,2,,,,,,,,,,,,,,,
44,2,4,L,G1,BO_201,3,,,,,,,,,,,,,,,
44,2,4,L,G1,BO_201,4,,,,,,,,,,,,,,,
44,2,4,L,G1,BO_201,5,,,,,,,,,,,,,,,
44,2,4,R,G2,BO_121,1,,,,,,,,,,,,,,,
44,2,4,R,G2,BO_121,2,,,,,,,,,,,,,,,
44,2,4,R,G2,BO_121,3,,,,,,,,,,,,,,,
44,2,4,R,G2,BO_121,4,,,,,,,,,,,,,,,
44,2,4,R,G2,BO_121,5,,,,,,,,,,,,,,,
45,2,5,L,G2,BO_043,1,,,,,,,,,,,,,,,
45,2,5,L,G2,BO_043,2,,,,,,,,,,,,,,,
45,2,5,L,G2,BO_043,3,,,,,,,,,,,,,,,
45,2,5,L,G2,BO_043,4,,,,,,,,,,,,,,,
45,2,5,L,G2,BO_043,5,,,,,,,,,,,,,,,
45,2,5,R,G1,BO_106,1,,,,,,,,,,,,,,,
45,2,5,R,G1,BO_106,2,,,,,,,,,,,,,,,
45,2,5,R,G1,BO_106,3,,,,,,,,,,,,,,,
45,2,5,R,G1,BO_106,4,,,,,,,,,,,,,,,
45,2,5,R,G1,BO_106,5,,,,,,,,,,,,,,,
46,2,6,L,G2,BO_121,1,,,,,,,,,,,,,,,
46,2,6,L,G2,BO_121,2,,,,,,,,,,,,,,,
46,2,6,L,G2,BO_121,3,,,,,,,,,,,,,,,
46,2,6,L,G2,BO_121,4,,,,,,,,,,,,,,,
46,2,6,L,G2,BO_121,5,,,,,,,,,,,,,,,
46,2,6,R,G2,BO_200,1,,,,,,,,,,,,,,,
46,2,6,R,G2,BO_200,2,,,,,,,,,,,,,,,
46,2,6,R,G2,BO_200,3,,,,,,,,,,,,,,,
46,2,6,R,G2,BO_200,4,,,,,,,,,,,,,,,
46,2,6,R,G2,BO_200,5,,,,,,,,,,,,,,,
47,2,7,L,G2,BO_095,1,,,,,,,,,,,,,,,
47,2,7,L,G2,BO_095,2,,,,,,,,,,,,,,,
47,2,7,L,G2,BO_095,3,,,,,,,,,,,,,,,
47,2,7,L,G2,BO_095,4,,,,,,,,,,,,,,,
47,2,7,L,G2,BO_095,5,5,,,2023-05-17,,,,,,2023-05-17,,,,15-Jun,
47,2,7,R,G2,BO_118,1,,,,,,,,,,,,,,,
47,2,7,R,G2,BO_118,2,,,,,,,,,,,,,,,
47,2,7,R,G2,BO_118,3,,,,,,,,,,,,,,,
47,2,7,R,G2,BO_118,4,,,,,,,,,,,,,,,
47,2,7,R,G2,BO_118,5,,,,,,,,,,,,,,,
48,2,8,L,G2,BO_094,1,,,,,,,,,,,,,,,
48,2,8,L,G2,BO_094,2,2,,,2023-05-17,2023-06-01,,,,,2023-05-17,,,,28-Jun,
48,2,8,L,G2,BO_094,3,,,,,,,,,,,,,,,
48,2,8,L,G2,BO_094,4,,,,,,,,,,,,,,,
48,2,8,L,G2,BO_094,5,,,,,,,,,,,,,,,
48,2,8,R,G1,BO_067,1,1,,2023-05-05,,,,,,,,,,,,fitness chosen remotely  no plant here. mistaken for 8R?
48,2,8,R,G1,BO_067,2,,,,,,,,,,,,,,,
48,2,8,R,G1,BO_067,3,,,,,,,,,,,,,,,
48,2,8,R,G1,BO_067,4,,,,,,,,,,,,,,,
48,2,8,R,G1,BO_067,5,,,,,,,,,,,,,,,
49,2,9,L,G1,BO_067,1,1,,,2023-05-17,2023-06-01,,,,,,,,,15-Jun,
49,2,9,L,G1,BO_067,2,,,,,,,,,,,,,,,
49,2,9,L,G1,BO_067,3,,,,,,,,,,,,,,,
49,2,9,L,G1,BO_067,4,,,,,,,,,,,,,,,
49,2,9,L,G1,BO_067,5,,,,,,,,,,,,,,,
49,2,9,R,G2,BO_086,1,,,,,,,,,,,,,,,
49,2,9,R,G2,BO_086,2,,,,,,,,,,,,,,,
49,2,9,R,G2,BO_086,3,,,,,,,,,,,,,,,
49,2,9,R,G2,BO_086,4,,,,,,,,,,,,,,,
49,2,9,R,G2,BO_086,5,,,,,,,,,,,,,,,
50,2,10,L,G1,BO_018,1,,,,,,,,,,,,,,,
50,2,10,L,G1,BO_018,2,,,,,,,,,,,,,,,
50,2,10,L,G1,BO_018,3,,,,,,,,,,,,,,,
50,2,10,L,G1,BO_018,4,,,,,,,,,,,,,,,
50,2,10,L,G1,BO_018,5,,,,,,,,,,,,,,,
50,2,10,R,G2,BO_201,1,,,,,,,,,,,,,,,
50,2,10,R,G2,BO_201,2,,,,,,,,,,,,,,,
50,2,10,R,G2,BO_201,3,,,,,,,,,,,,,,,
50,2,10,R,G2,BO_201,4,4,,2023-05-05,,,,,,,,,,,1-Jun,
50,2,10,R,G2,BO_201,5,,,,,,,,,,,,,,,
51,2,11,L,G1,BO_079,1,,,,,,,,,,,,,,,
51,2,11,L,G1,BO_079,2,,,,,,,,,,,,,,,
51,2,11,L,G1,BO_079,3,,,,,,,,,,,,,,,
51,2,11,L,G1,BO_079,4,,,,,,,,,,,,,,,
51,2,11,L,G1,BO_079,5,,,,,,,,,,,,,,,
51,2,11,R,G1,BO_143,1,,,,,,,,,,,,,,,
51,2,11,R,G1,BO_143,2,2,2023-04-21,2023-05-05,,,,,,,2023-04-21,1,,,15-Jun,
51,2,11,R,G1,BO_143,3,,,,,,,,,,,,,,,
51,2,11,R,G1,BO_143,4,,,,,,,,,,,,,,,
51,2,11,R,G1,BO_143,5,,,,,,,,,,,,,,,
52,2,12,L,G2,BO_130,1,,,,,,,,,,,,,,,
52,2,12,L,G2,BO_130,2,,,,,,,,,,,,,,,
52,2,12,L,G2,BO_130,3,,,,,,,,,,,,,,,
52,2,12,L,G2,BO_130,4,,,,,,,,,,,,,,,
52,2,12,L,G2,BO_130,5,,,,,,,,,,,,,,,
52,2,12,R,G1,BO_081,1,,,,,,,,,,,,,,,
52,2,12,R,G1,BO_081,2,,,,,,,,,2023-05-05,,,,,,
52,2,12,R,G1,BO_081,3,3,2023-04-21,,,,,,,,2023-04-21,,,,,
52,2,12,R,G1,BO_081,4,,,,,,,,,,,,,,,
52,2,12,R,G1,BO_081,5,,,,,,,,,,,,,,,
53,2,13,L,G1,BO_105,1,,,,,,,,,,,,,,,
53,2,13,L,G1,BO_105,2,,,,,,,,,,,,,,,
53,2,13,L,G1,BO_105,3,,,,,,,,,,,,,,,
53,2,13,L,G1,BO_105,4,,,,,,,,,,,,,,,
53,2,13,L,G1,BO_105,5,,,,,,,,,,,,,,,
53,2,13,R,G1,BO_200,1,,,,,,,,,,,,,,,
53,2,13,R,G1,BO_200,2,,,,,,,,,,,,,,,
53,2,13,R,G1,BO_200,3,,,,,,,,,,,,,,,
53,2,13,R,G1,BO_200,4,,,,,,,,,,,,,,,
53,2,13,R,G1,BO_200,5,,,,,,,,,,,,,,,
54,2,14,L,G1,BO_096,1,,,,,,,,,,,,,,,
54,2,14,L,G1,BO_096,2,,,,,,,,,,,,,,,
54,2,14,L,G1,BO_096,3,,,,,,,,,,,,,,,
54,2,14,L,G1,BO_096,4,,,,,,,,,2023-05-17,,,,,,
54,2,14,L,G1,BO_096,5,5,,2023-05-05,,,,,,,,1,,,15-Jun,
54,2,14,R,G2,BO_157,1,,,,,,,,,,,,,,,
54,2,14,R,G2,BO_157,2,,,,,,,,,,,,,,,
54,2,14,R,G2,BO_157,3,,,,,,,,,,,,,,,
54,2,14,R,G2,BO_157,4,,,,,,,,,,,,,,,
54,2,14,R,G2,BO_157,5,,,,,,,,,,,,,,,
55,2,15,L,G1,BO_104,1,,,,,,,,,,,,,,,
55,2,15,L,G1,BO_104,2,2,,2023-05-05,,,,,,,2023-05-05,1,,,15-Jun,
55,2,15,L,G1,BO_104,3,,,,,,,,,,,,,,,
55,2,15,L,G1,BO_104,4,,,,,,,,,,,,,,,
55,2,15,L,G1,BO_104,5,,,,,,,,,,,,,,,
55,2,15,R,G1,BO_081,1,,,,,,,,,,,,,,,
55,2,15,R,G1,BO_081,2,,,,,,,,,,,,,,,
55,2,15,R,G1,BO_081,3,,,,,,,,,,,,,,,
55,2,15,R,G1,BO_081,4,,,,,,,,,,,,,,,
55,2,15,R,G1,BO_081,5,5,2023-04-21,2023-05-05,,,,,,,2023-04-21,3,,,,
56,2,16,L,G2,BO_174,1,,,,,,,,,,,,,,,
56,2,16,L,G2,BO_174,2,,,,,,,,,,,,,,,
56,2,16,L,G2,BO_174,3,,,,,,,,,,,,,,,
56,2,16,L,G2,BO_174,4,,,,,,,,,,,,,,,
56,2,16,L,G2,BO_174,5,,,,,,,,,,,,,,,
56,2,16,R,G1,BO_174,1,,,,,,,,,,,,,,,
56,2,16,R,G1,BO_174,2,,,,,,,,,,,,,,,
56,2,16,R,G1,BO_174,3,,,,,,,,,,,,,,,
56,2,16,R,G1,BO_174,4,4,,2023-05-05,,,,,,,,1,,,15-Jun,
56,2,16,R,G1,BO_174,5,,,,,,,,,,,,,,,
57,2,17,L,G1,BO_051,1,,,,,,,,,,,,,,,
57,2,17,L,G1,BO_051,2,,,,,,,,,,,,,,,
57,2,17,L,G1,BO_051,3,,,,,,,,,,,,,,,
57,2,17,L,G1,BO_051,4,,,,,,,,,,,,,,,
57,2,17,L,G1,BO_051,5,,,,,,,,,,,,,,,
57,2,17,R,G1,BO_088,1,,,,,,,,,,,,,,,
57,2,17,R,G1,BO_088,2,,,,,,,,,,,,,,,
57,2,17,R,G1,BO_088,3,,,,,,,,,,,,,,,
57,2,17,R,G1,BO_088,4,,,,,,,,,,,,,,,
57,2,17,R,G1,BO_088,5,,,,,,,,,,,,,,,
58,2,18,L,G1,BO_017,1,,,,,,,,,,,,,,,
58,2,18,L,G1,BO_017,2,,,,,,,,,,,,,,,
58,2,18,L,G1,BO_017,3,,,,,,,,,,,,,,,
58,2,18,L,G1,BO_017,4,,,,,,,,,,,,,,,
58,2,18,L,G1,BO_017,5,,,,,,,,,,,,,,,
58,2,18,R,G1,BO_144,1,,,,,,,,,,,,,,,
58,2,18,R,G1,BO_144,2,,,,,,,,,,,,,,,
58,2,18,R,G1,BO_144,3,,,,,,,,,,,,,,,
58,2,18,R,G1,BO_144,4,4,,2023-05-05,2023-05-17,2023-06-01,2023-06-15,,,,2023-05-05,1,,0,28-Jun,
58,2,18,R,G1,BO_144,5,,,,,,,,,,,,,,,
59,2,19,L,G1,BO_201,1,,,,,,,,,,,,,,,
59,2,19,L,G1,BO_201,2,,,,,,,,,,,,,,,
59,2,19,L,G1,BO_201,3,,,,,,,,,,,,,,,
59,2,19,L,G1,BO_201,4,,,,,,,,,,,,,,,
59,2,19,L,G1,BO_201,5,,,,,,,,,,,,,,,
59,2,19,R,G2,BO_132,1,,,,,,,,,,,,,,,
59,2,19,R,G2,BO_132,2,,,,,,,,,,,,,,,
59,2,19,R,G2,BO_132,3,,,,,,,,,,,,,,,
59,2,19,R,G2,BO_132,4,,,,,,,,,,,,,,,
59,2,19,R,G2,BO_132,5,,,,,,,,,,,,,,,
60,2,20,L,G1,BO_043,1,1,2023-04-21,2023-05-05,,,,,,,2023-04-21,0,,,15-Jun,
60,2,20,L,G1,BO_043,2,,,,,,,,,,,,,,,
60,2,20,L,G1,BO_043,3,,,,,,,,,,,,,,,
60,2,20,L,G1,BO_043,4,,,,,,,,,,,,,,,
60,2,20,L,G1,BO_043,5,,,,,,,,,,,,,,,
60,2,20,R,G2,BO_060,1,,,,,,,,,,,,,,,
60,2,20,R,G2,BO_060,2,,,,,,,,,,,,,,,
60,2,20,R,G2,BO_060,3,,,,,,,,,,,,,,,
60,2,20,R,G2,BO_060,4,,,,,,,,,,,,,,,
60,2,20,R,G2,BO_060,5,5,2023-04-21,2023-05-05,,,,,,,2023-04-21,5,,,15-Jun,
61,2,21,L,G1,BO_137,1,,,,,,,,,,,,,,,
61,2,21,L,G1,BO_137,2,,,,,,,,,,,,,,,
61,2,21,L,G1,BO_137,3,,,,,,,,,,,,,,,
61,2,21,L,G1,BO_137,4,,,,,,,,,,,,,,,
61,2,21,L,G1,BO_137,5,5,2023-04-21,2023-05-05,,,,,,,2023-04-21,0,,,15-Jun,
61,2,21,R,G2,BO_199,1,,,,,,,,,,,,,,,
61,2,21,R,G2,BO_199,2,,,,,,,,,,,,,,,
61,2,21,R,G2,BO_199,3,,,,,,,,,,,,,,,
61,2,21,R,G2,BO_199,4,,,,,,,,,,,,,,,
61,2,21,R,G2,BO_199,5,,,,,,,,,,,,,,,
62,2,22,L,G2,BO_015,1,1,,2023-05-05,,,,,,,2023-05-05,3,,,15-Jun,
62,2,22,L,G2,BO_015,2,,,,,,,,,,,,,,,
62,2,22,L,G2,BO_015,3,,,,,,,,,,,,,,,
62,2,22,L,G2,BO_015,4,,,,,,,,,,,,,,,
62,2,22,L,G2,BO_015,5,,,,,,,,,,,,,,,
62,2,22,R,G2,BO_153,1,,,,,,,,,,,,,,,
62,2,22,R,G2,BO_153,2,,,,,,,,,,,,,,,
62,2,22,R,G2,BO_153,3,,,,,,,,,,,,,,,
62,2,22,R,G2,BO_153,4,,,,,,,,,,,,,,,
62,2,22,R,G2,BO_153,5,,,,,,,,,,,,,,,
63,2,23,L,G1,BO_164,1,,,,,,,,,,,,,,,
63,2,23,L,G1,BO_164,2,,,,,,,,,,,,,,,
63,2,23,L,G1,BO_164,3,,,,,,,,,,,,,,,
63,2,23,L,G1,BO_164,4,,,,,,,,,,,,,,,
63,2,23,L,G1,BO_164,5,,,,,,,,,,,,,,,
63,2,23,R,G1,BO_021,1,,,,,,,,,,,,,,,
63,2,23,R,G1,BO_021,2,,,,,,,,,,,,,,,
63,2,23,R,G1,BO_021,3,,,,,,,,,,,,,,,
63,2,23,R,G1,BO_021,4,,,,,,,,,,,,,,,
63,2,23,R,G1,BO_021,5,,,,,,,,,,,,,,,
64,2,24,L,G2,BO_070,1,,,,,,,,,,,,,,,
64,2,24,L,G2,BO_070,2,,,,,,,,,,,,,,,
64,2,24,L,G2,BO_070,3,,,,,,,,,,,,,,,
64,2,24,L,G2,BO_070,4,,,,,,,,,,,,,,,
64,2,24,L,G2,BO_070,5,,,,,,,,,,,,,,,
64,2,24,R,G1,BO_063,1,,,,,,,,,,,,,,,
64,2,24,R,G1,BO_063,2,,,,,,,,,,,,,,,
64,2,24,R,G1,BO_063,3,,,,,,,,,,,,,,,
64,2,24,R,G1,BO_063,4,,,,,,,,,,,,,,,
64,2,24,R,G1,BO_063,5,5,,2023-05-05,2023-05-17,,,,,,2023-05-05,1,,,15-Jun,
65,2,25,L,G2,BO_134,1,,,,,,,,,,,,,,,
65,2,25,L,G2,BO_134,2,,,,,,,,,,,,,,,
65,2,25,L,G2,BO_134,3,,,,,,,,,,,,,,,
65,2,25,L,G2,BO_134,4,,,,,,,,,,,,,,,
65,2,25,L,G2,BO_134,5,,,,,,,,,,,,,,,
65,2,25,R,G1,BO_061,1,,,,,,,,,,,,,,,
65,2,25,R,G1,BO_061,2,,,,,,,,,,,,,,,
65,2,25,R,G1,BO_061,3,,,,,,,,,,,,,,,
65,2,25,R,G1,BO_061,4,,,,,,,,,,,,,,,
65,2,25,R,G1,BO_061,5,,,,,,,,,,,,,,,
66,2,26,L,G1,BO_044,1,1,,,2023-05-17,2023-06-01,,,,,2023-05-17,,13,4,28-Jun,
66,2,26,L,G1,BO_044,2,,,,,,,,,,,,,,,
66,2,26,L,G1,BO_044,3,,,,,,,,,,,,,,,
66,2,26,L,G1,BO_044,4,,,,,,,,,,,,,,,
66,2,26,L,G1,BO_044,5,,,,,,,,,,,,,,,
66,2,26,R,G2,BO_182,1,,,,,,,,,,,,,,,
66,2,26,R,G2,BO_182,2,,,,,,,,,,,,,,,
66,2,26,R,G2,BO_182,3,,,,,,,,,,,,,,,
66,2,26,R,G2,BO_182,4,,,,,,,,,,,,,,,
66,2,26,R,G2,BO_182,5,,,,,,,,,,,,,,,
67,2,27,L,G1,BO_171,1,,,,,,,,,,,,,,,
67,2,27,L,G1,BO_171,2,,,,,,,,,,,,,,,
67,2,27,L,G1,BO_171,3,,,,,,,,,,,,,,,
67,2,27,L,G1,BO_171,4,,,,,,,,,,,,,,,
67,2,27,L,G1,BO_171,5,,,,,,,,,,,,,,,
67,2,27,R,G1,BO_037,1,,,,,,,,,,,,,,,
67,2,27,R,G1,BO_037,2,,,,,,,,,,,,,,,
67,2,27,R,G1,BO_037,3,,,,,,,,,,,,,,,
67,2,27,R,G1,BO_037,4,,,,,,,,,,,,,,,
67,2,27,R,G1,BO_037,5,,,,,,,,,,,,,,,
68,2,28,L,G2,BO_157,1,,,,,,,,,,,,,,,
68,2,28,L,G2,BO_157,2,,,,,,,,,,,,,,,
68,2,28,L,G2,BO_157,3,,,,,,,,,,,,,,,
68,2,28,L,G2,BO_157,4,,,,,,,,,,,,,,,
68,2,28,L,G2,BO_157,5,,,,,,,,,,,,,,,
68,2,28,R,G1,BO_096,1,,,,,,,,,,,,,,,
68,2,28,R,G1,BO_096,2,,,,,,,,,,,,,,,
68,2,28,R,G1,BO_096,3,,,,,,,,,,,,,,,
68,2,28,R,G1,BO_096,4,,,,,,,,,,,,,,,
68,2,28,R,G1,BO_096,5,,,,,,,,,,,,,,,
69,2,29,L,G1,BO_031,1,1,2023-04-21,2023-05-05,2023-05-17,,,,,,2023-04-21,1,1,,,
69,2,29,L,G1,BO_031,2,,,,,,,,,,,,,,,
69,2,29,L,G1,BO_031,3,,,,,,,,,,,,,,,
69,2,29,L,G1,BO_031,4,,,,,,,,,,,,,,,
69,2,29,L,G1,BO_031,5,,,,,,,,,,,,,,,
69,2,29,R,G2,BO_037,1,,,,,,,,,,,,,,,
69,2,29,R,G2,BO_037,2,,,,,,,,,,,,,,,
69,2,29,R,G2,BO_037,3,,,,,,,,,,,,,,,
69,2,29,R,G2,BO_037,4,,,,,,,,,,,,,,,
69,2,29,R,G2,BO_037,5,,,,,,,,,,,,,,,
70,2,30,L,G1,BO_190,1,,,,,,,,,,,,,,,
70,2,30,L,G1,BO_190,2,,,,,,,,,,,,,,,
70,2,30,L,G1,BO_190,3,,,,,,,,,,,,,,,
70,2,30,L,G1,BO_190,4,,,,,,,,,,,,,,,
70,2,30,L,G1,BO_190,5,,,,,,,,,,,,,,,
70,2,30,R,G1,BO_055,1,,,,,,,,,,,,,,,Only 2 seeds planted
70,2,30,R,G1,BO_055,2,,,,,,,,,,,,,,,Only 2 seeds planted
70,2,30,R,G1,BO_055,3,,,,,,,,,,,,,,,Only 2 seeds planted
70,2,30,R,G1,BO_055,4,,,,,,,,,,,,,,,Only 2 seeds planted
70,2,30,R,G1,BO_055,5,,,,,,,,,,,,,,,Only 2 seeds planted
71,2,31,L,G1,BO_031,1,,,,,,,,,,,,,,,
71,2,31,L,G1,BO_031,2,2,,,,,,,,,,,,,28-Jun,
71,2,31,L,G1,BO_031,3,,,,,,,,,,,,,,,
71,2,31,L,G1,BO_031,4,,,,,,,,,,,,,,,
71,2,31,L,G1,BO_031,5,,,,,,,,,,,,,,,
71,2,31,R,G2,BO_169,1,1,,,2023-05-17,,,,,,2023-05-17,,2,,1-Jun,
71,2,31,R,G2,BO_169,2,,,,,,,,,,,,,,,
71,2,31,R,G2,BO_169,3,,,,,,,,,,,,,,,
71,2,31,R,G2,BO_169,4,,,,,,,,,,,,,,,
71,2,31,R,G2,BO_169,5,,,,,,,,,,,,,,,
72,3,1,L,G1,BO_153,1,,,,,,,,,,,,,,,
72,3,1,L,G1,BO_153,2,,,,,,,,,,,,,,,
72,3,1,L,G1,BO_153,3,,,,,,,,,,,,,,,
72,3,1,L,G1,BO_153,4,,,,,,,,,,,,,,,
72,3,1,L,G1,BO_153,5,,,,,,,,,,,,,,,
72,3,1,R,G2,BO_176,1,,,,,,,,,,,,,,,
72,3,1,R,G2,BO_176,2,,,,,,,,,,,,,,,
72,3,1,R,G2,BO_176,3,,,,,,,,,,,,,,,
72,3,1,R,G2,BO_176,4,,,,,,,,,,,,,,,
72,3,1,R,G2,BO_176,5,,,,,,,,,,,,,,,
73,3,2,L,G2,BO_085,1,,,,,,,,,,,,,,,
73,3,2,L,G2,BO_085,2,,,,,,,,,,,,,,,
73,3,2,L,G2,BO_085,3,,,,,,,,,,,,,,,
73,3,2,L,G2,BO_085,4,,,,,,,,,,,,,,,
73,3,2,L,G2,BO_085,5,,,,,,,,,,,,,,,
73,3,2,R,G1,BO_015,1,,,,,,,,,,,,,,,
73,3,2,R,G1,BO_015,2,,,,,,,,,,,,,,,
73,3,2,R,G1,BO_015,3,,,,,,,,,,,,,,,
73,3,2,R,G1,BO_015,4,4,,2023-05-05,2023-05-17,,,,,,2023-05-05,1,2,,,
73,3,2,R,G1,BO_015,5,,,,,,,,,,,,,,,
74,3,3,L,G1,BO_190,1,,,,,,,,,,,,,,,
74,3,3,L,G1,BO_190,2,,,,,,,,,,,,,,,
74,3,3,L,G1,BO_190,3,,,,,,,,,,,,,,,
74,3,3,L,G1,BO_190,4,,,,,,,,,,,,,,,
74,3,3,L,G1,BO_190,5,,,,,,,,,,,,,,,
74,3,3,R,G1,BO_120,1,,,,,,,,,,,,,,,
74,3,3,R,G1,BO_120,2,,,,,,,,,,,,,,,
74,3,3,R,G1,BO_120,3,,,,,,,,,,,,,,,
74,3,3,R,G1,BO_120,4,,,,,,,,,,,,,,,
74,3,3,R,G1,BO_120,5,,,,,,,,,,,,,,,
75,3,4,L,G2,BO_013,1,,,,,,,,,,,,,,,
75,3,4,L,G2,BO_013,2,,,,,,,,,,,,,,,
75,3,4,L,G2,BO_013,3,,,,,,,,,,,,,,,
75,3,4,L,G2,BO_013,4,,,,,,,,,,,,,,,
75,3,4,L,G2,BO_013,5,,,,,,,,,,,,,,,
75,3,4,R,G1,BO_174,1,,,,,,,,,,,,,,,
75,3,4,R,G1,BO_174,2,2,,2023-05-05,,,,,,,,,,,15-Jun,fitness chosen remotely
75,3,4,R,G1,BO_174,3,,,,,,,,,,,,,,,
75,3,4,R,G1,BO_174,4,,,,,,,,,,,,,,,
75,3,4,R,G1,BO_174,5,,,,,,,,,,,,,,,
76,3,5,L,G1,BO_177,1,,,,,,,,,,,,,,,
76,3,5,L,G1,BO_177,2,,,,,,,,,,,,,,,
76,3,5,L,G1,BO_177,3,,,,,,,,,,,,,,,
76,3,5,L,G1,BO_177,4,,,,,,,,,,,,,,,
76,3,5,L,G1,BO_177,5,5,2023-04-21,2023-05-05,2023-05-17,,,,,,2023-04-21,1,1,,15-Jun,
76,3,5,R,G1,BO_086,1,,,,,,,,,,,,,,,
76,3,5,R,G1,BO_086,2,,,,,,,,,,,,,,,
76,3,5,R,G1,BO_086,3,,,,,,,,,,,,,,,
76,3,5,R,G1,BO_086,4,,,2023-05-05,,,,,,2023-05-17,,,,,,
76,3,5,R,G1,BO_086,5,5,,2023-05-05,2023-05-17,,,,,,2023-05-05,1,4,,,
77,3,6,L,G1,BO_078,1,,,,,,,,,,,,,,,
77,3,6,L,G1,BO_078,2,,,,,,,,,,,,,,,
77,3,6,L,G1,BO_078,3,,,,,,,,,,,,,,,
77,3,6,L,G1,BO_078,4,,,,,,,,,,,,,,,
77,3,6,L,G1,BO_078,5,,,,,,,,,,,,,,,
77,3,6,R,G1,BO_111,1,,,,,,,,,,,,,,,
77,3,6,R,G1,BO_111,2,,,,,,,,,,,,,,,
77,3,6,R,G1,BO_111,3,,,,,,,,,,,,,,,
77,3,6,R,G1,BO_111,4,4,,2023-05-05,,,,,,,2023-05-05,2,,,15-Jun,
77,3,6,R,G1,BO_111,5,,,,,,,,,,,,,,,
78,3,7,L,G2,BO_060,1,,,,,,,,,,,,,,,
78,3,7,L,G2,BO_060,2,,,,,,,,,,,,,,,
78,3,7,L,G2,BO_060,3,,,,,,,,,,,,,,,
78,3,7,L,G2,BO_060,4,,,,,,,,,,,,,,,
78,3,7,L,G2,BO_060,5,,,,,,,,,,,,,,,
78,3,7,R,G1,BO_200,1,,,,,,,,,,,,,,,Only 3 seeds planted
78,3,7,R,G1,BO_200,2,,,,,,,,,,,,,,,Only 3 seeds planted
78,3,7,R,G1,BO_200,3,,,,,,,,,,,,,,,Only 3 seeds planted
78,3,7,R,G1,BO_200,4,,,,,,,,,,,,,,,Only 3 seeds planted
78,3,7,R,G1,BO_200,5,,,,,,,,,,,,,,,Only 3 seeds planted
79,3,8,L,G2,BO_098,1,,,,,,,,,,,,,,,
79,3,8,L,G2,BO_098,2,,,,,,,,,,,,,,,
79,3,8,L,G2,BO_098,3,,,,,,,,,,,,,,,
79,3,8,L,G2,BO_098,4,,,,,,,,,,,,,,,
79,3,8,L,G2,BO_098,5,,,,,,,,,,,,,,,
79,3,8,R,G1,BO_141,1,,,,,,,,,,,,,,,
79,3,8,R,G1,BO_141,2,,,,,,,,,,,,,,,
79,3,8,R,G1,BO_141,3,,,,,,,,,,,,,,,
79,3,8,R,G1,BO_141,4,,,,,,,,,,,,,,,
79,3,8,R,G1,BO_141,5,,,,,,,,,,,,,,,
80,3,9,L,G1,BO_046,1,,,,,,,,,,,,,,,
80,3,9,L,G1,BO_046,2,,,,,,,,,,,,,,,
80,3,9,L,G1,BO_046,3,,,,,,,,,,,,,,,
80,3,9,L,G1,BO_046,4,,,,,,,,,,,,,,,
80,3,9,L,G1,BO_046,5,,,,,,,,,,,,,,,
80,3,9,R,G1,BO_015,1,,,,,,,,,,,,,,,
80,3,9,R,G1,BO_015,2,,,,,,,,,,,,,,,
80,3,9,R,G1,BO_015,3,,,,,,,,,,,,,,,
80,3,9,R,G1,BO_015,4,,,,,,,,,,,,,,,
80,3,9,R,G1,BO_015,5,,,,,,,,,,,,,,,
81,3,10,L,G1,BO_028,1,,,,,,,,,,,,,,,
81,3,10,L,G1,BO_028,2,,,,,,,,,,,,,,,
81,3,10,L,G1,BO_028,3,,,,,,,,,,,,,,,
81,3,10,L,G1,BO_028,4,,,,,,,,,,,,,,,
81,3,10,L,G1,BO_028,5,,,,,,,,,,,,,,,
81,3,10,R,G1,BO_131,1,,,,,,,,,,,,,,,
81,3,10,R,G1,BO_131,2,,,,,,,,,,,,,,,
