Sequence,Transect,SegPos,Gen,Donor,Recipient,Plant_ID,F_plant,Sow_Date,Plant_Date,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,skel_weight_mg,Sym,ALL_closed_fruit,ALL_open_fruit,ALL_filled_seeds,total_seeds,total_fruits,mean_seeds_per_fruit,est_fecundity,surv_to_flower,surv_to_fruitprod,prod_closed_fruits,prod_filled_seeds
207,5,27L,G2,HR_147,HR_150,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,43.38,X,10,2,14,19,12,1.4,16.8,1,1,1,1
207,5,27R,G1,HR_005,HR_040,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,19.38,-,3,5,11,16,8,3.666666667,29.33333333,1,1,1,1
208,5,28R,G2,HR_085,HR_035,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,,,,8.62,X,6,0,16,21,6,2.666666667,16,1,1,1,1
209,5,29L,G2,HR_196,HR_054,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,8.97,X,4,1,7,13,5,1.75,8.75,1,1,1,1
209,5,29R,G1,HR_148,HR_114,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,4,,,29.39,-,6,3,24,32,9,4,36,1,1,1,1
210,5,30L,G1,HR_141,HR_184,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,,,,,7.23,-,0,2,0,0,2,,,1,1,0,0
210,5,30R,G2,HR_160,HR_033,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,18.68,X,2,3,3,3,5,1.5,7.5,1,1,1,1
211,5,31L,G1,HR_171,HR_057,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,,,,77.87,-,16,3,58,121,19,3.625,68.875,1,1,1,1
211,5,31R,G2,HR_139,HR_129,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,13.59,X,5,1,11,14,6,2.2,13.2,1,1,1,1
212,5,32L,G2,HR_069,HR_133,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2,,,91.13,X,17,2,41,106,19,2.411764706,45.82352941,1,1,1,1
212,5,32R,G1,HR_070,HR_165,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,16.25,-,2,4,12,18,6,6,36,1,1,1,1
213,5,33L,G2,HR_057,HR_147,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2,,,25.02,X,10,1,25,42,11,2.5,27.5,1,1,1,1
213,5,33R,G2,HR_027,HR_043,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,3.22,X,3,0,3,7,3,1,3,1,1,1,1
214,5,34L,G2,HR_074,HR_115,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,9.46,X,4,2,18,22,6,4.5,27,1,1,1,1
214,5,34R,G1,HR_059,HR_155,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-20,,,,2.86,-,1,0,6,6,1,6,6,1,1,1,1
215,5,35L,G2,HR_121,HR_105,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,,,,,13.49,X,4,0,9,9,4,2.25,9,1,1,1,1
215,5,35R,G2,HR_148,HR_109,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,34.47,X,3,5,7,7,8,2.333333333,18.66666667,1,1,1,1
216,5,36L,G2,HR_110,HR_032,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,3.2,X,1,0,4,4,1,4,4,1,1,1,1
216,5,36R,G2,HR_147,HR_150,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,10.09,X,0,4,0,0,4,,,1,1,0,0
217,5,37L,G2,HR_189,HR_018,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,3.89,X,2,0,0,0,2,0,0,1,1,1,0
217,5,37R,G1,HR_189,HR_051,4,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-05,13,,,,,,,-,4,2,16,18,6,4,24,1,1,1,1
218,5,38L,G1,HR_069,HR_108,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,23.97,-,4,1,1,4,5,0.25,1.25,1,1,1,1
218,5,38R,G2,HR_156,HR_193,3,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-05,13,,2023-03-23,,,,2.16,X,2,1,0,4,3,0,0,1,1,1,0
219,5,39L,G1,HR_034,HR_080,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,24.1,-,4,2,2,3,6,0.5,3,1,1,1,1
219,5,39R,G2,HR_171,HR_001,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,1.33,X,1,0,0,2,1,0,0,1,1,1,0
220,5,40L,G2,HR_160,HR_173,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,,,,,12.92,X,7,0,14,20,7,2,14,1,1,1,1
220,5,40R,G1,HR_062,HR_134,3,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-20,28,,2023-03-23,,,,54.98,-,21,5,50,74,26,2.380952381,61.9047619,1,1,1,1
221,5,41L,G2,HR_115,HR_131,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,6.1,X,3,0,10,10,3,3.333333333,10,1,1,1,1
221,5,41R,G2,HR_064,HR_028,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,1,,,32.73,X,7,1,4,8,8,0.5714285714,4.571428571,1,1,1,1
222,5,42L,G2,HR_189,HR_051,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,8.57,X,1,1,4,5,2,4,8,1,1,1,1
222,5,42R,G2,HR_053,HR_038,3,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-20,28,,2023-03-23,,,,33.79,X,8,5,18,28,13,2.25,29.25,1,1,1,1
223,5,43L,G1,HR_027,HR_119,3,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-20,28,,2023-03-23,,,,6.42,-,2,1,8,9,3,4,12,1,1,1,1
223,5,43R,G1,HR_070,HR_123,3,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-20,28,,2023-03-23,,,,29.36,-,3,8,11,12,11,3.666666667,40.33333333,1,1,1,1
224,5,44L,G2,HR_100,HR_135,5,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-20,28,,2023-04-05,,,,48.72,X,9,2,33,38,11,3.666666667,40.33333333,1,1,1,1
224,5,44R,G1,HR_135,HR_083,1,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-20,28,,2023-03-23,,,,87.1,-,22,5,115,149,27,5.227272727,141.1363636,1,1,1,1
225,5,45L,G2,HR_090,HR_103,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,4.54,X,0,0,0,0,0,,0,1,0,0,0
225,5,45R,G1,HR_133,HR_161,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,1,-,0,0,0,0,0,,0,1,0,0,0
226,6,1L,G2,HR_108,HR_177,4,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-05-16,54,,2023-03-23,,1,,,X,12,4,21,28,16,1.75,28,1,1,1,1
226,6,1R,G1,HR_141,HR_015,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,16.83,-,2,4,1,1,6,0.5,3,1,1,1,1
227,6,2L,G2,HR_070,HR_123,5,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-05,13,2023-05-16,2023-03-23,,,,36.33,X,7,3,7,22,10,1,10,1,1,1,1
227,6,2R,G1,HR_139,HR_062,4,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-20,28,2023-05-16,2023-03-23,,,,119.45,-,9,7,16,21,16,1.777777778,28.44444444,1,1,1,1
228,6,3L,G2,HR_139,HR_129,5,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,6.15,X,0,1,0,0,1,,,0,1,0,0
228,6,3R,G1,HR_002,HR_056,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,30.55,-,6,2,13,14,8,2.166666667,17.33333333,1,1,1,1
229,6,4L,G1,HR_155,HR_121,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,22.05,-,5,6,19,20,11,3.8,41.8,1,1,1,1
229,6,4R,G2,HR_034,HR_080,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,10.71,X,0,5,0,0,5,,,1,1,0,0
230,6,5L,G1,HR_131,HR_049,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,,-,1,0,3,5,1,3,3,1,1,1,1
230,6,5R,G2,HR_034,HR_017,5,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,,X,0,0,0,0,0,,0,0,0,0,0
231,6,6L,G1,HR_027,HR_119,4,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-05-04,42,,2023-03-23,1,,,33.59,-,6,1,17,25,7,2.833333333,19.83333333,1,1,1,1
231,6,6R,G1,HR_189,HR_051,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,,,,33.57,-,15,6,27,43,21,1.8,37.8,1,1,1,1
232,6,7L,G2,HR_066,HR_087,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,,,,,6.29,X,4,3,3,5,7,0.75,5.25,1,1,1,1
232,6,7R,G1,HR_085,HR_107,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,1,,,86.55,-,16,8,61,78,24,3.8125,91.5,1,1,1,1
233,6,8L,G1,HR_115,HR_026,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,2.3,-,1,0,0,2,1,0,0,1,1,1,0
233,6,8R,G2,HR_125,HR_034,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,11.69,X,2,0,3,5,2,1.5,3,1,1,1,1
234,6,9L,G1,HR_070,HR_061,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,4.11,-,1,0,0,3,1,0,0,1,1,1,0
234,6,9R,G1,HR_006,HR_142,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,,,,,14.33,-,1,2,6,7,3,6,18,1,1,1,1
235,6,10L,G2,HR_135,HR_152,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,10.22,X,2,1,7,7,3,3.5,10.5,1,1,1,1
235,6,10R,G1,HR_057,HR_110,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,25.28,-,5,1,32,35,6,6.4,38.4,1,1,1,1
236,6,11L,G2,HR_164,HR_041,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,2.43,X,1,1,0,1,2,0,0,1,1,1,0
236,6,11R,G1,HR_088,HR_182,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,12.2,-,2,0,5,5,2,2.5,5,1,1,1,1
237,6,12L,G1,HR_110,HR_032,1,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,4.55,-,1,0,0,2,1,0,0,0,1,1,0
237,6,12R,G2,HR_147,HR_118,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,,,,,7.67,X,2,2,8,9,4,4,16,1,1,1,1
238,6,13L,G2,HR_034,HR_112,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,7.96,X,3,1,4,7,4,1.333333333,5.333333333,1,1,1,1
239,6,14L,G2,HR_090,HR_126,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,9.64,X,2,1,7,8,3,3.5,10.5,1,1,1,1
239,6,14R,G2,HR_175,HR_027,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,2.32,X,1,0,2,2,1,2,2,1,1,1,1
240,6,15L,G2,HR_189,HR_051,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,6.66,X,1,1,0,1,2,0,0,1,1,1,0
240,6,15R,G2,HR_006,HR_142,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,1.46,X,1,1,0,0,2,0,0,1,1,1,0
241,6,16L,G1,HR_148,HR_109,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,2.19,-,1,0,0,1,1,0,0,1,1,1,0
241,6,16R,G1,HR_195,HR_181,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,9.65,-,1,4,4,6,5,4,20,1,1,1,1
242,6,17L,G2,HR_156,HR_197,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,2023-05-16,,,,,6.28,X,5,1,1,17,6,0.2,1.2,1,1,1,1
242,6,17R,G2,HR_002,HR_071,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,,X,1,2,1,1,3,1,3,1,1,1,1
243,6,18L,G1,HR_074,HR_066,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,-,0,0,0,0,0,,0,1,0,0,0
243,6,18R,G1,HR_006,HR_146,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,21.19,-,7,1,4,41,8,0.5714285714,4.571428571,1,1,1,1
244,6,19L,G2,HR_008,HR_012,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,12.66,X,2,3,2,5,5,1,5,1,1,1,1
244,6,19R,G2,HR_135,HR_004,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,10.74,X,3,0,11,17,3,3.666666667,11,1,1,1,1
245,6,20L,G1,HR_108,HR_016,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,,,,,,17.64,-,6,0,14,17,6,2.333333333,14,1,1,1,1
245,6,20R,G1,HR_002,HR_059,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,,,,,7.24,-,3,3,2,8,6,0.6666666667,4,1,1,1,1
246,6,21L,G1,HR_164,HR_201,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,6.18,-,1,2,1,1,3,1,3,1,1,1,1
246,6,21R,G2,HR_131,HR_049,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,5.61,X,2,0,4,6,2,2,4,1,1,1,1
247,6,22L,G1,HR_069,HR_108,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,2.33,-,0,2,0,0,2,,,1,1,0,0
247,6,22R,G1,HR_100,HR_195,1,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-05,13,,2023-03-23,,,,12.44,-,2,2,4,4,4,2,8,1,1,1,1
248,6,23L,G1,HR_074,HR_066,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,3.33,-,1,1,4,7,2,4,8,1,1,1,1
248,6,23R,G2,HR_027,HR_119,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,24.96,X,4,4,10,23,8,2.5,20,1,1,1,1
249,6,24L,G1,HR_133,HR_072,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,3,-,0,1,0,0,1,,,1,1,0,0
249,6,24R,G2,HR_110,HR_037,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,9.48,X,5,1,1,5,6,0.2,1.2,1,1,1,1
250,6,25L,G2,HR_074,HR_070,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,,X,4,0,5,8,4,1.25,5,1,1,1,1
250,6,25R,G1,HR_133,HR_072,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,,,,,2.51,-,2,0,7,12,2,3.5,7,1,1,1,1
251,6,26L,G1,HR_141,HR_015,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,22.33,-,3,0,3,9,3,1,3,1,1,1,1
251,6,26R,G2,HR_095,HR_178,4,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-20,28,,2023-03-23,,,,24.38,X,1,2,2,2,3,2,6,1,1,1,1
252,6,27L,G2,HR_157,HR_085,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,4.85,X,1,0,4,4,1,4,4,1,1,1,1
252,6,27R,G1,HR_064,HR_190,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,11.39,-,1,3,5,5,4,5,20,1,1,1,1
253,6,28L,G2,HR_088,HR_014,1,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-20,28,,2023-03-23,,,,27.63,X,3,5,14,14,8,4.666666667,37.33333333,1,1,1,1
253,6,28R,G1,HR_139,HR_129,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,2.59,-,0,0,0,0,0,,0,1,0,0,0
254,6,29L,G2,HR_133,HR_161,4,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-05,13,,2023-04-05,,,,2.76,X,2,4,3,7,6,1.5,9,1,1,1,1
254,6,29R,G2,HR_005,HR_040,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,10.62,X,1,3,3,3,4,3,12,1,1,1,1
255,6,30L,G2,HR_196,HR_170,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,4.67,X,0,2,0,0,2,,,1,1,0,0
255,6,30R,G1,HR_062,HR_116,3,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-20,28,,,,,,2.07,-,0,3,0,0,3,,,1,1,0,0
256,6,31L,G1,HR_008,HR_058,4,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-20,28,,2023-04-05,,,,7.21,-,4,3,8,8,7,2,14,1,1,1,1
256,6,31R,G2,HR_196,HR_183,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,5.68,X,1,2,4,4,3,4,12,1,1,1,1
257,6,32L,G1,HR_149,HR_174,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,,,,,,-,0,0,0,0,0,,0,1,0,0,0
257,6,32R,G2,HR_171,HR_057,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-03-23,,,,9.13,X,5,3,16,16,8,3.2,25.6,1,1,1,1
258,6,33L,G2,HR_066,HR_087,4,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-20,28,,2023-03-23,,,,19.05,X,5,7,8,10,12,1.6,19.2,1,1,1,1
258,6,33R,G2,HR_175,HR_196,5,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-20,28,,2023-03-23,,,,8.97,X,3,0,8,8,3,2.666666667,8,1,1,1,1
259,6,34L,G1,HR_135,HR_004,3,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-05,13,,2023-03-23,,,,5.89,-,1,5,2,3,6,2,12,1,1,1,1
259,6,34R,G2,HR_133,HR_072,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,3.85,X,1,1,3,3,2,3,6,1,1,1,1
260,6,35L,G1,HR_156,HR_025,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,7.56,-,2,1,2,2,3,1,3,1,1,1,1
260,6,35R,G1,HR_180,HR_036,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,,-,1,1,2,2,2,2,4,1,1,1,1
261,6,36L,G2,HR_108,HR_016,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,10.73,X,3,1,6,6,4,2,8,1,1,1,1
261,6,36R,G1,HR_085,HR_176,5,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-20,28,,2023-03-23,,,,11.27,-,4,0,14,15,4,3.5,14,1,1,1,1
262,6,37L,G1,HR_168,HR_148,1,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-05,13,,2023-03-23,,,,6.15,-,2,1,2,2,3,1,3,1,1,1,1
262,6,37R,G2,HR_100,HR_192,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,16.4,X,1,0,0,0,1,0,0,1,1,1,0
263,6,38L,G1,HR_195,HR_104,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,-,0,0,0,0,0,,0,1,0,0,0
263,6,38R,G1,HR_125,HR_034,5,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-20,28,,2023-03-23,,,,3.02,-,0,1,0,0,1,,,1,1,0,0
264,6,39L,G2,HR_149,HR_065,3,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-20,28,,2023-03-23,,,,4.2,X,3,4,2,2,7,0.6666666667,4.666666667,1,1,1,1
264,6,39R,G1,HR_005,HR_180,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,,-,4,1,14,15,5,3.5,17.5,1,1,1,1
265,6,40L,G1,HR_066,HR_137,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,,,,,3.35,-,2,0,6,6,2,3,6,1,1,1,1
265,6,40R,G1,HR_156,HR_197,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,2.06,-,2,0,2,5,2,1,2,1,1,1,1
266,6,41L,G2,HR_168,HR_064,1,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-20,28,,2023-03-23,,,,64.95,X,13,4,34,56,17,2.615384615,44.46153846,1,1,1,1
266,6,41R,G2,HR_069,HR_133,1,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-20,28,,2023-03-23,,,,3.17,X,2,1,3,4,3,1.5,4.5,1,1,1,1
267,6,42L,G2,HR_168,HR_101,1,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-05,13,,2023-04-05,,,,6.37,X,3,1,6,7,4,2,8,1,1,1,1
267,6,42R,G2,HR_069,HR_133,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,X,2,0,1,2,2,0.5,1,1,1,1,1
268,6,43L,G2,HR_147,HR_021,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,X,0,2,0,0,2,,,1,1,0,0
268,6,43R,G1,HR_110,HR_039,1,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-05,13,,2023-04-05,,,,3.87,-,1,2,3,3,3,3,9,1,1,1,1
269,6,44L,G1,HR_171,HR_057,3,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-05,13,,2023-03-23,,,,4.17,-,2,3,5,5,5,2.5,12.5,1,1,1,1
269,6,44R,G2,HR_157,HR_088,3,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-05,13,,2023-04-05,,,,,X,0,2,0,0,2,,,1,1,0,0
270,6,45L,G2,HR_121,HR_139,4,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-20,28,,2023-03-23,,,,9.5,X,3,7,4,6,10,1.333333333,13.33333333,1,1,1,1
270,6,45R,G1,HR_131,HR_113,1,TRUE,2022-11-10,2022-11-13,2023-03-23,133,130,2023-04-20,28,,2023-03-23,,,,12.24,-,5,3,21,27,8,4.2,33.6,1,1,1,1
271,7,3L,G2,HR_074,HR_066,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,,2023-04-20,,,,20.43,X,3,0,19,27,3,6.333333333,19,1,1,1,1
271,7,3R,G1,HR_196,HR_054,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,13.32,-,4,2,9,9,6,2.25,13.5,1,1,1,1
272,7,4L,G2,HR_002,HR_056,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,,X,12,1,53,62,13,4.416666667,57.41666667,1,1,1,1
272,7,4R,G1,HR_156,HR_025,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,0.71,-,0,0,0,0,0,,0,1,0,0,0
273,7,5L,G1,HR_095,HR_020,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,,-,6,5,13,22,11,2.166666667,23.83333333,1,1,1,1
273,7,5R,G2,HR_059,HR_166,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,3.39,X,1,0,3,5,1,3,3,1,1,1,1
274,7,1L,G2,HR_088,HR_067,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,21.16,X,2,0,2,3,2,1,2,1,1,1,1
274,7,1R,G1,HR_005,HR_149,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,3.72,-,0,0,0,0,0,,0,1,0,0,0
275,7,2L,G1,HR_155,HR_009,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,2023-05-17,2023-04-20,,,,,-,14,0,45,83,14,3.214285714,45,1,1,1,1
275,7,2R,G1,HR_115,HR_026,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,,-,2,0,1,8,2,0.5,1,1,1,1,1
276,7,7L,G2,HR_121,HR_139,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,11.86,X,3,0,12,13,3,4,12,1,1,1,1
