Sequence,Location,SegPos,Gen,Donor,Recipient,Plant_ID,F_plant,Sow_Date,Plant_Date,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,FD_06,FD_07,FD_08,FD_09,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,skel_weight_mg,latitude,longitude,Sym,ALL_closed_fruit,ALL_open_fruit,ALL_filled_seeds,total_seeds,total_fruits,mean_seeds_per_fruit,total_est_seed_production,surv_to_flower,surv_to_fruitprod,surv_to_seedprod
65,22,65R,G1,BB_213,BB_147,3,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-27,71,2023-04-27,,,,,2023-02-15,,,,562.15,38.3148,-123.06955,-,15,0,74,88,15,4.933333333,74,1,1,1
66,22,66L,G2,BB_169,BB_160,2,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-05-10,56,2023-04-27,2023-05-10,,,,2023-03-15,1,,,317.83,38.3148,-123.06955,X,9,0,32,40,9,3.555555556,32,1,1,1
66,22,66R,G1,BB_198,BB_035,5,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-27,71,2023-04-27,,,,,2023-03-15,,,,17.6,38.3148,-123.06955,-,2,0,8,9,2,4,8,1,1,1
67,23,67L,G1,BB_066,BB_019,4,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-10,84,2023-04-26,2023-05-10,,,,2023-02-15,,,,145.26,38.31483,-123.06957,-,7,3,47,47,10,6.714285714,67.14285714,1,1,1
67,23,67R,G2,BB_023,BB_206,1,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-05-10,56,2023-04-26,2023-05-10,,,,2023-03-29,3,,,,38.31483,-123.06957,X,6,0,28,30,6,4.666666667,28,1,1,1
68,23,68L,G1,BB_099,BB_061,3,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-05-10,56,2023-04-26,2023-05-10,,,,2023-03-15,5,,,,38.31483,-123.06957,-,6,0,9,9,6,1.5,9,1,1,1
68,23,68R,G1,BB_051,BB_105,3,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-10,84,2023-04-26,2023-05-10,,,,2023-02-15,1,,,188.46,38.31483,-123.06957,-,1,1,0,15,2,0,0,1,1,0
69,23,69L,G1,BB_169,BB_076,2,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-05-10,56,2023-04-26,2023-05-10,,,,2023-03-15,,,,199.66,38.31483,-123.06957,-,9,1,56,64,10,6.222222222,62.22222222,1,1,1
69,23,69R,G2,BB_023,BB_078,1,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-05-10,56,2023-04-26,2023-05-10,,,,2023-03-15,1,,,480.66,38.31483,-123.06957,X,42,7,114,194,49,2.714285714,133,1,1,1
70,24,70L,G1,BB_176,BB_017,4,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-27,71,2023-04-27,,,,,2023-02-15,,,,300.59,38.31481,-123.06961,-,8,0,25,26,8,3.125,25,1,1,1
70,24,70R,G2,BB_188,BB_171,2,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-27,71,2023-04-27,,,,,2023-02-15,,,,39.45,38.31481,-123.06961,X,2,0,5,5,2,2.5,5,1,1,1
71,24,71L,G2,BB_028,BB_109,5,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-12,28,,,,,,2023-03-15,,,,27.34,38.31481,-123.06961,X,1,0,2,2,1,2,2,1,1,1
71,24,71R,G1,BB_197,BB_199,1,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-10,84,2023-04-27,2023-05-10,,,,2023-03-15,2,,,164.69,38.31481,-123.06961,-,0,0,0,0,0,0,0,1,0,0
72,24,72L,G1,BB_073,BB_084,2,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-10,70,2023-04-27,2023-05-10,,,,2023-04-12,4,,,263.57,38.31481,-123.06961,-,6,0,7,16,6,1.166666667,7,1,1,1
72,24,72R,G1,BB_194,BB_214,2,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-27,57,2023-04-27,,,,,2023-03-01,,,,147.58,38.31481,-123.06961,-,5,0,29,33,5,5.8,29,1,1,1
73,25,73L,G1,BB_175,BB_172,4,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-26,56,2023-04-26,,,,,2023-03-01,,,,136.14,38.31482,-123.06959,-,2,1,13,13,3,6.5,19.5,1,1,1
73,25,73R,G2,BB_057,BB_121,2,TRUE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-04-26,28,2023-04-26,,,,,2023-03-29,,,,136.13,38.31482,-123.06959,X,6,3,27,27,9,4.5,40.5,1,1,1
74,25,74L,G1,BB_174,BB_002,5,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-26,42,2023-04-26,,,,,2023-03-15,,,,,38.31482,-123.06959,-,0,0,0,0,0,0,0,1,0,0
74,25,74R,G2,BB_026,BB_153,3,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-10,70,2023-04-26,2023-05-10,,,,2023-03-15,1,,,150.93,38.31482,-123.06959,X,3,2,4,12,5,1.333333333,6.666666667,1,1,1
75,25,75L,G1,BB_026,BB_153,3,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-05-10,56,2023-04-26,2023-05-10,,,,2023-03-15,4,,,411.03,38.31482,-123.06959,-,29,0,119,131,29,4.103448276,119,1,1,1
75,25,75R,G2,BB_091,BB_098,3,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-26,42,2023-04-26,,,,,2023-03-15,,,,266.94,38.31482,-123.06959,X,19,0,55,65,19,2.894736842,55,1,1,1
76,26,76L,G2,BB_176,BB_017,5,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-03-15,0,,,,,,2023-03-15,,,,42.13,38.3149,-123.06961,X,1,0,3,3,1,3,3,1,1,1
76,26,76R,G1,BB_001,BB_072,5,TRUE,2022-10-03,2022-10-06,2023-03-02,150,147,2023-04-27,56,2023-04-27,,,,,,,,,302.06,38.3149,-123.06961,-,6,0,31,31,6,5.166666667,31,1,1,1
77,26,77L,G2,BB_108,BB_189,2,TRUE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-04-27,29,2023-04-27,,,,,2023-03-29,,,,216.47,38.3149,-123.06961,X,7,0,40,40,7,5.714285714,40,1,1,1
79,27,79L,G1,BB_122,BB_126,1,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-26,70,2023-04-26,,,,,2023-02-15,,,,296.1,38.31495,-123.06969,-,2,2,8,8,4,4,16,1,1,1
79,27,79R,G1,BB_038,BB_149,5,TRUE,2022-10-03,2022-10-06,2023-03-16,164,161,2023-05-24,69,2023-04-26,2023-05-10,2023-05-24,,,2023-03-16,1,0,,361.74,38.31495,-123.06969,-,8,1,60,60,9,7.5,67.5,1,1,1
80,27,80L,G1,BB_194,BB_163,5,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-26,70,2023-04-26,,,,,2023-02-15,,,,348.66,38.31495,-123.06969,-,8,1,15,16,9,1.875,16.875,1,1,1
80,27,80R,G1,BB_065,BB_013,5,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-26,70,2023-04-26,,,,,2023-02-15,,,,517.81,38.31495,-123.06969,-,5,11,10,18,16,2,32,1,1,1
81,27,81L,G1,BB_173,BB_095,4,TRUE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-05-10,42,2023-04-26,2023-05-10,,,,2023-04-26,1,,,,38.31495,-123.06969,-,3,0,12,12,3,4,12,1,1,1
81,27,81R,G2,BB_115,BB_020,2,TRUE,2022-10-03,2022-10-06,2023-03-16,164,161,2023-04-26,41,2023-04-26,,,,,2023-03-16,,,,39.42,38.31495,-123.06969,X,1,1,2,3,2,2,4,1,1,1
82,28,82L,G1,BB_167,BB_008,1,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-27,71,2023-04-27,,,,,2023-03-02,,,,258.4,38.31492,-123.06968,-,7,2,19,30,9,2.714285714,24.42857143,1,1,1
82,28,82R,G2,BB_176,BB_059,4,TRUE,2022-10-03,2022-10-06,2023-03-02,150,147,2023-05-10,69,2023-04-27,2023-05-10,,,2023-05-24,2023-03-16,1,,,550.31,38.31492,-123.06968,X,13,8,62,74,21,4.769230769,100.1538462,1,1,1
83,28,83L,G1,BB_162,BB_080,2,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-10,84,2023-04-27,2023-05-10,,,,2023-02-15,1,,,104.49,38.31492,-123.06968,-,6,1,4,6,7,0.6666666667,4.666666667,1,1,1
83,28,83R,G1,BB_014,BB_185,1,TRUE,2022-10-03,2022-10-06,2023-03-02,150,147,2023-05-10,69,2023-04-27,2023-05-10,,,,2023-03-02,1,,,92.03,38.31492,-123.06968,-,15,1,27,43,16,1.8,28.8,1,1,1
84,28,84L,G1,BB_182,BB_021,3,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-10,84,2023-04-27,2023-05-10,,,,2023-03-02,,,,297.98,38.31492,-123.06968,-,21,8,146,156,29,6.952380952,201.6190476,1,1,1
84,28,84R,G1,BB_014,BB_152,4,TRUE,2022-10-03,2022-10-06,2023-04-12,191,188,2023-04-27,15,2023-04-27,,,,,,,,,64.21,38.31492,-123.06968,-,5,1,13,13,6,2.6,15.6,1,1,1
85,29,85L,G2,BB_175,BB_104,2,TRUE,2022-10-03,2022-10-06,2023-03-02,150,147,2023-04-26,55,2023-04-26,,,,,2023-03-16,,,,727.18,38.31489,-123.06966,X,31,0,157,202,31,5.064516129,157,1,1,1
86,29,86L,G1,BB_038,BB_216,5,TRUE,2022-10-03,2022-10-06,2023-03-16,164,161,2023-05-10,55,2023-04-26,2023-05-10,,,,2023-03-16,1,,,297.46,38.31489,-123.06966,-,8,0,54,64,8,6.75,54,1,1,1
86,29,86R,G2,BB_023,BB_190,3,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-10,84,2023-04-26,2023-05-10,,,,2023-02-15,2,,,770.65,38.31489,-123.06966,X,8,0,20,21,8,2.5,20,1,1,1
87,29,87L,G1,BB_197,BB_060,5,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-10,84,2023-04-26,2023-05-10,,,,2023-02-15,2,,,1048.28,38.31489,-123.06966,-,46,2,218,235,48,4.739130435,227.4782609,1,1,1
87,29,87R,G1,BB_066,BB_052,1,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-10,84,2023-04-26,2023-05-10,,,,2023-02-15,1,,,1841.98,38.31489,-123.06966,-,70,11,197,203,81,2.814285714,227.9571429,1,1,1
88,30,88L,G1,BB_171,BB_127,5,TRUE,2022-10-03,2022-10-06,2023-04-12,191,188,2023-05-10,28,2023-04-27,2023-05-10,,,,2023-04-12,1,,,,38.31483,-123.06966,-,4,0,17,20,4,4.25,17,1,1,1
90,30,90L,G1,BB_001,BB_074,2,TRUE,2022-10-03,2022-10-06,2023-03-16,164,161,2023-05-10,55,2023-04-27,2023-05-10,,,,2023-03-16,1,,,544.15,38.31483,-123.06966,-,41,4,216,231,45,5.268292683,237.0731707,1,1,1
90,30,90R,G1,BB_073,BB_084,4,TRUE,2022-10-03,2022-10-06,2023-03-16,164,161,2023-05-10,55,2023-04-27,2023-05-10,,,,,4,,,,38.31483,-123.06966,-,0,0,0,0,0,0,0,1,0,0
91,31,91L,G1,BB_115,BB_020,5,TRUE,2022-10-03,2022-10-06,2023-04-13,192,189,2023-05-24,41,2023-04-26,2023-05-11,2023-05-24,,2023-06-07,2023-04-26,3,3,,,38.31481,-123.06973,-,0,0,0,0,0,0,0,1,0,0
91,31,91R,G1,BB_091,BB_094,2,TRUE,2022-10-03,2022-10-06,2023-03-02,150,147,2023-05-11,70,2023-04-26,2023-05-11,,,,2023-03-02,1,,,365.53,38.31481,-123.06973,-,6,4,7,9,10,1.166666667,11.66666667,1,1,1
92,31,92L,G2,BB_066,BB_019,3,TRUE,2022-10-03,2022-10-06,2023-03-02,150,147,2023-05-11,70,2023-04-26,2023-05-11,,,,2023-03-16,1,,,108.61,38.31481,-123.06973,X,5,1,47,55,6,9.4,56.4,1,1,1
92,31,92R,G2,BB_055,BB_145,2,TRUE,2022-10-03,2022-10-06,2023-03-16,164,161,2023-04-13,28,,,,,,2023-04-13,,,,,38.31481,-123.06973,X,1,2,10,10,3,10,30,1,1,1
93,31,93R,G2,BB_198,BB_138,4,TRUE,2022-10-03,2022-10-06,2023-03-16,164,161,2023-04-26,41,2023-04-26,,,,,2023-03-29,,,,,38.31481,-123.06973,X,0,0,0,0,0,0,0,1,0,0
94,32,94L,G2,BB_171,BB_039,1,TRUE,2022-10-03,2022-10-06,2023-03-16,164,161,2023-04-27,42,2023-04-27,,,,,2023-03-16,,,,383.81,38.3148,-123.06974,X,6,6,23,38,12,3.833333333,46,1,1,1
94,32,94R,G1,BB_055,BB_119,2,TRUE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-04-27,29,2023-04-27,,,,,2023-03-29,,,,48.31,38.3148,-123.06974,-,4,0,14,14,4,3.5,14,1,1,1
95,32,95R,G1,BB_107,BB_151,3,TRUE,2022-10-03,2022-10-06,2023-03-16,164,161,2023-04-27,42,2023-04-27,,,,,2023-03-16,,,,52.53,38.3148,-123.06974,-,5,0,37,37,5,7.4,37,1,1,1
96,32,96L,G1,BB_173,BB_044,4,TRUE,2022-10-03,2022-10-06,2023-03-16,164,161,2023-05-11,56,2023-04-27,2023-05-11,,,,2023-03-29,2,,,35.67,38.3148,-123.06974,-,1,0,4,4,1,4,4,1,1,1
96,32,96R,G2,BB_144,BB_207,2,TRUE,2022-10-03,2022-10-06,2023-03-16,164,161,2023-04-27,42,2023-04-27,,,,,2023-03-29,,,,73.75,38.3148,-123.06974,X,0,0,0,0,0,0,0,1,0,0
97,33,97L,G1,BB_023,BB_078,3,TRUE,2022-10-03,2022-10-06,2023-03-02,150,147,2023-05-11,70,2023-04-26,2023-05-11,,,,2023-03-16,,,,88.27,38.31474,-123.06976,-,1,0,0,0,1,0,0,1,1,0
97,33,97R,G1,BB_194,BB_163,4,TRUE,2022-10-03,2022-10-06,2023-03-16,164,161,2023-05-11,56,2023-04-26,2023-05-11,,,,2023-03-16,1,,,147.56,38.31474,-123.06976,-,7,0,5,9,7,0.7142857143,5,1,1,1
98,33,98R,G1,BB_065,BB_192,5,TRUE,2022-10-03,2022-10-06,2023-03-16,164,161,2023-05-24,69,2023-04-26,2023-05-11,2023-05-24,,,2023-03-29,1,1,,118.22,38.31474,-123.06976,-,5,0,24,34,5,4.8,24,1,1,1
100,34,100L,G1,BB_176,BB_049,5,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-27,71,2023-04-27,,,,,2023-02-15,,,,137.56,38.31469,-123.06968,-,2,0,2,7,2,1,2,1,1,1
100,34,100R,G2,BB_100,BB_135,2,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-11,85,2023-04-27,2023-05-11,,,,2023-02-15,1,,,157.81,38.31469,-123.06968,X,10,0,41,45,10,4.1,41,1,1,1
101,34,101L,G1,BB_215,BB_004,4,TRUE,2022-10-03,2022-10-06,2023-03-16,164,161,2023-04-27,42,2023-04-27,,,,,2023-03-16,,,,100.31,38.31469,-123.06968,-,6,0,21,23,6,3.5,21,1,1,1
101,34,101R,G2,BB_215,BB_210,2,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-27,71,2023-04-27,,,,,2023-02-15,,,,125.75,38.31469,-123.06968,X,12,1,33,35,13,2.75,35.75,1,1,1
102,34,102L,G1,BB_141,BB_037,2,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-27,71,2023-04-27,,,,,2023-02-15,,,,,38.31469,-123.06968,-,2,4,7,7,6,3.5,21,1,1,1
102,34,102R,G1,BB_182,BB_201,1,TRUE,2022-10-03,2022-10-06,2023-03-16,164,161,2023-04-27,42,2023-04-27,,,,,2023-03-16,,,,14.58,38.31469,-123.06968,-,1,1,3,3,2,3,6,1,1,1
103,35,103L,G2,BB_182,BB_021,2,TRUE,2022-10-03,2022-10-06,2023-03-02,150,147,2023-05-11,70,2023-04-26,2023-05-11,,,,2023-03-16,1,,,455.47,38.31466,-123.06969,X,21,0,212,230,21,10.0952381,212,1,1,1
103,35,103R,G2,BB_215,BB_148,3,TRUE,2022-10-03,2022-10-06,2023-03-02,150,147,2023-04-26,55,2023-04-26,,,,,2023-03-02,,,,,38.31466,-123.06969,X,21,0,64,74,21,3.047619048,64,1,1,1
104,35,104L,G1,BB_055,BB_119,4,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-11,85,2023-04-26,2023-05-11,,,,2023-03-02,1,,,340.71,38.31466,-123.06969,-,4,0,37,42,4,9.25,37,1,1,1
104,35,104R,G1,BB_066,BB_019,4,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-11,85,2023-04-26,2023-05-11,,,,2023-02-15,2,,,591.37,38.31466,-123.06969,-,15,4,77,104,19,5.133333333,97.53333333,1,1,1
105,35,105L,G2,BB_168,BB_046,5,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-26,70,2023-04-26,,,,,2023-03-02,,,,247.9,38.31466,-123.06969,X,6,0,27,29,6,4.5,27,1,1,1
105,35,105R,G1,BB_167,BB_008,1,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-11,85,2023-04-26,2023-05-11,,,,2023-03-02,2,,,886.88,38.31466,-123.06969,-,38,4,105,105,42,2.763157895,116.0526316,1,1,1
106,36,106L,G2,BB_014,BB_185,3,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-27,71,2023-04-27,,,,,2023-02-15,,,,53.42,38.31464,-123.06971,X,6,1,16,21,7,2.666666667,18.66666667,1,1,1
106,36,106R,G1,BB_168,BB_046,3,TRUE,2022-10-03,2022-10-06,2023-03-02,150,147,2023-04-27,56,2023-04-27,,,,,2023-03-16,,,,157.26,38.31464,-123.06971,-,9,0,32,33,9,3.555555556,32,1,1,1
107,36,107L,G1,BB_174,BB_010,1,TRUE,2022-10-03,2022-10-06,2023-03-02,150,147,2023-04-13,42,,,,,,2023-03-02,,,,101.06,38.31464,-123.06971,-,1,1,2,2,2,2,4,1,1,1
107,36,107R,G1,BB_194,BB_159,3,TRUE,2022-10-03,2022-10-06,2023-03-02,150,147,2023-04-13,42,,,,,,2023-03-16,,,,31.11,38.31464,-123.06971,-,1,4,3,3,5,3,15,1,1,1
